protocolVersion,userAgent,Height,Latitude,Longitude,ASN,Continent,organizationName
70015,Satoshi:0.20.1,658415,37.3931,-121.962,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658415,50.9214,6.9507,AS8422,Europe,NetCologne Gesellschaft fur Telekommunikation mbH
70015,Others,658415,47.3667,8.55,AS61098,Europe,Akenes SA
70015,Satoshi:0.20.0,658416,34.7725,113.7266,AS135026,Asia,ThinkDream Technology Limited
70015,Satoshi:0.20.0,658416,32.8242,-96.7507,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.20.1,658415,50.7049,3.214,AS8228,Europe,SFR SA
70015,Satoshi:0.20.1,658416,45.471000000000004,-73.6726,AS5769,North America,VIDEOTRON
70015,Satoshi:0.20.1,658415,51.9045,-0.1984,AS5089,Europe,Virgin Media Limited
70015,Satoshi:0.20.0,658415,53.1301,18.0119,AS5617,Europe,Orange Polska Spolka Akcyjna
70015,Satoshi:0.20.1,658416,59.2741,15.2066,AS3301,Europe,Telia Company AB
70015,Satoshi:0.20.1,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.18.0,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.19.1,658416,51.5128,-0.0638,AS20473,Europe,AS-CHOOPA
70015,Others,658416,41.3722,-82.1087,AS10796,North America,TWC-10796-MIDWEST
70015,Others,729734,22.25,114.1667,AS45102,Asia,"Alibaba (US) Technology Co., Ltd."
70015,Satoshi:0.20.0,658416,48.6936,2.5282,AS15557,Europe,SFR SA
70015,Satoshi:0.18.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658416,44.0683,-123.0763,AS7922,North America,COMCAST-7922
70015,Satoshi:0.18.0,658416,42.9979,-81.2602,AS40788,North America,START
70015,Satoshi:0.18.1,658416,37.751,-97.822,AS23470,North America,RELIABLESITE
70015,Satoshi:0.20.1,658415,61.0681,28.1733,AS15169,Europe,GOOGLE
70015,Satoshi:0.20.1,658415,61.0681,28.1733,AS15169,Europe,GOOGLE
70015,Satoshi:0.18.0,658416,51.2993,9.491,AS31103,Europe,Keyweb AG
70015,Satoshi:0.18.0,658416,52.3824,4.8995,AS47583,Europe,Hostinger International Limited
70015,Satoshi:0.20.1,592576,43.5142,-79.8845,AS40788,North America,START
70015,Satoshi:0.20.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Others,658416,51.2993,9.491,AS28753,Europe,Leaseweb Deutschland GmbH
70015,Satoshi:0.19.0.1,658416,49.0153,12.0577,AS3320,Europe,Deutsche Telekom AG
70015,Satoshi:0.20.1,658415,48.3515,14.4196,AS12605,Europe,LIWEST Kabelmedien GmbH
70015,Satoshi:0.18.0,658416,40.0982,-83.15799999999999,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.17.1,658416,22.25,114.1667,AS45753,Asia,NETSEC
70015,Others,658416,33.667,-84.3865,AS7922,North America,COMCAST-7922
70015,Satoshi:0.19.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.18.1,658415,1.314,103.6839,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.18.0,658416,39.9653,-83.0235,AS16509,North America,AMAZON
70015,Satoshi:0.20.0,658416,37.751,-97.822,AS22612,North America,NAMECHEAP-NET
70015,Satoshi:0.20.1,658415,50.1188,8.6843,AS16509,Europe,AMAZON
70015,Satoshi:0.18.1,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.18.1,658416,33.8697,-118.3693,AS18978,North America,ENZUINC
70015,Satoshi:0.18.1,658415,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.19.1,658416,44.0683,-123.0763,AS7922,North America,COMCAST-7922
70015,Satoshi:0.16.3,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658416,40.0142,-105.2853,AS7922,North America,COMCAST-7922
70015,Satoshi:0.20.1,658416,45.4643,9.1895,AS16509,Europe,AMAZON
70015,Satoshi:0.20.1,658416,45.5999,-121.1871,AS15169,North America,GOOGLE
70015,Satoshi:0.20.1,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.19.1,658416,43.6547,-79.3623,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.18.0,658416,37.1357,-121.6502,AS20115,North America,CHARTER-20115
70015,Satoshi:0.18.1,658416,45.9968,24.997,AS12592,Europe,Trans Tel Services SRL
70015,Satoshi:0.20.1,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.20.1,658416,51.0095,-3.6189999999999998,AS2856,Europe,British Telecommunications PLC
70015,Satoshi:0.19.1,658415,35.685,139.7514,AS16509,Asia,AMAZON
70015,Satoshi:0.20.1,658416,48.8582,2.3387,AS12876,Europe,Online S.a.s.
70015,Satoshi:0.18.0,658416,37.751,-97.822,AS29802,North America,HVC-AS
70015,Satoshi:0.20.1,658416,48.3461,10.8969,AS3209,Europe,Vodafone GmbH
70015,Satoshi:0.20.1,658416,37.751,-97.822,AS36352,North America,AS-COLOCROSSING
70015,Satoshi:0.20.1,658416,29.5981,-95.1145,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.20.1,658416,52.3824,4.8995,AS60781,Europe,LeaseWeb Netherlands B.V.
70015,Others,658416,49.0099,8.3592,AS34878,Europe,Karlsruhe Institute of Technology
70016,Satoshi:1.3.4,454937,33.7485,-84.3871,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.20.1,424533,1.3667,103.8,AS135026,Asia,ThinkDream Technology Limited
70015,Satoshi:0.20.1,658416,45.3161,-73.8736,AS16276,North America,OVH SAS
70015,Satoshi:0.20.1,658415,47.1168,5.2829,AS12322,Europe,Free SAS
70015,Satoshi:0.20.1,658416,51.6552,-0.3879,AS5089,Europe,Virgin Media Limited
70015,Satoshi:0.18.0,658416,43.5675,3.9046,AS12322,Europe,Free SAS
70016,Others,658416,46.0833,18.2333,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.20.0,658415,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,39.9653,-83.0235,AS16509,North America,AMAZON
70015,Satoshi:0.19.1,658416,-33.9587,151.0578,AS7545,Australia,TPG Telecom Limited
70015,Satoshi:0.16.3,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.0,658416,40.2389,-77.1935,AS7922,North America,COMCAST-7922
70015,Satoshi:0.17.1,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Others,658416,41.2619,-95.8608,AS15169,North America,GOOGLE
70015,Satoshi:0.17.1,658416,54.7081,25.296,AS62282,Europe,UAB Rakrejus
70015,Satoshi:0.19.1,658416,52.352,4.9392,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.16.3,658415,37.5112,126.9741,AS4766,Asia,Korea Telecom
70016,Satoshi:1.3.4,454934,40.8229,-74.4592,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.19.1,658416,52.3824,4.8995,AS60781,Europe,LeaseWeb Netherlands B.V.
70015,Satoshi:0.20.1,658416,25.0478,121.5318,AS3462,Asia,Data Communication Business Group
70015,Others,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.19.1,105372,50.2402,30.2316,AS34251,Europe,IMC LLC.
70015,Satoshi:0.20.0,658416,38.8939,-77.0365,AS15169,North America,GOOGLE
70015,Satoshi:0.17.1,658416,52.4957,13.3419,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658415,1.2929,103.8547,AS15169,Asia,GOOGLE
70015,Satoshi:0.18.0,658415,55.7386,37.6068,AS201848,Europe,Trader soft LLC
99999,Others,658416,48.2158,17.4114,AS39455,Europe,KALIANT s.r.o.
70016,Satoshi:1.3.4,454934,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.17.1,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.20.0,658416,37.2859,127.0099,AS9318,Asia,SK Broadband Co Ltd
70015,Satoshi:0.20.1,657036,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.1,658416,53.3331,-6.2489,AS16509,Europe,AMAZON
70015,Satoshi:0.20.1,658415,39.0481,-77.4728,AS14618,North America,AMAZON
70015,Satoshi:0.20.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.19.1,658416,39.2607,-84.4111,AS6181,North America,FUSE-NET
70015,Satoshi:0.20.1,658416,43.1479,12.1097,AS20959,Europe,Telecom Italia
70015,Satoshi:0.17.1,658416,51.5026,-0.066,AS16276,Europe,OVH SAS
70016,Satoshi:1.3.4,454935,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.1,658416,44.8166,20.4721,AS9125,Europe,Drustvo za telekomunikacije Orion telekom doo Beograd-Zemun
70015,Others,658416,39.0481,-77.4728,AS14618,North America,AMAZON
70015,Satoshi:0.18.0,658416,40.8777,-73.908,AS6128,North America,CABLE-NET-1
70015,Satoshi:0.20.0,658416,0.0,0.0,TOR,TOR,Tor network
70015,Satoshi:0.20.1,658415,-33.8591,151.2002,AS15169,Australia,GOOGLE
70015,Satoshi:0.19.0.1,658416,45.2881,-75.8572,AS5645,North America,TEKSAVVY
70015,Satoshi:0.20.1,658415,40.6161,-89.4635,AS12119,North America,ITV-3
70015,Satoshi:0.20.1,658416,-23.5475,-46.6361,AS16509,South America,AMAZON
70015,Satoshi:0.18.1,658416,40.8364,-74.1403,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658416,43.6547,-79.3623,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658416,52.8649,-112.9495,AS852,North America,ASN852
70015,Satoshi:0.19.0.1,658416,52.9638,10.5646,AS197540,Europe,netcup GmbH
70015,Satoshi:0.20.1,658415,32.8608,-79.9746,AS15169,North America,GOOGLE
70015,Satoshi:0.18.0,658416,35.685,139.7514,AS16509,Asia,AMAZON
70016,Satoshi:1.3.4,454934,32.9473,-96.7028,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.19.0.1,658416,33.6957,73.0113,AS45773,Asia,"PERN AS Content Servie Provider, Islamabad, Pakistan"
70015,Satoshi:0.18.0,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.18.0,658416,52.3824,4.8995,AS49981,Europe,WorldStream B.V.
70015,Satoshi:0.20.1,658415,-33.9258,18.4232,AS16509,Africa,AMAZON
70015,Satoshi:0.20.1,658416,28.2454,-81.2832,AS33363,North America,BHN-33363
70015,Satoshi:0.20.1,658416,50.1188,8.6843,AS16509,Europe,AMAZON
70015,Satoshi:0.20.0,658415,37.2714,-6.9495,AS29119,Europe,ServiHosting Networks S.L.
70015,Satoshi:0.18.0,658416,-23.627,-46.635,AS27699,South America,TELEFONICA BRASIL S.A
70015,Satoshi:0.20.1,658416,43.2627,-2.9253,AS12430,Europe,Vodafone Spain
70015,Satoshi:0.20.1,658415,39.9653,-83.0235,AS16509,North America,AMAZON
70015,Satoshi:0.20.1,658416,45.438,-73.6215,AS577,North America,BACOM
70015,Satoshi:0.20.1,658416,34.111,-84.3025,AS7922,North America,COMCAST-7922
70015,Satoshi:0.20.1,658416,30.3927,-91.0014,AS22773,North America,ASN-CXA-ALL-CCI-22773-RDC
70016,Satoshi:0.20.1,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.0,658416,37.751,-97.822,AS36352,North America,AS-COLOCROSSING
70015,Satoshi:0.19.1,658416,39.4851,-75.6794,AS701,North America,UUNET
70015,Satoshi:0.19.0.1,658416,47.6032,-122.3412,AS8075,North America,MICROSOFT-CORP-MSN-AS-BLOCK
70015,Satoshi:0.20.0,658416,1.314,103.6839,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658416,51.0483,-113.9633,AS6327,North America,SHAW
70013,Others,634038,39.9653,-83.0235,AS16509,North America,AMAZON
70015,Satoshi:0.19.0.1,658416,34.7725,113.7266,AS45090,Asia,Shenzhen Tencent Computer Systems Company Limited
70015,Others,658416,50.8098,8.7773,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.19.0.1,658416,40.8364,-74.1403,AS14061,North America,DIGITALOCEAN-ASN
70015,Others,658416,1.3667,103.8,AS64050,Asia,BGPNET Global ASN
70016,Others,454935,51.5177,-0.6215,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.18.0,658416,50.1188,8.6843,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.19.0.1,658416,39.0661,-94.6288,AS16591,North America,GOOGLE
70015,Satoshi:0.20.0,658416,50.0188,8.6956,AS6805,Europe,Telefonica Germany
70016,Satoshi:1.3.4,454935,51.5164,-0.09300000000000001,AS63949,Europe,"Linode, LLC"
70015,Satoshi:0.20.1,658415,36.1685,-115.1164,AS15169,North America,GOOGLE
70015,Satoshi:0.19.1,658415,22.2795,114.146,AS132203,Asia,"Tencent Building, Kejizhongyi Avenue"
70015,Satoshi:0.18.0,658416,37.3417,-121.9753,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.17.1,658416,41.5053,-81.5566,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.20.1,658415,40.793,-74.0247,AS14061,North America,DIGITALOCEAN-ASN
70015,Others,658416,31.5,34.75,AS12400,Asia,Partner Communications Ltd.
70015,Others,658415,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.18.0,658416,34.7725,113.7266,AS45102,Asia,"Alibaba (US) Technology Co., Ltd."
70015,Satoshi:0.18.0,658416,40.793,-74.0247,AS14061,North America,DIGITALOCEAN-ASN
70016,Others,658416,42.6833,23.3167,AS43205,Europe,Bulsatcom EAD
70015,Satoshi:0.20.1,658416,60.5429,22.0853,AS16086,Europe,DNA Oyj
70015,Satoshi:0.16.3,658416,41.0214,28.9948,AS200977,Asia,Sunucuyeri Internet Bilgisayar Turizm Sanayi Ve Dis Ticaret Limited Sirketi
70015,Satoshi:0.20.1,658416,37.751,-97.822,AS23470,North America,RELIABLESITE
70015,Satoshi:0.20.0,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.18.0,658416,42.9469,-85.6206,AS7922,North America,COMCAST-7922
70015,Satoshi:0.20.1,658416,49.1049,-122.824,AS852,North America,ASN852
70015,Satoshi:0.18.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.0,658415,48.8168,2.488,AS21502,Europe,SFR SA
70015,Satoshi:0.20.1,658415,52.352,4.9392,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.20.0,658415,48.1436,16.2941,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.18.0,658416,35.69,139.69,AS2907,Asia,"Research Organization of Information and Systems, National Institute of Informatics"
70015,Satoshi:0.20.0,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70016,Satoshi:1.3.4,454935,37.5625,-122.0004,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.20.1,658415,39.0481,-77.4728,AS14618,North America,AMAZON
70015,Others,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.20.1,658415,34.0544,-118.244,AS15169,North America,GOOGLE
70015,Satoshi:0.19.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.17.1,658416,46.5103,6.6618,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.20.0,658416,33.0287,-96.6826,AS11427,North America,TWC-11427-TEXAS
70015,Satoshi:0.20.1,658415,35.685,139.7514,AS15169,Asia,GOOGLE
70015,Satoshi:0.20.1,658416,55.7522,37.6156,AS8334,Europe,2COM Co Ltd.
70012,Others,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658416,45.4817,-122.4156,AS27017,North America,ZIPLY-FIBER-LEGACY-ASN
70015,Satoshi:0.20.1,658415,47.2866,-122.0914,AS7922,North America,COMCAST-7922
70015,Satoshi:0.20.1,658416,35.685,139.7514,AS16509,Asia,AMAZON
70015,Satoshi:0.19.0.1,658416,59.3247,18.055999999999997,AS50066,Europe,Serious Tubes Networks
70015,Satoshi:0.20.1,658416,38.5753,-90.2651,AS20115,North America,CHARTER-20115
70015,Satoshi:0.18.0,658416,49.4933,8.4742,AS24940,Europe,Hetzner Online GmbH
70012,Others,658416,47.1449,8.1551,AS197988,Europe,Solar Communications GmbH
70015,Satoshi:0.20.1,658415,-33.8591,151.2002,AS16509,Australia,AMAZON
70015,Satoshi:0.20.1,658415,42.2324,-83.7017,AS7922,North America,COMCAST-7922
70015,Others,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.17.1,658416,37.751,-97.822,AS14618,North America,AMAZON
70015,Satoshi:0.19.0.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.17.1,658415,25.0478,121.5318,AS3462,Asia,Data Communication Business Group
70015,Satoshi:0.20.1,105372,50.1188,8.6843,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658416,52.3824,4.8995,AS51447,Europe,RootLayer Web Services Ltd.
70015,Satoshi:0.20.1,658415,-23.5475,-46.6361,AS15169,South America,GOOGLE
70015,Satoshi:0.18.0,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Others,658416,40.8364,-74.1403,AS14061,North America,DIGITALOCEAN-ASN
70015,Others,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.18.0,658416,40.4165,-3.7026,AS3352,Europe,Telefonica De Espana
70015,Satoshi:0.16.3,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Others,658416,56.0097,92.7917,AS31257,Europe,Orion Telecom LLC
70015,Others,658416,53.3331,-6.2489,AS16509,Europe,AMAZON
70015,Satoshi:0.19.1,658416,39.9653,-83.0235,AS16509,North America,AMAZON
70015,Satoshi:0.20.1,658415,60.3172,5.3991,AS2119,Europe,Telenor Norge AS
70015,Satoshi:0.20.0,658416,46.0503,14.5046,AS34779,Europe,"T-2, d.o.o."
70012,Others,316608,26.0614,119.3061,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.18.0,658416,-33.8591,151.2002,AS133612,Australia,Vodafone Australia Pty Ltd
70015,Satoshi:0.19.0.1,658416,51.2993,9.491,AS8560,Europe,1&1 Ionos Se
70015,Satoshi:0.20.1,557093,51.6636,4.7531,AS33915,Europe,Vodafone Libertel B.V.
70015,Satoshi:0.20.1,658416,48.1535,16.3855,AS8412,Europe,T-Mobile Austria GmbH
70015,Satoshi:0.20.0,658416,37.5112,126.9741,AS9698,Asia,LG HelloVision Corp.
70015,Satoshi:0.18.0,658416,37.751,-97.822,AS33387,North America,NOCIX
70015,Satoshi:0.18.1,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.1,658415,37.751,-97.822,AS14618,North America,AMAZON
70015,Satoshi:0.20.1,658415,1.2929,103.8547,AS16509,Asia,AMAZON
70015,Satoshi:0.17.1,658416,37.751,-97.822,AS14618,North America,AMAZON
70015,Satoshi:0.20.0,658416,52.3824,4.8995,AS49981,Europe,WorldStream B.V.
70015,Satoshi:0.18.0,658415,35.685,139.7514,AS15169,Asia,GOOGLE
70015,Satoshi:0.20.1,658416,38.7927,-9.1838,AS3243,Europe,Servicos De Comunicacoes E Multimedia S.A.
70016,Satoshi:1.3.4,454934,19.0748,72.8856,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.18.0,658416,35.5819,139.7663,AS20473,Asia,AS-CHOOPA
70015,Satoshi:0.20.1,658416,53.7246,10.0124,AS15943,Europe,wilhelm.tel GmbH
70015,Satoshi:0.20.0,657471,50.633,3.0586,AS12322,Europe,Free SAS
70015,Satoshi:0.20.0,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.16.3,622164,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.19.1,658416,-22.9201,-43.3307,AS2715,South America,Fundacao Carlos Chagas Filho de Amparo a Pesquisa
70015,Satoshi:0.20.0,658416,43.6319,-79.3716,AS16276,North America,OVH SAS
70015,Satoshi:0.17.1,658416,34.0729,-118.2606,AS20473,North America,AS-CHOOPA
70015,Satoshi:0.19.1,658416,48.75,8.25,AS3320,Europe,Deutsche Telekom AG
70015,Satoshi:0.20.1,658415,1.2929,103.8547,AS15169,Asia,GOOGLE
70015,Satoshi:0.20.0,658416,50.1188,8.6843,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.20.0,658416,51.4566,-0.968,AS5089,Europe,Virgin Media Limited
70015,Others,658415,45.8491,-119.7143,AS16509,North America,AMAZON
70015,Satoshi:0.19.0.1,658416,38.6583,-77.2481,AS45102,North America,"Alibaba (US) Technology Co., Ltd."
70015,Satoshi:0.20.1,658415,37.3388,-121.8914,AS16509,North America,AMAZON
70015,Satoshi:0.20.1,658416,51.4117,5.4405,AS13127,Europe,Tele2 Nederland B.V.
70015,Satoshi:0.20.1,658415,44.0915,-121.4073,AS4181,North America,TDS-AS
70015,Satoshi:0.20.0,658415,51.5164,-0.09300000000000001,AS16509,Europe,AMAZON
70012,Others,658416,22.2795,114.146,AS45102,Asia,"Alibaba (US) Technology Co., Ltd."
70015,Satoshi:0.20.1,658416,39.0481,-77.4728,AS14618,North America,AMAZON
70015,Satoshi:0.20.1,658416,25.0478,121.5318,AS3462,Asia,Data Communication Business Group
70015,Satoshi:0.19.1,658416,59.8944,30.2642,AS25408,Europe,JSC ER-Telecom Holding
70015,Satoshi:0.18.1,658415,52.3759,4.8975,AS12876,Europe,Online S.a.s.
70015,Satoshi:0.18.0,658416,50.9321,-1.3892,AS5089,Europe,Virgin Media Limited
70016,Satoshi:1.3.4,454934,35.685,139.7514,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.16.3,658416,53.3331,-6.2489,AS16509,Europe,AMAZON
70015,Others,658416,37.5112,126.9741,AS38700,Asia,SMILESERV
70015,Satoshi:0.20.1,658416,53.3331,-6.2489,AS16509,Europe,AMAZON
70015,Satoshi:0.18.1,658416,50.6974,3.178,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.0,658416,51.381,0.115,AS5089,Europe,Virgin Media Limited
70015,Satoshi:0.20.0,658416,48.8667,2.0833,AS12322,Europe,Free SAS
70015,Satoshi:0.20.1,658415,12.9719,77.5937,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.19.1,658416,51.8757,5.3986,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.20.1,658415,26.0333,50.55,AS16509,Asia,AMAZON
70015,Satoshi:0.20.0,658416,47.6733,-122.3426,AS7922,North America,COMCAST-7922
70015,Satoshi:0.20.1,658415,1.2929,103.8547,AS15169,Asia,GOOGLE
70015,Satoshi:0.20.1,658415,41.2619,-95.8608,AS15169,North America,GOOGLE
70015,Satoshi:0.20.1,658415,1.2929,103.8547,AS15169,Asia,GOOGLE
70016,Others,658416,51.5164,-0.09300000000000001,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658416,52.5241,5.7319,AS50673,Europe,Serverius Holding B.V.
70015,Satoshi:0.20.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.0,658416,38.9,22.4333,AS25472,Europe,Wind Hellas Telecommunications SA
70015,Satoshi:0.18.0,658416,37.751,-97.822,AS393398,North America,ASN-DIS
70015,Satoshi:0.20.1,658416,55.9333,23.3167,AS25406,Europe,"Splius, Uab"
70016,Satoshi:1.3.4,454935,32.9473,-96.7028,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.18.0,658416,43.6319,-79.3716,AS16276,North America,OVH SAS
70016,Satoshi:1.3.4,454934,35.685,139.7514,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.20.1,658416,52.3824,4.8995,AS60781,Europe,LeaseWeb Netherlands B.V.
70015,Satoshi:0.20.1,658415,37.751,-97.822,AS14618,North America,AMAZON
70015,Satoshi:0.18.1,658416,47.3667,8.55,AS61098,Europe,Akenes SA
70015,Others,658416,36.6865,-6.1361,AS12479,Europe,Orange Espagne SA
70015,Satoshi:0.18.1,658416,39.9668,-75.1512,AS23470,North America,RELIABLESITE
70015,Others,658416,52.5241,5.7319,AS202448,Europe,MVPS LTD
70015,Satoshi:0.20.0,658416,50.2257,9.3457,AS3320,Europe,Deutsche Telekom AG
70015,Satoshi:0.20.1,658416,43.6547,-79.3623,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658415,12.9719,77.5937,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.17.1,658416,38.9876,-77.4554,AS52423,North America,Data Miners S.A. ( Racknation.cr )
70015,Satoshi:0.20.1,658416,47.3667,8.55,AS13030,Europe,Init7 (Switzerland) Ltd.
70015,Others,658416,37.751,-97.822,AS397444,North America,AS-OKI
70015,Satoshi:0.19.1,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Others,658416,39.9288,116.3889,AS4808,Asia,China Unicom Beijing Province Network
70015,Satoshi:0.20.0,658416,37.751,-97.822,AS45102,North America,"Alibaba (US) Technology Co., Ltd."
70015,Satoshi:0.20.0,658416,52.375,4.9931,AS1136,Europe,KPN B.V.
70015,Satoshi:0.20.1,658416,35.685,139.7514,AS15169,Asia,GOOGLE
70015,Satoshi:0.18.1,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.20.0,658416,-41.2866,174.7756,AS9500,Australia,Vodafone NZ Ltd.
70015,Satoshi:0.18.0,658416,52.1244,6.4374,AS1136,Europe,KPN B.V.
70015,Satoshi:0.20.0,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.20.1,658416,59.3247,18.055999999999997,AS39287,Europe,ab stract
70015,Satoshi:0.19.1,658416,38.1215,-97.89399999999999,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.20.0,658416,38.8476,-77.3281,AS701,North America,UUNET
70015,Others,729733,39.9288,116.3889,AS58593,Asia,"Shanghai Blue Cloud Technology Co.,Ltd"
70015,Satoshi:0.18.0,658416,63.5624,23.6831,AS199087,Europe,KaseNet oy
70016,Others,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658415,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.20.1,658416,51.5569,-0.1555,AS13037,Europe,Zen Internet Ltd
70015,Satoshi:0.20.1,658415,38.8939,-77.0365,AS15169,North America,GOOGLE
70015,Satoshi:0.19.1,658416,19.0748,72.8856,AS16509,Asia,AMAZON
70015,Satoshi:0.20.1,658415,-33.9258,18.4232,AS16509,Africa,AMAZON
70015,Satoshi:0.20.1,658415,45.4995,-73.5848,AS16509,North America,AMAZON
70015,Satoshi:0.17.1,658416,56.0,24.0,AS16125,Europe,UAB Cherry Servers
70015,Satoshi:0.19.0.1,658415,45.8491,-119.7143,AS16509,North America,AMAZON
70015,Satoshi:0.20.1,658416,45.5481,9.1789,AS1267,Europe,Wind Tre S.p.A.
99999,Others,658416,48.9286,24.7107,AS47702,Europe,Teleradiocompany Discovery Ltd.
70015,Satoshi:0.18.0,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.19.0.1,658416,34.7725,113.7266,AS4134,Asia,Chinanet
