,date,userName,isEdited,title,review,rating,developerResponse,review_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
204,2018-04-07 23:33:09,IusuallyloveBP,False,App is a waste of time,"This app is not worth it. It takes too long to set up, too much personal information is required and there is a glitch when creating a PIN number. Don't bother.",1,"{'id': 3108526, 'body': 'Hi there, BPme has been developed to make your life a little bit easier, but we still  want to ensure your personal details are safe and correct, which is why there are a few steps to registering for BPme. The PIN issue is being looked into by the developers.', 'modified': '2018-04-12T02:48:01Z'}",This app worth It take long set much personal information required glitch creating PIN number Dont bother,mixed,0.72,0.03,0.25,"personal information, PIN number, app, glitch"
205,2018-04-10 07:18:13,Grantxw8,False,Good idea,I'm sure it will become useful when it recognises Velocity membership and awards points as they are earned. Pointless (pardon the pun)if I have to go into the store to queue up for those when I've already waited for the app to do its thing. Nicely innovative but not ready for prime time yet. I look forward to the coming updates.,2,"{'id': 3108549, 'body': 'Hi Grant, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. Watch this space for new BPme features in the future.', 'modified': '2018-04-12T02:51:10Z'}",Im sure become useful recognises Velocity membership award point earned Pointless pardon punif I go store queue Ive already waited app thing Nicely innovative ready prime time yet I look forward coming update,mixed,0.4,0.06,0.54,"Velocity membership, awards points, prime time, coming updates, pun, store, app, thing"
206,2018-04-10 23:16:44,DebJB70,False,Too slow,"Too slow to unlock the pump, extremely slow recognising you’ve finished fuelling...people waiting behind you get stroppy because you’re car is sat waiting for it to go through the process",2,"{'id': 3108595, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum and we’re exploring new innovation to bring to market this year.', 'modified': '2018-04-12T02:56:14Z'}",Too slow unlock pump extremely slow recognising youve finished fuellingpeople waiting behind get stroppy youre car sat waiting go process,negative,1.0,0.0,0.0,"pump, fuelling, people, car, process"
207,2018-04-11 01:48:59,M109754930,False,Slooooooow,App is way too slow. Can’t link velocity defeats the purpose of using the app. Why not just put payWave at the bowser.,1,"{'id': 3108556, 'body': 'Hi there, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2018-04-12T02:52:09Z'}",App way slow Cant link velocity defeat purpose using app Why put payWave bowser,negative,0.98,0.0,0.02,"App, velocity, purpose, payWave, bowser"
208,2018-04-11 11:43:26,wabz,False,Faster to go inside,The app is a great idea and executed fairly well. The problem is is that it takes such a long time for the pump to unlock and then figure out that you’ve finished. You wonder if it’s functioning correctly and it ends up being much easier and faster to walk inside and use Apple Pay or something.,2,"{'id': 3118686, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum and we’re exploring new innovation to bring to market this year.', 'modified': '2018-04-13T01:36:18Z'}",The app great idea executed fairly well The problem take long time pump unlock figure youve finished You wonder functioning correctly end much easier faster walk inside use Apple Pay something,mixed,0.42,0.0,0.58,"great idea, long time, Apple Pay, problem, pump, something"
209,2018-04-14 05:30:35,Risky luck,False,Cannot use Velocity Frequent Flyer,You can’t earn Velocity Frequent Flyer points using this app ...,1,"{'id': 3136830, 'body': 'Hi there, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2018-04-15T23:25:30Z'}",You cant earn Velocity Frequent Flyer point using app,negative,0.92,0.07,0.01,"Velocity Frequent Flyer points, app"
210,2018-04-19 08:17:12,Andy.Kelly,False,No Velocity linking,This app desperately needs Virgin Australia Velocity rewards linking. I would use it if it had that feature.,1,"{'id': 3194538, 'body': 'Hi Andy, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2018-04-19T23:53:12Z'}",This app desperately need Virgin Australia Velocity reward linking I would use feature,negative,0.99,0.0,0.01,"Virgin Australia Velocity rewards, app, feature"
211,2018-04-19 21:52:40,D4D77,False,5 * if it had Velocity linked,"Setup wasn’t the quickest but security Iver speed is the better option for sure. I went through the process, only to find that I wouldn’t earn any velocity points if I used the app.  So I won’t be using the app until there is a way of linking the accounts.",2,"{'id': 3216245, 'body': 'Hi there, we appreciate that you share our concern for data security. \n\nWe have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. \n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.', 'modified': '2018-04-23T00:44:11Z'}",Setup wasnt quickest security Iver speed better option sure I went process find I wouldnt earn velocity point I used app So I wont using app way linking account,mixed,0.4,0.14,0.46,"security Iver speed, velocity points, Setup, option, process, app, way, accounts"
212,2018-04-19 23:45:54,zoe gaston,False,Doesn’t wear at any bps within 20 mins drive,Not all bps have the BPme app enabled. yet they are still advertising it!. I’m not driving for 20 mins to a bp that I can use the app at when every Caltex has a pay by card option at every pump. Don’t advertise it at servos where you can’t use it!! Or just sort it out so they all have it enabled. You’ve had long enough..,1,"{'id': 3232521, 'body': 'Hi Zoe, thank you for your enquiry and interest in BPme. The app is available at over 600 BP stations across the country, and likely to build to 700+ stations this year. To check your nearest BPme enabled station, apply the ""BPme Enabled"" filter in the Station Finder.', 'modified': '2018-04-24T00:49:00Z'}",Not bps BPme app enabled yet still advertising Im driving min bp I use app every Caltex pay card option every pump Dont advertise servo cant use Or sort enabled Youve long enough,negative,0.58,0.41,0.01,"card option, BPme app, bps, 20 mins, Caltex, pay, pump, servos"
213,2018-04-20 00:26:57,madd585,False,Slow,The times I have attempted to use this app it has been so slow or not work at all.  Some stations that have this also do not have all pumps on the app. Takes too long to get a confirmation that you have paid and are able to drive off. It may be quicker to just walk in and pay.,1,"{'id': 3232520, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum and we’re exploring new innovation to bring to market this year.', 'modified': '2018-04-24T00:48:34Z'}",The time I attempted use app slow work Some station also pump app Takes long get confirmation paid able drive It may quicker walk pay,negative,0.97,0.03,0.0,"times, app, stations, pumps, Takes, confirmation"
214,2018-04-20 00:42:06,Features,False,Velocity,How do you swipe / add your velocity card with BP ME ?,3,"{'id': 3216223, 'body': 'Hi there, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. \n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.', 'modified': '2018-04-23T00:42:42Z'}",How swipe add velocity card BP ME,neutral,0.0,1.0,0.0,"velocity card, BP ME"
215,2018-04-21 07:32:29,Amccallum,False,Virgin Velocity Points,I would only use this app if I could put in my virgin velocity membership for points.,3,"{'id': 3216218, 'body': 'Hi there, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. \n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.', 'modified': '2018-04-23T00:42:27Z'}",I would use app I could put virgin velocity membership point,neutral,0.19,0.77,0.04,"virgin velocity, app, membership, points"
216,2018-04-22 00:24:37,PJ B84M!,False,Not bad,"Was handy with 2 kids in the back, took 5 mins to set up in the car park, then worked fine. Would be nice to connect to velocity as well though",4,"{'id': 3232488, 'body': ""Hi there, thank you for the feedback, we're so happy to hear that! BPme has been developed to make everyday life for Aussies a little bit easier, so we're glad you can enjoy the benefits. At present we cannot advise when a loyalty scheme will be integrated into the app."", 'modified': '2018-04-24T00:40:54Z'}",Was handy kid back took min set car park worked fine Would nice connect velocity well though,positive,0.0,0.0,1.0,"car park, 2 kids, back, 5 mins, velocity"
217,2018-04-23 09:03:30,boydmf,False,Way too clumsy to set up,I had to give up it was just taking too long to set up a complex password,1,"{'id': 3232486, 'body': 'Hi there, BPme has been developed to make your life a little bit easier, but we still  want to ensure your personal details are safe and correct, which is why there are a few steps to registering for BPme.', 'modified': '2018-04-24T00:40:14Z'}",I give taking long set complex password,negative,0.82,0.17,0.01,complex password
218,2018-04-24 23:05:19,nic4brit,False,No Velocity connection,Cannot link your velocity no.,1,"{'id': 3319721, 'body': 'Hi there, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2018-05-02T00:42:51Z'}",Cannot link velocity,neutral,0.25,0.73,0.02,velocity
219,2018-04-25 01:21:27,cann234,False,Technical issues,Have tried to use the app twice at two different bp stations and it states that there are technical issues with the app and to try again-still hasn’t worked. Have uninstalled the app and the same thing happens.,1,"{'id': 3319734, 'body': ""Hi there, apologies for the experience you received. We've reached out to the stores to investigate further. While these stores don't currently have BPme enabled, we're adding more locations to the BPme network each week and hope to offer it here in the near future."", 'modified': '2018-05-02T00:45:54Z'}",Have tried use app twice two different bp station state technical issue app try againstill hasnt worked Have uninstalled app thing happens,negative,0.77,0.22,0.01,"two different bp stations, technical issues, same thing, app"
220,2018-04-25 10:23:34,ragewhale,False,OK. Needs velocity points.,Needs a way to link your velocity rewards points. If I pay througb the app way then I won't be getting velocity points unless I pay in store.,3,"{'id': 3319738, 'body': 'Hi there, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2018-05-02T00:46:26Z'}",Needs way link velocity reward point If I pay througb app way I wont getting velocity point unless I pay store,positive,0.08,0.39,0.53,"velocity rewards points, velocity points, way, througb, app, store"
221,2018-04-25 21:18:16,Zapped!!!!,True,Sorry something went wrong please try again,disappointing experience. un/reinstalled app. Reset password. All to no avail. This app needs a lot of work. Would give 0 stars if I could. To Developer:. That work might want to include ensuring logins to the app actually work?,1,"{'id': 3232479, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum and we’re exploring new innovation to bring to market this year.', 'modified': '2018-04-24T00:39:25Z'}",disappointing experience unreinstalled app Reset password All avail This app need lot work Would give star I could To Developer That work might want include ensuring logins app actually work,negative,0.91,0.08,0.01,"disappointing experience, password, avail, lot, work, 0 stars, Developer, logins"
222,2018-04-26 11:39:05,linhcao19921,False,Not so good,"Takes forever to load, first time using it , pumped the petrol in first then the employee then advised me that I need to open the app first before pumping petrol and he didn’t even offer to override it so I can pay by BPme. Delete !!!",1,"{'id': 3276209, 'body': 'Hi there, thank you for your feedback about what you experienced, it is not the customer service experience we aim for at our BP stations. If you could please provide more information such as the specific station, time and date of the transaction we will be able to pass it onto the relevant team to investigate further.', 'modified': '2018-04-27T02:11:21Z'}",Takes forever load first time using pumped petrol first employee advised I need open app first pumping petrol didnt even offer override I pay BPme Delete,negative,0.9,0.07,0.03,"Takes, petrol, employee, app, BPme"
223,2018-04-28 00:38:10,Sancho Alpaca,False,Useless without Velocity,"I think I’ll wait until all the nightmares described in the feedback have been dealt with. As many before me have already said, this app is of no use without Velocity integration and I’d also love to see multiple velocity account functionality as part of that.",1,"{'id': 3319749, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team.', 'modified': '2018-05-02T00:47:45Z'}",I think Ill wait nightmare described feedback dealt As many already said app use without Velocity integration Id also love see multiple velocity account functionality part,mixed,0.51,0.01,0.48,"multiple velocity account functionality, Velocity integration, nightmares, feedback, app, use, part"
224,2018-04-28 00:45:07,cabbo1978,False,Rubbish and slow,"Seriously, where are the interface instructions? Not obvious that you need to double confirm credit card details before it primes the pump (and confirm button is under the fold) so frustrating. Should save time but does not. So very slow.",1,"{'id': 3319750, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team.', 'modified': '2018-05-02T00:47:54Z'}",Seriously interface instruction Not obvious need double confirm credit card detail prime pump confirm button fold frustrating Should save time So slow,mixed,0.7,0.02,0.28,"credit card details, interface instructions, pump, button, fold, time"
225,2018-04-28 23:52:10,Olly76,False,Pointless,"No velocity. Need I say more. Arrived at station, opened app selected bowser had to wait for operator to unlock (Pointless) finished refueling returned nozzle, and drive off. Yet the screen was stuck in the fuel delivery in progress screen. Almost 30 later is when I got my email receipt or any notice that the payment went through. Stressing out the entire time in case the cops turn up to my house for stealing fuel. Not a pleasant experience. App deleted.",1,"{'id': 3319752, 'body': 'Hi Olly, thank you for your feedback which we have fed back to our developer team.', 'modified': '2018-05-02T00:48:21Z'}",No velocity Need I say Arrived station opened app selected bowser wait operator unlock Pointless finished refueling returned nozzle drive Yet screen stuck fuel delivery progress screen Almost later I got email receipt notice payment went Stressing entire time case cop turn house stealing fuel Not pleasant experience App deleted,mixed,0.8,0.07,0.13,"No velocity, email receipt, pleasant experience, fuel delivery, progress screen, station, app, bowser, operator, Pointless, refueling, nozzle, notice, payment, time, case, cops, house"
226,2018-04-29 06:02:01,Leahddujg,False,Unreliable,"I’ve used the app three times now, and of those times it’s only worked once. The only time it did work I had to go into the service station because the attendant didn’t do whatever he was supposed to on his end. The other two times the app was temporarily unavailable. So 3 out of 3 times I’ve had to get a sleeping newborn out of the car. I drive out of my way to get to the station, only for the app not to work. More of an inconvenience. Station was Whitebridge, NSW",1,"{'id': 3301783, 'body': 'Hi Leah, thank you for your feedback about what you experienced, it is not the customer service experience we aim for at our BP stations. Your feedback has also been forwarded to our Area Manager specific to that station for further investigation and to undertake any appropriate action.', 'modified': '2018-04-30T04:37:33Z'}",Ive used app three time time worked The time work I go service station attendant didnt whatever supposed end The two time app temporarily unavailable So time Ive get sleeping newborn car I drive way get station app work More inconvenience Station Whitebridge NSW,negative,0.89,0.1,0.01,"sleeping newborn, service station, app, times, attendant, car, way, inconvenience, Whitebridge, NSW, 3"
227,2018-04-30 10:34:29,paulxzxz,False,Waste of time,BP has a promotion with Amex but Amex is the only credit card that can not be added onto the app. waste of time,1,"{'id': 3319763, 'body': 'Hi Paul, thank you for your feedback which we have fed back to our developer team.', 'modified': '2018-05-02T00:49:20Z'}",BP promotion Amex Amex credit card added onto app waste time,negative,1.0,0.0,0.0,"credit card, BP, promotion, Amex, app, waste, time"
228,2018-04-30 11:45:10,iwonbigtime,False,Can’t even register,"Takes too long to register switching between app, email, browser & back to app. Did not even do a UX design which is a no no in today’s tech savvy users. Still waiting for the SMS to activate my account and have been waiting for 2 hours & gave up. Waste of time & space !",1,"{'id': 3319765, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team.', 'modified': '2018-05-02T00:49:31Z'}",Takes long register switching app email browser back app Did even UX design today tech savvy user Still waiting SMS activate account waiting hour gave Waste time space,negative,0.86,0.12,0.02,"UX design, savvy users, Takes, app, email, browser, today, tech, SMS, account, 2 hours, Waste, time, space"
229,2018-04-30 22:14:22,DFSkinny,False,Not recommended,Whenever I try and use the app there are ‘technical difficulties’. It’s literally never worked. Very frustrating when I’ve driven out of my way to find a BP.,1,"{'id': 3348482, 'body': 'Hi there, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum and we’re exploring new innovation to bring to market this year.', 'modified': '2018-05-04T00:52:21Z'}",Whenever I try use app technical difficulty Its literally never worked Very frustrating Ive driven way find BP,negative,0.97,0.03,0.0,"technical difficulties, app, way, BP"
230,2018-05-01 11:50:43,Dave 1256,False,Easy to make mistake,I made a mistake of filling it up before opening the app (I think it would be reasonable to assume that most people would fumble - would be nice to have an option to select to pay for already filled up station). Also the app freeze up a few times during use.,2,"{'id': 3348479, 'body': 'Hi Dave, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum and we’re exploring new innovation to bring to market this year.', 'modified': '2018-05-04T00:52:05Z'}",I made mistake filling opening app I think would reasonable assume people would fumble would nice option select pay already filled station Also app freeze time use,negative,0.96,0.04,0.0,"most people, mistake, app, option, station, times, use"
231,2018-05-07 04:47:28,Des07077,False,Can’t use velocity card,"App worked well, but still had to go in store to swipe velocity card to have the points registered, even though I paid with velocity!",3,,App worked well still go store swipe velocity card point registered even though I paid velocity,positive,0.34,0.01,0.65,"swipe velocity card, App, store, points"
232,2018-05-10 06:55:08,Scarecrow Sentinel,False,Add velocity,Any chance of adding velocity card to gain points at same time?,2,,Any chance adding velocity card gain point time,positive,0.06,0.11,0.83,"velocity card, same time, chance, points"
233,2018-05-11 10:56:15,Nessa544,False,Velocity points,"It would be great to link my velocity card to this payment method so I can earn points. Earning velocity points is one of the only reasons I use BP. Paying via this app, while a great idea, is not going to work for me until velocity is linked. The app has a good screenflow. Though it needs to be sped up quite a bit. Especially when you are at a busy servo.",3,,It would great link velocity card payment method I earn point Earning velocity point one reason I use BP Paying via app great idea going work velocity linked The app good screenflow Though need sped quite bit Especially busy servo,positive,0.11,0.0,0.89,"Earning velocity points, velocity card, payment method, great idea, good screenflow, busy servo, reasons, BP, app"
234,2018-05-11 11:54:20,Gavmoe,False,Can’t see the point,I have setup up the app but it doesn’t link to your velocity card so I will still have to go into store to pay. The only time I’ll use the app if it gives me discounted fuel.,2,,I setup app doesnt link velocity card I still go store pay The time Ill use app give discounted fuel,neutral,0.07,0.81,0.12,"velocity card, app, store, fuel"
235,2018-05-12 06:15:44,eellaw,False,Pointless app,Haven’t been compelled to write a review for an app till now. Long setup process with no instructions as to how it works. Had driven all the way to BP as part of an Amex offer. Tried to pay after I pumped to find out you had to unlock it first. Absolute waste of my time. Deleting.,1,,Havent compelled write review app till Long setup process instruction work Had driven way BP part Amex offer Tried pay I pumped find unlock first Absolute waste time Deleting,negative,0.77,0.2,0.03,"Long setup process, Amex offer, Absolute waste, review, app, instructions, way, BP, part, time, Deleting"
236,2018-05-13 01:46:24,Jindiana,False,MVP Mumbo jumbo. Heads need to roll,Not sure what the minimal product you were going for but clearly not very viable and almost unsafe to use. I used it once and scared to use because there was no time saved. More like wastes and he whole 20 min of anxiety waiting to receive some sort of confirmation that the payment was processed so I don’t have a police turning up at my door while constantly refreshing the app while driving. Yes. Very safe. The PO clearly missed the mark here. Not to mention the app not picking up the correct list of pumps and needing to force quit it to refresh the app. Go back and read what Minimum Valuable Product is and aim for that if you can’t update and introduce new features every scrum. Fire the PO and rehire someone who knows what they’re talking about. App deleted. You had your chance.,1,,Not sure minimal product going clearly viable almost unsafe use I used scared use time saved More like waste whole min anxiety waiting receive sort confirmation payment processed I dont police turning door constantly refreshing app driving Yes Very safe The PO clearly missed mark Not mention app picking correct list pump needing force quit refresh app Go back read Minimum Valuable Product aim cant update introduce new feature every scrum Fire PO rehire someone know theyre talking App deleted You chance,mixed,0.76,0.05,0.19,"Minimum Valuable Product, minimal product, correct list, new features, The PO, time, wastes, 20 min, anxiety, sort, confirmation, payment, police, door, app, mark, pumps, scrum, someone, chance"
237,2018-05-13 02:58:30,customer 987654321,False,"Super Slow app, and always stucked","Used 5 times, the time pay by app takes way longer than normal payment process! Including 3 times I have to walk in store checking out what’s happening!! Plus most recently, the confirmation page in store got stucked before we move ahead. Not sure which company developed the app, not sure how the testing tests got passed!! apparently huge performance improvement needs to be increased here!",2,,Used time time pay app take way longer normal payment process Including time I walk store checking whats happening Plus recently confirmation page store got stucked move ahead Not sure company developed app sure testing test got passed apparently huge performance improvement need increased,mixed,0.51,0.31,0.18,"huge performance improvement needs, normal payment process, confirmation page, testing tests, time, app, way, store, company"
238,2018-05-13 07:30:29,Superstiff__,False,Poor development,One of the worst apps I’ve ever used.,1,,One worst apps Ive ever used,negative,1.0,0.0,0.0,worst apps
239,2018-05-13 11:21:23,(Simon,False,Velocity,Don’t seem to be able to add velocity number to earn points when buying fuel thru the app,3,,Dont seem able add velocity number earn point buying fuel thru app,negative,0.62,0.37,0.01,"velocity number, points, fuel, app"
240,2018-05-14 05:08:46,Itchi67,False,Great app works great,"App worked quickly and very convenient, payment processed very quickly and was able to fill up and drive straight away.      The future is here 👍",5,,App worked quickly convenient payment processed quickly able fill drive straight away The future,positive,0.0,0.0,1.0,"App, payment, future"
241,2018-05-14 07:11:34,BP come on,False,A BP App but cannot use the BP card,Why can’t I use my BP fuel card through this App???,1,,Why cant I use BP fuel card App,neutral,0.14,0.77,0.09,"BP fuel card, App"
242,2018-05-14 23:36:27,stefcio007,False,Needs Velocity Support,"Re-downloaded this app to see if Velocity support was added. Still no support. Velocity is the only reason I fill up at BP because my local independent is sometimes up to 20c pL cheaper. Also, still no Wallet support for the velocity card, only card swipe. Even Woolworths supports the Wallet app for rewards.",1,,Redownloaded app see Velocity support added Still support Velocity reason I fill BP local independent sometimes c pL cheaper Also still Wallet support velocity card card swipe Even Woolworths support Wallet app reward,mixed,0.51,0.04,0.45,"local independent, card swipe, Even Woolworths, Wallet support, velocity card, Wallet app, Velocity support, reason, BP, 20c, rewards"
243,2018-05-15 20:21:46,Crash220393,False,No,I decided to download this app give it ago and once I had entered my card details I was automatically charged now I never read that it was going to charge me once my details where entered. I have now removed my card and account clearly trying to get more money.,1,,I decided download app give ago I entered card detail I automatically charged I never read going charge detail entered I removed card account clearly trying get money,negative,0.42,0.33,0.25,"card details, app, account, money"
244,2018-05-16 11:30:10,SharkminatorX,False,save time but no points,why wont u allow velocity to be linked?!!,1,,wont u allow velocity linked,neutral,0.22,0.74,0.04,velocity
245,2018-05-16 13:33:05,B Froy,False,No velocity points using app,Need to add a feature so you can earn velocity points as well,1,,Need add feature earn velocity point well,neutral,0.09,0.84,0.07,"velocity points, feature"
246,2018-05-16 17:15:45,Elwood Custom,False,No Velocity Points,App is fantastic and love it. However it needs to have velocity points associated with it. Being a regular BP customer I love my points. I want to use this app but can’t as I do t get my points and have to go in store to do this. Please somehow add the velocity membership to this app.,4,,App fantastic love However need velocity point associated Being regular BP customer I love point I want use app cant I get point go store Please somehow add velocity membership app,mixed,0.22,0.09,0.69,"regular BP customer, velocity membership, velocity points, App, store"
247,2018-05-16 22:23:35,Knuckle888,False,😳,"At the station I usually go to I mostly have issues with the app; I’m not sure if it’s because of where we live and if the connection is rubbish or if the staff in the servo actually have to do something, as in acknowledge me and unlock the pump or if it’s my version of the app. At a different location it worked quite well. Can someone tell me if it is just the staff at the local BP?",5,,At station I usually go I mostly issue app Im sure live connection rubbish staff servo actually something acknowledge unlock pump version app At different location worked quite well Can someone tell staff local BP,mixed,0.5,0.0,0.5,"different location, local BP, station, issues, app, connection, staff, servo, something, pump, version, someone"
248,2018-05-16 23:33:58,Jimmie81,False,Great idea,"First of all Fantastic idea, I have 4 kids, so not having to take them all out of the car to pay us great!!. However I like velocity points and for some reason it is not included in the BPme app!!. I dunno what everyone is going on about the sign up process, this fine. If the credit card is fine then the pump should unlock straight away and pay at the end automatically rather than wait for the guy in the shop to press a button. When the shop is busy I’m sitting in my car waiting longer than waiting in the que. sometimes I went in the shop which then I had to get my kids out of the car anyway. One time I paid in the shop and and on the app because he said it didn’t go through!. So velocity, auto payment, then a 5 Star and maybe they can bring me out a coffee 😉 ahaha. Jamie",5,,First Fantastic idea I kid take car pay u great However I like velocity point reason included BPme app I dunno everyone going sign process fine If credit card fine pump unlock straight away pay end automatically rather wait guy shop press button When shop busy Im sitting car waiting longer waiting que sometimes I went shop I get kid car anyway One time I paid shop app said didnt go So velocity auto payment Star maybe bring coffee ahaha Jamie,positive,0.18,0.05,0.77,"Fantastic idea, credit card, auto payment, velocity points, BPme app, 4 kids, reason, everyone, sign, process, pump, end, guy, shop, button, que, 5 Star, coffee, Jamie"
249,2018-05-17 05:56:52,jhgfyg,False,Great idea but Too slow,Love the idea but it’s way too slow. From tapping on the app to getting the option to select a pump can take a few minutes. Same with payment. Way too long. How did this pass non functional testing?!?,2,,Love idea way slow From tapping app getting option select pump take minute Same payment Way long How pas non functional testing,mixed,0.82,0.01,0.17,"non functional testing, idea, app, option, pump, minutes, Same, payment"
250,2018-05-17 06:19:30,Greggles17,False,No Velocity,Downloaded and registered but don’t ever use this app as it doesn’t enable you to earn Velocity frequent flyer points on your purchases.,1,,Downloaded registered dont ever use app doesnt enable earn Velocity frequent flyer point purchase,negative,0.97,0.03,0.0,"frequent flyer points, app, Velocity, purchases"
251,2018-05-17 23:15:05,Fix-it-pls,False,A long way to go,Tried the app to pay for my fuel. Setup takes way too long to complete. Anyhow. Tried to pay. And I filled prior to using the app not knowing you should use the app then fill. But attendant didn’t accept for 10 minutes... I even went in and lined up and could see the screen pop up with my request and hear the constant noise as I keep retrying my request. Then after all that drama. Turns out they don’t accept LPG fuels on it. Couldn’t find anywhere where it said that. And I don’t see why you can’t. $10 is $10 wether is log diesel or unleaded.,1,,Tried app pay fuel Setup take way long complete Anyhow Tried pay And I filled prior using app knowing use app fill But attendant didnt accept minute I even went lined could see screen pop request hear constant noise I keep retrying request Then drama Turns dont accept LPG fuel Couldnt find anywhere said And I dont see cant wether log diesel unleaded,negative,0.91,0.08,0.01,"constant noise, LPG fuels, app, Setup, attendant, 10 minutes, screen, request, drama"
252,2018-05-19 01:02:33,Jarrads5,False,Works but needs speeding up!,"The app works well and the gps function is very handy, but this app is very, very slow. It’s a good minute or longer loading before the OK is given to fuel. If that wait time could be reduced it would be near perfect.",3,,The app work well gps function handy app slow Its good minute longer loading OK given fuel If wait time could reduced would near perfect,mixed,0.33,0.01,0.66,"gps function, good minute, wait time, app, loading, OK, fuel"
253,2018-05-19 05:10:18,simonb64,False,Simonverydisappointed,This app is useless for LPG cars,1,,This app useless LPG car,negative,1.0,0.0,0.0,"LPG cars, app"
254,2018-05-20 10:20:22,ttk2209,False,Too slow and odd process,"Used it for a second time. Slow to load, but worst thing is the payment isn’t processed until the guy behind the counter presses a button. No other customers around so after waiting several minutes walked in and got the guy to press the button so I could leave. Good idea but badly executed",1,,Used second time Slow load worst thing payment isnt processed guy behind counter press button No customer around waiting several minute walked got guy press button I could leave Good idea badly executed,negative,1.0,0.0,0.0,"second time, worst thing, other customers, several minutes, Good idea, payment, guy, counter, button"
255,2018-05-21 11:40:59,Djrais,False,Doesn't work doesn't load,1/10,1,,,neutral,0.02,0.94,0.04,
256,2018-05-24 11:21:12,Fastlunch_1,False,Very poor app,This is a rubbish effort for such a big company. Its not ready for use. Fingerprint login is flaky. The password and passcode recognition is not working. The password and passcode reset is not working. The app is supposed to speed up the service station experience. It slows it down. I’ll never use it again. By the looks of the ratings you guys are getting im not the only one who thinks you should try another career apart from App development.,1,,This rubbish effort big company Its ready use Fingerprint login flaky The password passcode recognition working The password passcode reset working The app supposed speed service station experience It slows Ill never use By look rating guy getting im one think try another career apart App development,negative,0.81,0.18,0.01,"service station experience, rubbish effort, big company, Fingerprint login, passcode recognition, passcode reset, App development, use, password, looks, ratings, guys, one, career"
257,2018-05-25 02:01:35,Cogs85,False,Still no Velocity??,App works well. But there is still no Velocity capability in the app?? This has been missing for some time now.... Will stop using if it doesn’t become available soon,3,,App work well But still Velocity capability app This missing time Will stop using doesnt become available soon,mixed,0.49,0.01,0.5,"Velocity capability, App, time"
258,2018-05-25 03:18:56,Fiashco,False,Too long!,It really does take too long to process when wanting to fill up. Sometimes I’d rather go in and pay than wait!,3,,It really take long process wanting fill Sometimes Id rather go pay wait,neutral,0.1,0.89,0.01,
