,date,reviewId,userName,reviewCreatedVersion,content,thumbsUpCount,score,repliedAt,developerResponse,content_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
1338,2019-10-05 22:50:11,gp:AOqpTOFXR6N4SY7VF0Z_Usi1oHXgY9PL7ksIGAbTwAKNBE5zIPecaQ7iDzP0yfNv0ZwqjSDsdzCmA2GrJbdfwg,Perry Henneke,3.20.2,JUNK!! No savings no money from me. App takes way to long to use compared to just a swipe and a yes or no like rewards card. Now you have to go thru several steps.If you are like most people who pay at pump because you don't want to go inside and wait or waste time then this app is definitely not worth it. I even had it lock me out of my account when I linked my bank card to app. What a mess to clear up. Wouldn't recommend. $100 + per week customer but not anymore!!,88,1,2019-10-08 01:50:15,"Hi Perry, we're sorry to hear that! Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases.  Thanks, The BPme Team",JUNK No saving money App take way long use compared swipe yes like reward card Now go thru several stepsIf like people pay pump dont want go inside wait waste time app definitely worth I even lock account I linked bank card app What mess clear Wouldnt recommend per week customer anymore,negative,0.97,0.02,0.01,"rewards card, several steps, most people, bank card, JUNK, savings, money, App, way, swipe, pump, time, account, mess, week, customer"
1339,2019-10-05 22:55:25,gp:AOqpTOF8-gdooqkukQXWrRCjRNrNq1AOkv5CoE5t43sAIhRZUQQbYdSWSk_wg_nCUl4L9fSkeO-2EdluZCBSzw,G Hoo,3.20.2,"Congrats, you must have hired the same high school kid to upgrade your app that Exxon Mobil did. I stopped to buy gas and your app forces an update on me. Now I have to create a new account, while sitting at the gas pump, in order to buy gas. Who is the genius that came up with this idea, and from the reviews I read, the new app doesn't work either, just like Exxon Mobil's. Do I need to tell you who's gas stations I won't be buying from again?",1,1,2019-10-29 05:16:25,Hi G Hoo - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.Thanks BP,Congrats must hired high school kid upgrade app Exxon Mobil I stopped buy gas app force update Now I create new account sitting gas pump order buy gas Who genius came idea review I read new app doesnt work either like Exxon Mobils Do I need tell who gas station I wont buying,negative,0.88,0.04,0.08,"same high school kid, Exxon Mobil, new account, gas pump, gas stations, new app, Congrats, update, order, genius, idea, reviews"
1340,2019-10-05 23:03:23,gp:AOqpTOGFhrlF0inePJuqexW5oWr4_WJYNRgSYndbODGF4-M-tI9scZ8geG1LGiCuhucGKIe6bWzWRmbyvMjFeQ,Lolo,3.20.2,Love it .very convenient.,0,5,2019-10-08 01:50:48,"Hi Lolo, we're glad you're loving it as much as we do! Thanks, the BPme Team",Love convenient,positive,0.0,0.0,1.0,
1341,2019-10-05 23:08:57,gp:AOqpTOH4lXRPY_Ik7x-YNkYyqhr9m2sj9GHrI6_vbu8iI0V6C7i8SqR0L-jPhr2fO-aonI08rTMylec4-T3kkg,Mark K,3.20.2,"Can't use fleet cards, used to use fleet card and bp rewards card to fill up company van, then use rewards on personal vehicle. Useless to me now. Should say right out in the open that fleet cards are not excepted, now I need to delete my account and uninstall app. Had issues with old rewards program as well, was locked out of my account could never change my password. Funny how the website makes everything seem so great when old and new program really suck!",13,1,2019-10-29 05:17:51,Hi m k - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. Thanks BP,Cant use fleet card used use fleet card bp reward card fill company van use reward personal vehicle Useless Should say right open fleet card excepted I need delete account uninstall app Had issue old reward program well locked account could never change password Funny website make everything seem great old new program really suck,mixed,0.47,0.13,0.4,"bp rewards card, old rewards program, fleet card, new program, company van, personal vehicle, open, account, app, issues, password, website, everything"
1342,2019-10-05 23:28:00,gp:AOqpTOE1oC4-4ZwzC2cw-wFKEtRaJymNOEZB1FDH68m7cm-6U-Eol_W8Xern9Mc0hotZ2sY_EOvZcE2RGBe1QQ,Jami Henneke,,Don't waste your time on this app. I pay at the pump cause I don't want to spend precious time waiting inside to prepay then go back in to get change. Takes longer to use app then to pay inside. This app sucks. I'm deleting the app. Will buy my gas at other stations that are cheaper than BP and get my savings up front. You lost me and my family as loyal customers. DON'T DOWNLOAD THE APP IS MY RECOMMENDATION!!,2,1,2019-10-08 02:57:33,"Hello Jami,  thanks for your review. We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved. In the meantime, we apologize for the inconvenience. - The BPme team",Dont waste time app I pay pump cause I dont want spend precious time waiting inside prepay go back get change Takes longer use app pay inside This app suck Im deleting app Will buy gas station cheaper BP get saving front You lost family loyal customer DONT DOWNLOAD THE APP IS MY RECOMMENDATION,mixed,0.71,0.09,0.2,"other stations, loyal customers, T DOWNLOAD, MY RECOMMENDATION, precious time, app, pump, change, Takes, gas, BP, savings, family, DON"
1343,2019-10-06 00:12:33,gp:AOqpTOGG0bhU3tMFkYlgP0UfYoz_Ao-GzWeLF_jRojCsWALMKPEsHlp67ThnCmA5k8l8hMvUR8R0SR15aK4u3w,Dushan Williams.,,Complete TRASH APP!..it Barely works when needed the most.,0,1,2019-10-08 01:04:44,"Hi, is it working with the latest update? If not and you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025. Thanks, The BPme Team",Complete TRASH APPit Barely work needed,negative,1.0,0.0,0.0,Complete TRASH APP
1344,2019-10-06 00:16:18,gp:AOqpTOHT14itRJs3wWQrQwwUds_81JA6FXgGltw69cl07yWc0eWjpoN8KHq49tZ_Hrol0lZqS9_9sjvZV17jWA,Phillip Wilson,3.20.2,Forgot password retrieval takes to long to send. Especially since I'm sitting at the station ready to get gas. All my other apps send it as soon as i request it. About ready to delete you BP!,1,1,2019-10-08 01:04:32,"Hi Phillip, Thanks for your review. Sorry to hear you are having trouble getting your password reset! If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",Forgot password retrieval take long send Especially since Im sitting station ready get gas All apps send soon request About ready delete BP,negative,0.61,0.35,0.04,"Forgot password retrieval, other apps, station, gas, BP"
1345,2019-10-06 00:25:47,gp:AOqpTOHukQhB7fTI9PCAplLlliLSWRcN2ZAlL0oiTOPtvKS3ogSKP7zlKhvR4RP-ATmHttFaKGNrx5fzusd_iw,Marjorie Dieudonne,3.20.2,Great app and safe to use,0,5,2019-10-08 01:04:06,"Hi Marjorie, tell your friends! We think it's pretty awesome too. Thanks, the BPme Team",Great app safe use,positive,0.0,0.0,1.0,Great app
1346,2019-10-06 00:55:59,gp:AOqpTOGYpJOnVuJqRWaNDRmYr3LHYtb2glgweiOlgdIr645-pmdjIf1LrgVOQbu-22BcYQl3AVA0N5OXlt2QSQ,T. Ray,3.20.2,"It was great except I still had to go inside the store for a receipt which defeated the convenice factor. This was my 1st time using the app, so it may have been user error",0,4,2019-10-08 01:03:47,"Hi T. Ray, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, BP",It great except I still go inside store receipt defeated convenice factor This st time using app may user error,mixed,0.7,0.0,0.3,"convenice factor, 1st time, user error, store, receipt, app"
1347,2019-10-06 01:20:57,gp:AOqpTOHqYQX3yM4ZqyjOoVRM3QXObXCPK-6_iHtn-e4P2EDS1GIo5ugI_1GCg06sv4Sx7HaCMYmcTDRLj05zig,Nathan Radel,3.20.2,"Account did not transfer over. Had to create a new account. Besides that, it's pretty good app",1,4,2019-10-08 01:03:20,"Hi Nathan, we've had others report the same thing. We apologize for the inconvenience. Thanks for taking the time to leave a review. We are happy to hear it's working otherwise! Thanks, The BPme Team",Account transfer Had create new account Besides pretty good app,mixed,0.46,0.04,0.5,"good app, new account"
1348,2019-10-06 04:16:07,gp:AOqpTOE1iyRZwPpdEz-WXihkLvKzP-9qLnmiLF2z4S2LGEhyOz1UCr4iTIxwVkcfMLvqoMe5wG0lK8OEyvpL5g,Lee Ostwinkle,3.20.2,Use gas buddy instead. You will save more...,0,1,2019-10-29 05:18:54,Hi Lee - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. Thanks BP,Use gas buddy instead You save,positive,0.0,0.0,1.0,gas buddy
1349,2019-10-06 05:57:46,gp:AOqpTOEIy-0HXUI-ncJEajy4bkvKbvMA-0uOKubX3OfqRuiQ17pwdI8GTA71YYGPMhHQLsCMA75xw0gXMSLR3Q,Michelle Ginther,,"I can't get the app to save my account info, unless I stay logged in for ever? I've tried everything including emailing for assistance. Other stations are cheaper if I can't get the reward. Ever hear the saying, if it's not broke don't fix it? You should have left the program alone.",0,1,2019-10-08 01:02:37,"Hi Michelle, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",I cant get app save account info unless I stay logged ever Ive tried everything including emailing assistance Other station cheaper I cant get reward Ever hear saying broke dont fix You left program alone,negative,0.85,0.01,0.14,"account info, Other stations, app, everything, assistance, reward, saying, program"
1350,2019-10-06 06:53:03,gp:AOqpTOESHrgvYbgAknk3oN4YgrgJvfRpO0_esCgKghvxdA_qndzYNskTYXgioRr08CSR1wwhNcKBCD7foHQasA,Anthony Barile,3.20.2,Great app. Quick service.,0,5,2019-10-08 01:02:04,"Hi Anthony, we're glad you think so! Thanks for the review. -The BPme Team",Great app Quick service,positive,0.01,0.07,0.92,"Great app, Quick service"
1351,2019-10-06 07:16:25,gp:AOqpTOEDQS9xC-oe1qVdCK1Zzm4mRApbevdVCh2Ye9RzYiOh9X5OQ9HJkJkUNFDa_28M57olc-zVDzzJl_nNeA,Karl Van Houten,3.11.0,Hope this version works better than the old one.. .,0,5,2019-10-08 01:01:48,"Hi Karl, we hope so too! Let us know. Thanks, the BPme Team",Hope version work better old one,positive,0.0,0.0,1.0,"version, old"
1352,2019-10-06 09:15:00,gp:AOqpTOGwMAk7O1KsY3htGepHjNaN7ju0TmurIDs16HqctRUgTQnE1cCgle2eMkJD5ExXTxJDRMr7WK4FyHiR6g,Dionne Weishoff,,App updated and now I have to re-sign up. Super frustrated. Liked it better with my card or plugging in my phone number at the pump,0,1,2019-10-08 01:01:35,"Hi Dionne, we apologize for the inconvenience. Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. -The BPme Team",App updated I resign Super frustrated Liked better card plugging phone number pump,mixed,0.5,0.0,0.5,"phone number, App, card, pump"
1353,2019-10-06 14:38:25,gp:AOqpTOEBsJEB0TuZBZdFn6AvaE48Qk3hh6zQoOFGYEMIiVjlAR1an0D2cOf8zJR_pS5sCmxMgxJmpQ8BUzBJDQ,Tyrant Oso YT,3.20.2,Doesn't want to let me add my credit card at all! Very disappointed. Also I added my PayPal and when I went to go use it at the pump today it said the system was having technical issues. Please fix!,1,1,2019-10-08 01:01:14,"Hi Dark, we are sorry you are having an issue with getting your card added.  If you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025.  Let’s see if we can get this resolved and get you back to fueling with BPme.  Thanks, The BPme Team",Doesnt want let add credit card Very disappointed Also I added PayPal I went go use pump today said system technical issue Please fix,mixed,0.61,0.21,0.18,"credit card, technical issues, PayPal, pump, system"
1354,2019-10-06 15:29:53,gp:AOqpTOEKwVi6HH0CAf8CEi_qeaY1bjzGi5zStsUv515hd3BfrEmdmzU29HJ1QHcEH_qqhPfB3bFrIkGP5dNoMg,Robbie Noon,3.20.2,Everyday I buy around $300 worth of fuel from my local BP truck stop. The app dosent give me the option to pay at the pump. I go inside and the clerk has no idea how to run my transaction through the app. I guess I'll give pilot or speedway my business,0,1,2019-10-08 01:00:49,"Hi Robbie, Sorry you're having issues. Please drop our team a line at https://www.mybpstation.com/contact-us and they'll be able to help. Thanks, The BPme Team",Everyday I buy around worth fuel local BP truck stop The app dosent give option pay pump I go inside clerk idea run transaction app I guess Ill give pilot speedway business,positive,0.02,0.39,0.59,"local BP truck stop, app dosent, $300 worth, fuel, option, pump, clerk, idea, transaction, pilot, speedway, business"
1355,2019-10-06 19:32:45,gp:AOqpTOGwEWgUjleFFgaleS4SHOt09rAkxHSKu2IbDPVM3gO_7Lt2LB89gZ9M9W_xmcNT0enhfY57KX1VB35eqw,Peter Garcia,3.20.2,"I had setup a account, verified my email. Entered credentials. App shows: logging in. Then error message appears: ""INVALID ANSWER, PLEASE TRY AGAIN."" I give up. Please fix app... I am considering not buying BP Gas due to this app. I've noticed the rating has dropped.",0,1,2019-10-08 01:00:29,"Hi Peter, we apologize for the frustration. We've had other reports of the same issue. If you could please contact us at 877-852-3025, we'd be happy to help you through. Thanks, the BPme Team",I setup account verified email Entered credential App show logging Then error message appears INVALID ANSWER PLEASE TRY AGAIN I give Please fix app I considering buying BP Gas due app Ive noticed rating dropped,negative,0.85,0.14,0.01,"PLEASE TRY AGAIN, error message, INVALID ANSWER, BP Gas, App shows, account, email, credentials, rating"
1356,2019-10-06 21:52:48,gp:AOqpTOFnIZzbIYPtNjY4FyhXN8XbpAljsWfPwDMjc3PYGl4sJhfPdUbaYhyPOcu7d-AHCj2E7KRwOzoQBjh3LQ,David Maney II,3.20.3,Cant log in. Uninstalled and reinstalled several times. Login screen just blank fore. Please nring card back. Apps dont make everyting easier.,0,1,2019-10-08 00:59:32,"Hi David, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",Cant log Uninstalled reinstalled several time Login screen blank fore Please nring card back Apps dont make everyting easier,negative,0.9,0.08,0.02,"Login screen, blank fore, Cant, card, Apps"
1357,2019-10-06 22:17:27,gp:AOqpTOFow9SM1Pvf5buDtkM47rOB8J062egSvWpEZIl-ztU3ui2HYV9ndZoNJH0S5toRUWof7FUWNEMtdncawQ,Dink,3.20.3,"Never was told if the card you have works or not, doesn't show gas prices and wasn't very well explained how it works to use your points, dont like the fact you have to put your card info on your device. Good idea but not so good idea",0,2,2019-10-08 00:59:07,"Hi Mike, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, BPme Team",Never told card work doesnt show gas price wasnt well explained work use point dont like fact put card info device Good idea good idea,negative,0.98,0.0,0.02,"gas prices, Good idea, card info, points, fact, device"
1358,2019-10-06 22:29:36,gp:AOqpTOGzkfK0urxQojokD0eY863dn7fXegkJjKldjWlSlp8IAxL9BkT2I1zhQh2ZJXLeGWo5P9_jo46-wqMwhA,Carol Penna,,Can't set password or even complete a review!,0,1,2019-10-08 00:58:39,"Hi Carol, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",Cant set password even complete review,negative,0.82,0.17,0.01,"password, review"
1359,2019-10-06 22:30:23,gp:AOqpTOEAqnaucHssIXXNMM58_tCgebxUUHJ11G0ugZCifN4y3oECyJ9Ww3aWOj_GL_vvQKkxBrWLIB3ZDTNlGg,Ronald Davis,3.11.0,Great rewards!!!,0,5,2019-10-08 00:56:36,"Hi Ronald, We're glad you love it as much as we do. Thanks, The BPme Team",Great reward,positive,0.0,0.0,1.0,Great rewards
1360,2019-10-06 23:16:58,gp:AOqpTOEjHdkzPcdom0StEc0bLkZ3oHfoZX6PzxbLCyXYgOf_dMNTQ11gOVNqZM0AP8VZHdhm_93qlxLub6ms3w,Peter Rosch,3.20.3,I am unable to add my visa debit card as a form of payment. It only accepts my credit card. Unknown why because my debit card works at the pump.,0,1,2019-10-08 00:56:16,"Hi Peter, we're sorry you're having issues getting your credit card added. If you can please get in touch with us at https://www.mybpstation.com/contact-us or call 1-877-852-3025, we would be happy to help you get you back to fueling with BPme.  Thanks, The BPme Team",I unable add visa debit card form payment It accepts credit card Unknown debit card work pump,neutral,0.27,0.71,0.02,"visa debit card, credit card, form, payment, pump"
1361,2019-10-06 23:36:40,gp:AOqpTOGnwEVipdt4BC4nNaRExK4Op4FlhWQW7W5tfYnEoBhS39DvEX58nI_XFKHfA5AhY9tpKC6Ieu6RIMNwew,Donnell Forcey,3.20.2,fast service,2,5,2019-10-08 00:54:27,"Hi Donnell, great! We're glad to hear it. Thanks for the review. -The BPme Team",fast service,positive,0.01,0.1,0.89,fast service
1362,2019-10-06 23:49:13,gp:AOqpTOG_8A7h5tAyMCD8zm0Btmhgg8CaTv_1fJM9lreIrYP6bZMEz7xAKEqtOjg3rB2R8jLBKQt0vv2srapexQ,Sapphire Beatty,3.20.2,I don't understand how this is going to work for people who use cash. If at the gas station they charge you 10 more sense for using a credit card and you give me that $0.05 off of that $0.10 I'm still paying additional $0.05 to use my card when I've been using cash for years I don't see how this is going to work for people that use cash and not credit cards. I think this is a setup. why do the app needs to know your location. That's what I have my GPS for.,0,1,2019-10-08 00:54:04,"Hi Sapphire, Thank you for taking time to leave feedback.  We hear your frustration and are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, the BPme Team",I dont understand going work people use cash If gas station charge sense using credit card give Im still paying additional use card Ive using cash year I dont see going work people use cash credit card I think setup app need know location Thats I GPS,negative,0.74,0.24,0.02,"gas station, credit cards, people, cash, sense, years, setup, app, location, GPS, 10"
1363,2019-10-07 00:03:17,gp:AOqpTOHOSB48nllScLsLu0_OJ6ANnYPru9nJW1JdEfIbwLH2-cTfmSZTxOJtr89liKyQS_LkQ5s_JLpNGP08Ig,Alfred P. Bevilacqua,3.20.3,Is anyone else having an issue adding a payment method?,1,4,2019-10-08 00:52:46,"Hi Alfred, thanks for the review. We have had other reports of the same issue. If you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025.  Let’s see if we can get this resolved and get you back to fueling with BPme.  Thanks, The BPme Team",Is anyone else issue adding payment method,neutral,0.38,0.58,0.04,"payment method, issue"
1364,2019-10-07 00:05:42,gp:AOqpTOETWZTWN9TYgPP3LmqEypsNrdTUBbbB2bJ8p2wAGICOp_ixtazuOkjfI0JSJ9-N98mgx29Lb_J1nVCPfA,Sam Zenthoefer,3.20.3,"Password reaet, why when I am trying to do my password reset via phone number the only county listed is India?",0,2,2019-10-08 00:52:23,"Hi Sam, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",Password reaet I trying password reset via phone number county listed India,neutral,0.23,0.75,0.02,"phone number, password reset, county, India"
1365,2019-10-07 00:19:26,gp:AOqpTOGi-EIfQMkR53glDzHACnJ2qpnfW28GOWIvZW1n93GIg2D7T6HgEm6lww-Gnx320hVoWqdVAOsuO-mdPw,Leonard L. Scott Jr,3.20.3,"I'm having trouble logging in. Tried my password. Didn't work! Tried to send an SMS message. But, you only have Italian international area code! Why is that??? You need to update this app A.S.A.P. Plus, you were supposed to send me an email to reset my password. Never received it!",0,2,2019-10-08 00:51:54,"Hi Leonard, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",Im trouble logging Tried password Didnt work Tried send SMS message But Italian international area code Why You need update app ASAP Plus supposed send email reset password Never received,negative,0.99,0.01,0.0,"Italian international area code, A.S.A.P., SMS message, trouble, password, app, email"
1366,2019-10-07 00:41:30,gp:AOqpTOGM_nIwMYW2oPpMRK5fUFc4h3H0rVqqFna-Stma5rXe2F4rKAucjW6Kvrp5-dMKAL2SY8HArInsuGAi_w,nicholas rubbo,3.20.3,Very good,0,5,2019-10-08 00:50:56,"Hi Nicholas, we're glad you think so! Thanks for taking the time to leave a review. -The BPme Team",Very good,positive,0.0,0.0,1.0,
1367,2019-10-07 00:51:24,gp:AOqpTOGRe4_6wiGYg5dabub22U4JaaWpL__6VbXDeB3wsVrxO-aoXUAC6REeSgdT1Jt2lCCY_ja3Ewyn7Gb0tg,Lisa Wondra,3.20.2,"App sucks, I have tried to log in and have done so only once. Constant problems logging in. Can't reset password because don't get the reset email. The payment card requirement sucks because I usually pay cash. The whole program and how to earn points isn't clear. Plus, did BP think this program thru and how many people don't have a smartphone but were using the card? Not sure how much I'll be going to BP in future when there are at least 4 other companies who still have cards along with apps.",12,1,2019-10-29 05:23:24,"Hi Lisa - Thanks for providing feedback. We're sorry you are unhappy with the new program. If you'd like to receive fuel discounts, you can join our SMS offers program. We'll distribute weekly promotional codes for fuel discounts along w/ any payment method you want. To join, text REWARDS to 38831, and reply Y to be signed up for offers. Thanks BP",App suck I tried log done Constant problem logging Cant reset password dont get reset email The payment card requirement suck I usually pay cash The whole program earn point isnt clear Plus BP think program thru many people dont smartphone using card Not sure much Ill going BP future least company still card along apps,negative,0.9,0.09,0.01,"payment card requirement, App sucks, Constant problems, reset email, many people, 4 other companies, password, cash, program, points, BP, smartphone, future, cards, apps"
1368,2019-10-07 01:35:01,gp:AOqpTOGnf5XacHY8Lakyz9prjOQtyBHkSAzV_rX1dIY-VyUlCrYD244alcJAn-wibbjrl1eYa1RemE80TrWRPA,Charles Franklin Jr,3.20.2,I get premium everytime and I get the same reward as someone who pays less per gallon? Pretty sure this rewards program isn't worth the hassle anymore. Bring back the old rewards program.,2,1,2019-10-08 00:50:33,"Hi Charles, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. -the BPme Team",I get premium everytime I get reward someone pay le per gallon Pretty sure reward program isnt worth hassle anymore Bring back old reward program,mixed,0.34,0.03,0.63,"old rewards program, same reward, premium, someone, gallon, hassle"
1369,2019-10-07 02:08:49,gp:AOqpTOFCOu3ex9iQt65F5XOd3undiCzHn83Rlbf-3-lFT7wJrL17OvEfz7hMtJ8FG7PpjTdOoHpUPYC3rTa0CQ,Andre Roberts,3.20.3,Why do I have to pay with a credit card/debit card? If your a person that uses cash like 90% of Americans you know longer can get BP rewards. I like the old system just swip my card and my points added up. They don't even have a card/bar code for you to scan anymore 🤦🏽‍♂️,0,1,2019-10-08 00:50:05,"Hi Andre, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, the BPme Team",Why I pay credit carddebit card If person us cash like Americans know longer get BP reward I like old system swip card point added They dont even cardbar code scan anymore,positive,0.02,0.03,0.95,"credit card/debit card, BP rewards, old system, card/bar code, person, cash, Americans, points"
1370,2019-10-07 02:14:15,gp:AOqpTOEwjFIkumaeXDOm5Wo3JiY5FfTk1CaAz-kmGxLdVdPUFhCgtl2cd1YKc0T7G2QCh29h972t0O3RN5tyWA,K Book313,3.20.2,Change back to old bp rewards now app sucks. Needs a pay with cash option,4,1,2019-10-08 00:49:40,"Hi K, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. -The BPme Team",Change back old bp reward app suck Needs pay cash option,negative,1.0,0.0,0.0,"old bp rewards, cash option, Change, app, pay"
1371,2019-10-07 02:18:59,gp:AOqpTOEyGK5LQf6r35v4PNXEV4pN9ECIFueE0VCnma2R75oLJnwqJXmwu3NK6cLMBtlRuEY5nLMNUUjmglcD9w,Queen Tatie 09,3.11.0,Never works,0,1,2019-10-08 00:49:23,"Hi Queen, Sorry you're having issues. Please drop our team a line at https://www.mybpstation.com/contact-us and they'll be able to help. Thanks, The BPme Team",Never work,negative,0.98,0.02,0.0,
1372,2019-10-07 02:43:20,gp:AOqpTOERjnYwz_oSoTWDxl3UyFU73EF73z8NxYP86eXNhtFpQS00zsNSFv12ajEuYYIV-hsvL7j5EErVprTiew,Ashley S,3.20.2,Cant even log in! It just loads and loads and loads and nothing. No it's not my internet either bc I switched wifi and data and tried others with no luck. Cant review something that doesnt work. Get it fixed and I may fix my review 😤👎,1,1,2019-10-08 00:49:04,"Hi Ashley, hanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience! If you wish to speak with someone, give us a call 1-877-852-3025.  – The BPme Team",Cant even log It load load load nothing No internet either bc I switched wifi data tried others luck Cant review something doesnt work Get fixed I may fix review,mixed,0.71,0.04,0.25,"Cant, loads, internet, wifi, data, others, luck, something, review"
1373,2019-10-07 02:52:42,gp:AOqpTOFtggj06620uMIjwMhn_ohhs--Q9hav38bx2eDpfTFiC8fpp1yQwjCnLr1vdNJUnU0pBfzGsvyZcE3aig,Ms. Malone,3.20.3,"Can't add any type of payment method, which renders the app useless. Everything was fine with the old program. Can't get a response from customer service.",2,1,2019-10-08 00:48:38,"Hi Ms. Malone, we are sorry you are having an issue with adding your card and getting ahold of us.  If you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025.  Let’s see if we can get this resolved and get you back to fueling with BPme.  Thanks, The BPme Team",Cant add type payment method render app useless Everything fine old program Cant get response customer service,mixed,0.67,0.0,0.33,"payment method, old program, customer service, type, app, Everything, response"
1374,2019-10-07 03:31:34,gp:AOqpTOHlF7QgqTehHzZ0cIKsh3gJDYLlBvkAXnmQ_b2Qz2FQabau1EnPIxibVpdhnnFvkokcwazOhsDdzCs4FQ,C & D Lambert,3.20.2,WOW!!!!,0,5,2019-10-08 00:46:59,"Hi C & D, thanks for your review! You're the best. -the BPme Team",WOW,positive,0.0,0.0,1.0,WOW
1375,2019-10-07 03:46:36,gp:AOqpTOEBNwIBHyRi2bCphMNrGOVucgDteIDU2_ZpjVM_-5tC_xpLyf9b8mMseIi3EyhmqEN4MbjbmuakiXhQ4g,Bin Yang,3.20.2,"Cannot login, it locked up and loops",1,1,2019-10-08 00:46:03,"Hi Bin, thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience. If you wish to speak with someone, give us a call 1-877-852-3025.   – The BPme Team",Cannot login locked loop,negative,0.95,0.04,0.01,
1376,2019-10-07 03:51:17,gp:AOqpTOF6tSykTc9ERVBvDjSTLoafgvHixPy9CEkZl3nvaAesFRPdAAs32O4H1zBg66HbH-WCF-pvyw3QAL_5JA,S Winner,3.20.3,The new update sucks and I had to create a new account. BP dropped the ball on this update.,1,1,2019-10-08 00:45:43,"Hi S Russell, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",The new update suck I create new account BP dropped ball update,negative,1.0,0.0,0.0,"new account, new update, BP, ball"
1377,2019-10-07 05:07:06,gp:AOqpTOGkMAc4AVL7jxI58r4xyiTNzgva56PrpWgHvHEykRX-fibNGO0McufHlaQtkHIU32u8rg1HqhpR3JFoBg,Nikki Arkliss,3.20.3,"Horrible was at the gas station unable to login had to register again still unable to log into the app it just spins and then opens to a blank screen, however the app keeps sending me emails to verify myself...How if the app doesn't work. Please bring back the old app. This one is completely useless.",3,1,2019-10-08 00:45:23,"Hello Nikki, thanks for your review. We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved. In the meantime, we apologize for the inconvenience. - The BPme team",Horrible gas station unable login register still unable log app spin open blank screen however app keep sending email verify myselfHow app doesnt work Please bring back old app This one completely useless,negative,1.0,0.0,0.0,"gas station, blank screen, old app, Horrible, emails"
1378,2019-10-07 05:11:41,gp:AOqpTOHUpNJZGaH2ZdNA94gYylD_fdz4yWSvILjle7W7aXb_ghdUuZZ_02RQDQfnmAZdn-35SzM-cRS9IhhZaw,Alan Kruck,3.20.2,app is a disaster can't login it sends me an email saying to enter this code but there's nowhere to enter the code worthless piece of junk don't bother had to drive 45 minutes home to get my wallet that I forgot and thought I could buy gas with my app nope app doesn't work,1,1,2019-10-08 00:45:05,"Hi Alan, we are so sorry to hear about your experience with the app!  If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team",app disaster cant login sends email saying enter code there nowhere enter code worthless piece junk dont bother drive minute home get wallet I forgot thought I could buy gas app nope app doesnt work,negative,0.81,0.19,0.0,"code worthless piece, app nope app, disaster, email, junk, 45 minutes, wallet, gas"
