,date,userName,isEdited,title,review,rating,developerResponse,review_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score
53,2020-03-12 14:23:20,Infinity_61,False,Not working,"Nice try but technically far from fine. A lot of problems with tank release, and transactions. Several times amounts are written off but no fuel. Then very long on hold at customer service. I deleted my account and the app again.",1,"{'id': 14289105, 'body': 'Beste Infinity_61, wil je contact opnemen met consumentenservice@bp.com, zodat we je verder kunnen helpen?', 'modified': '2020-03-27T14:20:59Z'}",Nice try technically far fine A lot problem tank release transaction Several time amount written fuel Then long hold customer service I deleted account app,mixed,0.57,0.17,0.26
54,2020-03-12 16:51:12,Dick Trofniets,False,It's finally working,"After a month of trial and error, the App finally works! Already succeeded 2 times in a row with iDeal!",5,"{'id': 14289085, 'body': 'Dank voor je bericht, fijn om te horen dat het gelukt is Dick!', 'modified': '2020-03-27T14:19:46Z'}",After month trial error App finally work Already succeeded time row iDeal,negative,0.83,0.11,0.06
55,2020-03-13 10:04:20,Jackie Oooh,False,Great handy,"I always use this app now. Refuel and get back on the road soon. Automatic point scoring, ideally just. Top this app!",5,"{'id': 14289037, 'body': 'Fijn om te horen Jackie Oooh!', 'modified': '2020-03-27T14:17:27Z'}",I always use app Refuel get back road soon Automatic point scoring ideally Top app,positive,0.02,0.15,0.83
56,2020-03-18 08:00:56,MKL013,False,0 star scam,"€50 entered for refuelling... You guessed it was a mistake. Had to go into the shop to pay... 3x €50,- road",1,"{'id': 14288698, 'body': 'Beste MKL013, wil je contact opnemen met consumentenservice@bp.com zodat we je verder kunnen helpen?', 'modified': '2020-03-27T14:02:53Z'}",entered refuelling You guessed mistake Had go shop pay x road,negative,0.8,0.16,0.04
57,2020-03-20 09:40:05,jumirojunior,False,Already having trouble installing app?!,"Want to install the app which works somewhat.. after that, I can't enter my password because I couldn't enter it anywhere. After I tried a reset up to 6 times (!) to enter a new password, the app leads me back to the beginning where I come back to the reset!! Very annoying! In short, from the cabinet to the wall! I'm calling and they're not answering!  I've been on the phone for 10 minutes now! Eventually hung up and used my work email so I can finally use the app.. now indicates the app: App launcher: you don't have access to any apps. 😱😱😱🤦🏾 ♂️🤦🏾 ♂️🤦🏾 ♂️🤦🏾 ♂️ what the hell is this!? Never mind BP! Too much headache.. Walk in or Pin at the pump! #leukmaarnietheus",1,"{'id': 14289025, 'body': 'Wat vervelend dat het niet lukte om BPme te installeren. We hopen dat je het toch nogmaals wilt proberen, we voeren continu verbeteringen door. Je kunt ook contact opnemen met consumentenservice@bp.com zodat we je verder kunnen helpen.', 'modified': '2020-03-27T14:16:24Z'}",Want install app work somewhat I cant enter password I couldnt enter anywhere After I tried reset time enter new password app lead back beginning I come back reset Very annoying In short cabinet wall Im calling theyre answering Ive phone minute Eventually hung used work email I finally use app indicates app App launcher dont access apps hell Never mind BP Too much headache Walk Pin pump leukmaarnietheus,mixed,0.8,0.09,0.11
58,2020-03-23 12:47:42,Sukkelszz,False,Doesn't work for a meter,All went well a few times and all more often double pay and can't refuel and drove to other pump,2,"{'id': 14288768, 'body': 'Beste Sukkelszz, wil je contact opnemen met consumentenservice@bp.com zodat we je verder kunnen helpen?', 'modified': '2020-03-27T14:05:15Z'}",All went well time often double pay cant refuel drove pump,negative,0.7,0.02,0.28
59,2020-03-29 22:14:24,Pinoow78,False,finally!,"After a number of startup problems, the app now works fine. The easiest and fastest way to work is to link your credit card or your BP Routex card to the app. Paying via iDeal costs a little more action and therefore time. Freebees are credited, invoice in your mailbox. top!",5,"{'id': 14490968, 'body': 'Fijn om te horen Pinoow78!', 'modified': '2020-04-06T13:48:07Z'}",After number startup problem app work fine The easiest fastest way work link credit card BP Routex card app Paying via iDeal cost little action therefore time Freebees credited invoice mailbox top,mixed,0.3,0.14,0.56
60,2020-03-29 22:19:39,Butt.F,False,Handy app,"Good app from BP!. Unfortunately, not all BP's work yet, but I'm sure that'll be fine 👍🏽",5,"{'id': 14361999, 'body': 'Dank voor je compliment Butt.F, fijn om te horen. En we werken inderdaad hard aan de uitrol over ons volledige netwerk!', 'modified': '2020-03-31T12:17:18Z'}",Good app BP Unfortunately BPs work yet Im sure thatll fine,mixed,0.49,0.0,0.51
61,2020-03-30 04:50:48,Jethro Groenescheij,False,Marig,"App works fine with the BP fuel card. But if you want to refuel with a debit card from the bank linked, it has not gone well once. For business, I use the App. Private no more. Very unfortunate.",4,"{'id': 14432369, 'body': 'Beste Marig, in de nieuwste versie van BPme hebben we enkele bugs verholpen. Wil je  binnenkort nog eens tanken via BPme met je privé betaalpas? Je kunt ook contact opnemen via consumentenservice@bp.com, zodat we je verder kunnen helpen.', 'modified': '2020-04-03T09:12:14Z'}",App work fine BP fuel card But want refuel debit card bank linked gone well For business I use App Private Very unfortunate,mixed,0.66,0.02,0.32
62,2020-04-09 06:31:32,Gesinsu,False,Not for me,"With ideal payment takes a long time, paying in advance, now wait 10 days for a refund that belongs within 1 working day. The call was an error and is made manually but has to go after it yourself. Want to use app once more yesterday for the last free freebees but malfunction. I'll be faster when I pay in the store. The app seems to be especially developed for the credit card holders. In short, nothing for me. Yesterday also indicated at the service, who got it...... in short, no changes",1,"{'id': 14735727, 'body': 'Beste Gesinsu, de achterstand in terugbetalingen is inmiddels verholpen, onze excuses voor het ongemak. Wil je ons via consumentenservice@bp.com laten weten op welke locatie je op 8 april een storing had met BPme? De actie om extra FreeBees te sparen met BPme is overigens verlengd t/m 31 mei 2020. ', 'modified': '2020-04-17T15:00:48Z'}",With ideal payment take long time paying advance wait day refund belongs within working day The call error made manually go Want use app yesterday last free freebee malfunction Ill faster I pay store The app seems especially developed credit card holder In short nothing Yesterday also indicated service got short change,negative,0.91,0.07,0.02
63,2020-04-17 16:12:00,lars314,False,☹️,"Still outage, so far still unable to use the app. Re-installed multiple times makes no difference 😩.",1,"{'id': 15127944, 'body': 'Wat vervelend om te horen Lars! Zou je contact willen opnemen met onze klantenservice (0800 – 2727270 of via consumentenservice@bp.com) en aangeven welke foutmelding je op welk station ontvangt? We lossen het graag voor je op. ', 'modified': '2020-05-06T10:06:48Z'}",Still outage far still unable use app Reinstalled multiple time make difference,negative,0.82,0.17,0.01
64,2020-05-04 11:20:09,tbrhdudbbu,False,Poor service,I've been waiting for the help desk for 4 weeks now. Every week they promise to call back and solve the problem. unfortunately....,1,"{'id': 15127866, 'body': 'Beste tbrhdudbbu, dank voor je bericht, daar gaat iets niet goed. Wil je je klacht svp mailen naar consumentenservice@bp.com? Alvast dank.', 'modified': '2020-05-06T10:04:50Z'}",Ive waiting help desk week Every week promise call back solve problem unfortunately,negative,0.95,0.02,0.03
65,2020-05-08 16:58:40,RodgerBoom,False,worthless,"Lousy app. First write off €50,- and then do not release the pump. And then have the guts to ask if you want to try again... First, make sure you have your affairs in order before collecting any amounts. 24 hours later, no money was returned. The idea is nice, but the performance is a total mockery.",1,"{'id': 15264590, 'body': 'Beste Rodger, wanneer een transactie onverhoopt niet lukt ontvang je binnen twee werkdagen het geld terug op je rekening. Wil je contact opnemen met consumentenservice@bp.com zodat we je verder kunnen helpen?', 'modified': '2020-05-12T09:35:25Z'}",Lousy app First write release pump And gut ask want try First make sure affair order collecting amount hour later money returned The idea nice performance total mockery,negative,0.98,0.02,0.0
66,2020-05-08 19:38:54,Traxxiz,False,Poor service,"App not working (bank error message) As well as other reviews, poor service. Emails are only sent correct e-mail address but get impression that they are not read properly or 1st line does not understand problem. Sent a reproduction scenario several times and it is 100% reproducible. Difficult answer to the questions asked and still not progressed after a month. Wait for answer on last mail, otherwise trash can and never out again.",1,,App working bank error message As well review poor service Emails sent correct email address get impression read properly st line understand problem Sent reproduction scenario several time reproducible Difficult answer question asked still progressed month Wait answer last mail otherwise trash never,negative,1.0,0.0,0.0
67,2020-05-10 12:32:37,Zoefsmurf,False,Not working,"First have to enter your new password 5 times. Then fill in a number of codes and if you can then log in to the app at the end link, the app will crash. Winless, immediately deleted",1,"{'id': 15264739, 'body': 'Beste Zoefsmurf, wat vervelend dat het niet lukte om in te loggen bij BPme. We hopen dat je het toch nogmaals wilt proberen, we voeren continu verbeteringen door. Je kunt ook contact opnemen met consumentenservice@bp.com zodat we je verder kunnen helpen.', 'modified': '2020-05-12T09:39:50Z'}",First enter new password time Then fill number code log app end link app crash Winless immediately deleted,negative,0.97,0.03,0.0
68,2020-05-15 06:45:05,Fonsszzz,False,App not working,"The app is not working properly. I have an IPhone 7 and have now tried the app about 15 times. Of these, only 5 times managed to successfully complete a payment. It always crashes between the switch from the BPme app to the payment app or vice versa. You'll get your money back after a few days. Very disappointing. This app has a lot of value but is now anything but useful.",1,"{'id': 15340700, 'body': 'Beste Fonsszzz, dank voor je melding. We willen dit graag voor je oplossen. Wil je contact opnemen met onze klantenservice (consumentenservice@bp.com) en aangeven waar en wanneer je deze problemen hebt ondervonden? ', 'modified': '2020-05-15T12:14:34Z'}",The app working properly I IPhone tried app time Of time managed successfully complete payment It always crash switch BPme app payment app vice versa Youll get money back day Very disappointing This app lot value anything useful,negative,0.93,0.01,0.06
69,2020-05-20 04:34:48,Jaycepi,False,Easy refueling,"Nice handy possibility, just a shame it takes so long for that tank station to find. Should be able to do faster",3,"{'id': 15494308, 'body': 'Dank voor je feedback Jaycepi!', 'modified': '2020-05-22T14:05:07Z'}",Nice handy possibility shame take long tank station find Should able faster,positive,0.0,0.0,1.0
70,2020-06-03 06:23:20,Rene24/7,False,payment?,"The app works well, only the payment is poorly arranged. A ""fixed"" advance of €150,- must be paid which is immediately taken from the account. (I refuel with the engine max. €25,-). Why not a variable, chooseable, maximum amount? Or better yet, a reservation that will be changed to the actual refueled amount. The average unmanned pump has handled this better. For me, ""once but never again""",2,"{'id': 16163128, 'body': 'Bedankt voor het achterlaten van feedback. Met de iDEAL en de creditcard optie kunt u het bedrag zelf instellen met stapjes van 5 euro. Als u de optie nog niet heeft kunnen vinden, kunt u contact opnemen met onze klantenservice. Fijne dag!', 'modified': '2020-06-23T08:40:56Z'}",The app work well payment poorly arranged A fixed advance must paid immediately taken account I refuel engine max Why variable chooseable maximum amount Or better yet reservation changed actual refueled amount The average unmanned pump handled better For never,negative,0.73,0.18,0.09
71,2020-06-24 22:10:14,CBtje,False,Skinny and weird.,"What I'm missing is more information about FreeBees. Where I can spend them, with a link to those companies' website. Strange: when I click on FreeBees in 'account', I actually get on a dead end. You should end up with actions. Skinny app, open to expansion. So finish it.",2,"{'id': 16336058, 'body': 'Beste CBtje, bedankt voor je feedback. We zijn de app continue aan het verbeteren en uitbreiden en nemen je feedback zeker mee.', 'modified': '2020-07-01T11:34:44Z'}",What Im missing information FreeBees Where I spend link company website Strange I click FreeBees account I actually get dead end You end action Skinny app open expansion So finish,negative,0.85,0.07,0.08
72,2020-07-05 14:46:37,Mewacle,False,Save in the app?,Saving stamps digitally would be nice. Now I miss the savings action by using the app,5,"{'id': 16433983, 'body': 'Beste Mewacle, bedankt voor je feedback. Het is al mogelijk om digitaal FreeBees te sparen met BPme. Je feedback op digitaal sparen voor andere acties nemen we mee!', 'modified': '2020-07-06T12:53:29Z'}",Saving stamp digitally would nice Now I miss saving action using app,mixed,0.5,0.03,0.47
73,2020-07-14 12:22:12,Meotje,True,skillful! But no crediting freebees,"Handy app, you can indicate the amount you want to refuel yourself. Only the app indicates that I have saved freebees, but no freebees are credited unfortunately. While my freebees card is linked. It's too bad about this. In the meantime I have contacted freebees and they have added the points.",3,"{'id': 16583315, 'body': 'Beste Meotje, alleen als je je FreeBees-kaart hebt toegevoegd in de app, kan je FreeBees sparen via BPme. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).\n\n', 'modified': '2020-07-13T07:52:46Z'}",Handy app indicate amount want refuel Only app indicates I saved freebee freebee credited unfortunately While freebee card linked Its bad In meantime I contacted freebee added point,mixed,0.68,0.07,0.25
74,2020-07-24 16:32:57,Bert van Donge,False,Not working,Lousy app was able to use it once or twice. Get to see now because of a technical malfunction etc etc. All updates have been processed my software from my phone has the latest version. BP doing something about this,1,"{'id': 16948895, 'body': 'Hoi Bert, bedankt voor je review. We willen je graag verder helpen, maar we hebben wel iets meer informatie nodig. Wil je ons hierom mailen op consumentenservice@bp.com?', 'modified': '2020-07-29T08:13:01Z'}",Lousy app able use twice Get see technical malfunction etc etc All update processed software phone latest version BP something,negative,0.98,0.02,0.0
75,2020-07-27 14:58:59,Liuyan_Kewei,False,App no longer works,Credit card details can no longer be stored. Account must log in again and again. Freebees no longer be linked to BPme. The app is suddenly very defective,1,"{'id': 16957769, 'body': 'Hoi Liuyan, bedankt voor je feedback. We gaan dit nader onderzoeken!\n', 'modified': '2020-07-29T13:57:43Z'}",Credit card detail longer stored Account must log Freebees longer linked BPme The app suddenly defective,negative,0.69,0.29,0.02
76,2020-08-05 16:46:22,Nonya55,True,Impossible to log in,"It looks like I can log in but then I end up in a loop on a screen where you have to agree to changes.  Check both fields, click agree, I will immediately return to the same screen. Very annoying. Got help and now the app works. Very convenient!  Help was good too!. First time app used, seemed to work. Money debited from bank, but not received by BP. So just have to use the atm again. Money back from bank after week. Don't think I'm going to use the App again. I tried anyway, but trouble again. The app does not recognize the login name, or if it does, the system does not recognize the payment, so you have to pay double and then you have to wait for the bank to finally refund you. Crappy app!!!!",1,"{'id': 14288824, 'body': 'Bedankt voor het downloaden van de app en het achterlaten van een comment. Heb je al contact opgenomen met onze klantenservice? -> 0800-2727270 \nDe klantenservice staat voor je klaar om je verder te helpen.', 'modified': '2020-03-27T14:07:09Z'}",It look like I log I end loop screen agree change Check field click agree I immediately return screen Very annoying Got help app work Very convenient Help good First time app used seemed work Money debited bank received BP So use atm Money back bank week Dont think Im going use App I tried anyway trouble The app recognize login name system recognize payment pay double wait bank finally refund Crappy app,mixed,0.66,0.06,0.28
77,2020-09-15 12:23:09,Josblm,False,"Fine, but just not where I tank...","In itself, app works fine, just not at BP station in Oirschot where I usually refuel. The app gives pumps 5 to 12 as available, when in reality you have pumps 1 to 8. Pumps 1 to 4 are therefore not usable with app. Often reported, staff there don't know a solution",3,"{'id': 17925204, 'body': 'Hoi Jos, bedankt voor je feedback. We gaan dit nader onderzoeken!', 'modified': '2020-09-17T06:38:14Z'}",In app work fine BP station Oirschot I usually refuel The app give pump available reality pump Pumps therefore usable app Often reported staff dont know solution,negative,0.97,0.02,0.01
78,2020-09-30 10:20:41,Websania,True,This still doesn't work ok,"I find prepaying a little strange. Why not just settle with a payment like unmanned gas stations work? I don't think I'm going to continue with this app. Now I have started a renewed attempt to use this app in good spirits. After the completed payment I received the message that the chosen pump was not released. Unfortunately, maybe next time....",1,"{'id': 18096964, 'body': 'Je kan met iDeal betalen, maar daarvoor moet je echter naast de pomp staan. Als je alles invoert in de app, dan kan je iDEAL als betaalmethode kiezen en word je automatisch doorverbonden met jouw bank/ iDEAL pagina. Je moet inderdaad vooruit betalen, maar je krijgt het restbedrag teruggestort. ', 'modified': '2020-09-25T10:20:58Z'}",I find prepaying little strange Why settle payment like unmanned gas station work I dont think Im going continue app Now I started renewed attempt use app good spirit After completed payment I received message chosen pump released Unfortunately maybe next time,mixed,0.7,0.11,0.19
79,2020-11-09 22:47:32,Hanneman_,False,"Fast and convenient, refueling and driving away","The app has already been used at BP once or 10 times (along the A73 at Roermond every time) and I have to say .... Never before has refueling been so easy and never waiting at the checkout again this way. App works fine and I keep using it now and hope it keeps going so easy. For the amount you have not refueled, you will have it back in your account within 2 days. And no more printed receipt but everything available digitally. 👍'm going to keep it up.",5,"{'id': 19061086, 'body': 'Dankjewel voor de feedback! Dat horen we graag.', 'modified': '2020-11-12T08:29:45Z'}",The app already used BP time along A Roermond every time I say Never refueling easy never waiting checkout way App work fine I keep using hope keep going easy For amount refueled back account within day And printed receipt everything available digitally going keep,mixed,0.31,0.0,0.69
80,2020-11-10 19:40:04,yornenieh,False,Na update drama,"After yesterday's update, it is impossible to add your freebies card. My password and card number are just right but can't log in in the app and can log on to the internet. Always did, but not anymore.",1,"{'id': 19061109, 'body': 'Bedankt voor de feedback. Dat klinkt niet wenselijk! Heb je al contact opgenomen met onze klantenservice? -> 0800-2727270 De klantenservice staat voor je klaar om je verder te helpen.', 'modified': '2020-11-12T08:31:11Z'}",After yesterday update impossible add freebie card My password card number right cant log app log internet Always anymore,negative,1.0,0.0,0.0
81,2020-11-17 13:53:32,Marina1948582,False,Top app,"Nice way to pay quickly without going into the shop. In addition, also access to all my FreeBees offers!",5,"{'id': 19311725, 'body': 'Dankjewel voor het compliment! ', 'modified': '2020-11-24T07:13:31Z'}",Nice way pay quickly without going shop In addition also access FreeBees offer,mixed,0.24,0.23,0.53
82,2020-12-03 15:27:11,Noicezulu,False,log in,Try logging in for quite some time but nothing works!,1,"{'id': 19782587, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2020-12-15T14:44:12Z'}",Try logging quite time nothing work,negative,0.98,0.02,0.0
83,2020-12-06 09:30:08,Adviseurtje,False,bad,"The BP me app installed. At 2 gas stations it went well a few times. Not at other BP gas stations. After a while, the app also didn't work at the station where it used to work. You will be notified question pump attendant. These are therefore completely unaware. Indicated by email problem at BP. No response at all. Conclusion lousy app and lousy service.",1,"{'id': 19782601, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2020-12-15T14:44:42Z'}",The BP app installed At gas station went well time Not BP gas station After app also didnt work station used work You notified question pump attendant These therefore completely unaware Indicated email problem BP No response Conclusion lousy app lousy service,mixed,0.8,0.1,0.1
84,2020-12-12 08:35:24,peterznl,False,Lousy app. Update crashes,"But when you log in, you end up in a loop, for accepting the update. And you can't get out of that. Linking a debit card is not possible, only credit card. And remember, this deprives the gas station owner of a large part of his turnover from the bee products!",1,"{'id': 19782608, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2020-12-15T14:44:52Z'}",But log end loop accepting update And cant get Linking debit card possible credit card And remember deprives gas station owner large part turnover bee product,neutral,0.14,0.86,0.0
85,2020-12-12 09:51:52,Delvenaar,False,App lingers with new terms,fix it please!!!,3,"{'id': 19782613, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2020-12-15T14:45:02Z'}",fix please,positive,0.05,0.16,0.79
86,2020-12-12 10:44:20,krijgdepestpleuris,False,conditions??,Nice those new terms that you have to accept but after accepting everything once I think it's enough. Apparently you can't use the app anymore as that rotten screen comes back every time!!!!. Always problems with the BP app.,1,"{'id': 19782617, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2020-12-15T14:45:15Z'}",Nice new term accept accepting everything I think enough Apparently cant use app anymore rotten screen come back every time Always problem BP app,mixed,0.7,0.05,0.25
87,2020-12-22 22:25:47,jsjdjsjdndj,False,Loading at location is not possible,If I want to refuel I have to enter a pump number only I can't because he's always loading at which gas station I'm at. I hope there will be an update.,3,"{'id': 20184872, 'body': 'Bedankt voor je feedback. We geven dit intern door zodat dit probleem verholpen wordt. Mocht je vragen hebben, mag je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com). Groet, bp.', 'modified': '2021-01-05T08:08:09Z'}",If I want refuel I enter pump number I cant he always loading gas station Im I hope update,mixed,0.28,0.2,0.52
88,2021-01-02 09:12:48,w0ut3r,False,"Good at first, now worthless.","Idea very good, also because of save FreeBees. Initially widely used, now no more. All payments fail. Money is debited (and later refunded) but transaction fails. Even once accused of theft!",1,"{'id': 20184863, 'body': 'Bedankt voor je feedback, Wouter. We geven het intern door zodat we dit probleem verhelpen voor je. Groet, bp.', 'modified': '2021-01-05T08:07:09Z'}",Idea good also save FreeBees Initially widely used All payment fail Money debited later refunded transaction fails Even accused theft,mixed,0.72,0.08,0.2
89,2021-01-20 08:25:14,HJ-Kamphuis,False,Update,Will not work 😂😬 after last update,1,"{'id': 20658685, 'body': 'Bedankt voor je feedback. We geven het intern door zodat we dit probleem verhelpen voor je. Je mag ons ook altijd benaderen via consumentenservice@bp.com. Groet, bp.\n', 'modified': '2021-01-26T12:43:58Z'}",Will work last update,negative,0.86,0.08,0.06
90,2021-02-01 06:00:09,Giybrush,False,Gas station location not found,When is there full coverage?,2,"{'id': 20832672, 'body': 'Bedankt voor je bericht. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2021-02-03T10:58:16Z'}",When full coverage,neutral,0.0,0.99,0.01
91,2021-02-19 10:57:33,Mfsnts,True,Throw this whole app away,"Just got fined + report against me. I would have refueled without paying in Dec 2020 and drove off. My account shows that money has been written off. Gas station picked it out. They say the money was refunded. Turns out it was returned the next day. The pump was released or I wouldn't have refueled. This app only causes problems. Now solved with owner of where I tank. And the report has been withdrawn. If this app worked properly, this whole hassle wouldn't have had to.",1,"{'id': 20658675, 'body': 'Bedankt voor je feedback. We geven het intern door zodat we dit probleem verhelpen voor je. Je mag ons ook altijd benaderen via consumentenservice@bp.com. Groet, bp.', 'modified': '2021-01-26T12:43:41Z'}",Just got fined report I would refueled without paying Dec drove My account show money written Gas station picked They say money refunded Turns returned next day The pump released I wouldnt refueled This app cause problem Now solved owner I tank And report withdrawn If app worked properly whole hassle wouldnt,negative,0.89,0.1,0.01
92,2021-03-08 19:59:27,Js123498,False,bad,"Worked pretty well at the beginning. Already had several times that he doesn't work. And last time I got money from my account, but tank wasn't unlocked. Wait for my money back.",1,"{'id': 21563181, 'body': 'Bedankt voor de feedback. Dat klinkt niet wenselijk! Heb je al contact opgenomen met onze klantenservice? -> 0800-2727270 De klantenservice staat voor je klaar om je verder te helpen.', 'modified': '2021-03-10T10:52:23Z'}",Worked pretty well beginning Already several time doesnt work And last time I got money account tank wasnt unlocked Wait money back,mixed,0.65,0.02,0.33
93,2021-03-09 21:13:20,Aagerri,False,Not working,"Unfortunately, whatever I do the app doesn't work. When I'm at the gas station, he says I'm not near a gas station. He also indicates that he can't find my freebees card. I hope one day it'll be solved.",1,"{'id': 21608981, 'body': 'Bedankt voor je feedback. We geven dit intern door zodat dit probleem verholpen wordt. Mocht je vragen hebben, mag je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com). Groet, bp.', 'modified': '2021-03-12T09:20:25Z'}",Unfortunately whatever I app doesnt work When Im gas station say Im near gas station He also indicates cant find freebee card I hope one day itll solved,mixed,0.64,0.03,0.33
94,2021-03-15 18:01:11,R&M01,False,App not working,A few months of perfect work now hopeless starts partly up and gets stuck. It's a shame because a lot of Free Bees gone wrong in this way doesn't encourage saving.,2,"{'id': 21704323, 'body': 'Bedankt voor je feedback. We geven dit intern door zodat dit probleem verholpen wordt. Mocht je vragen hebben, mag je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com). Groet, bp.', 'modified': '2021-03-17T10:13:46Z'}",A month perfect work hopeless start partly get stuck Its shame lot Free Bees gone wrong way doesnt encourage saving,negative,1.0,0.0,0.0
95,2021-03-22 15:09:11,M. Risakotta,False,Updating not working,"When I open the app, he indicates that there is an update. You will be redirected to the App Store and there you can only open the app and not download an update.",3,"{'id': 22098269, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2021-04-07T11:07:26Z'}",When I open app indicates update You redirected App Store open app download update,negative,0.91,0.09,0.0
96,2021-03-22 22:27:03,Okur-Yazar,False,Let yourself down,"yes, you read well. The app chooses the exact time not to work. Actually clever of the app (!) not much to say. Too bad such a big company goes for such an amateurish application.",2,"{'id': 22098278, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2021-04-07T11:07:47Z'}",yes read well The app chooses exact time work Actually clever app much say Too bad big company go amateurish application,mixed,0.52,0.09,0.39
97,2021-03-23 13:22:48,E Peelen,False,No longer works,"Today after updat, the app stopped opening. Not convenient",1,"{'id': 22098285, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2021-04-07T11:07:56Z'}",Today updat app stopped opening Not convenient,negative,1.0,0.0,0.0
98,2021-04-07 20:21:00,bouli de sneeuwpop,False,Doesn't do anything anymore.,"Was happy with it at first. Did what it had to do and was handy to be able to pay with. Now the app doesn't do anything anymore. Gets stuck and disappears after a few seconds. Too bad, was quite convenient but now unusable. remote.",1,"{'id': 22239836, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2021-04-14T11:56:35Z'}",Was happy first Did handy able pay Now app doesnt anything anymore Gets stuck disappears second Too bad quite convenient unusable remote,mixed,0.58,0.02,0.4
99,2021-04-08 11:23:37,xhjeeki,False,Nice idea bad execution or test policy,"In itself a very nice and nice app. That is, if it works. A year ago, a lot of problems with post-payment release. Now get the credit card whining again. Just been able to pay for years. Now the payment has to be made suddenly in bank app or bank website case member, but then that is not possible. Hope that this is resolved and that it should not be made every payment.",1,"{'id': 22239844, 'body': 'Bedankt voor je feedback. We zijn achter de schermen druk bezig om dit op te lossen. Mocht je vragen of hulp nodig hebben, kan je altijd contact opnemen met onze klantenservice (consumentenservice@bp.com).', 'modified': '2021-04-14T11:56:53Z'}",In nice nice app That work A year ago lot problem postpayment release Now get credit card whining Just able pay year Now payment made suddenly bank app bank website case member possible Hope resolved made every payment,mixed,0.65,0.03,0.32
100,2021-06-03 17:02:11,Epit69,False,worthless,"What a lousy app. Card scanning is not possible, both visacard and Rabobank tried. Deleted the app.",2,"{'id': 23235489, 'body': 'Bedankt voor het delen van je feedback. Wat vervelend dat het kaart scannen niet lukt. Wij zullen dit intern doorgeven zodat het gebruik van de app straks beter verloopt. Bedankt en nog een mooie dag gewenst!', 'modified': '2021-06-07T09:32:07Z'}",What lousy app Card scanning possible visacard Rabobank tried Deleted app,negative,0.99,0.01,0.0
