,developerResponse,review,isEdited,userName,date,rating,title
483,"{'id': 11042937, 'body': 'Hi 1cd52ce297, thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience! We are also continually reviewing user suggestions and will evaluate them for future app releases.  – The BPme Team', 'modified': '2019-10-03T16:20:20Z'}",Rarely works and doesn’t have Apple Pay.,False,1cd52ce297,2019-10-01 17:58:14,1,Rarely works and doesn’t have Apple Pay
484,"{'id': 11042948, 'body': 'Hey zxcfytinvg, Thanks for your review. Sorry to hear you are having trouble getting your payment information set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-03T16:21:02Z'}",Won’t save my credit cards information after I log off or my finger print to log in.  I re enter all my information three times and log off and log back on and same problem.,False,zxcfytinvg,2019-10-01 20:46:54,2,Won’t save my information
485,"{'id': 10402876, 'body': ""Hi TKresila, thanks so much for taking the time to leave a review! We're so glad you're loving the app and are working on a fix for some of the issues reported here. Thanks again! BPme Team"", 'modified': '2019-08-28T19:47:50Z'}","Was really pumped (pun intended) for the new rewards program. I have to admit I was a little nervous about what changes they’d make but the perpetual $0.05 off/gallon is awesome. I’ll end up with more savings compared to the old program. Right on!

I was totally surprised (in a good way) by the new app too. They really nailed every part of it. Even the new icon looks great on my home screen. 

Love how everything has been redesigned and it looks very modern and clean. Set up was super smooth and it’s very easy to navigate and use. No problems updating settings, adding payment, checking rewards and history etc.",True,TKresila,2019-10-02 01:16:16,5,New BP app and rewards! Home run!
486,"{'id': 11042965, 'body': ""Hi 78st Boys Elmhurst Queens, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. We've had others report the same issue and we are working on a fix. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team"", 'modified': '2019-10-03T16:21:49Z'}",Was usable but not reliable before the update now can’t even register/log in. So many different error messages. Don’t release it if it’s not right.,False,78st Boys Elmhurst Queens,2019-10-02 05:03:04,1,New update horrible
487,"{'id': 11042981, 'body': 'Hi 85ZingoGTR , Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-03T16:23:00Z'}","I’ve tried to log in multiple times and it just says “Failed Attempt”. I read a message that we needed to re-register in the new app and I did with the same email address and same password. Then logging into the app, it still doesn’t recognize the PW. I have double, triple, and quadruple checked my email address spelling as well as the spelling on my password. Now the app has locked me out of my account after several failed attempts, the one I can’t log into to begin with.",False,85ZingoGTR,2019-10-02 15:04:08,1,Problems logging in
488,"{'id': 11042836, 'body': ""Hi Tmolesky, we apologize for the issues you experienced during the app roll out. We're happy you were able to get the update working so you can fuel with us. Thanks for taking the time to leave a review! -The BPme Team"", 'modified': '2019-10-03T16:14:59Z'}",Need to get new password - takes hours for email - 5th time - editing my review - i happened to be trying to use the App during the sept30- oct 1 cutover to the new rewards system - I understand there may be outage during that time- I was mad because I didn’t have my wallet and couldn’t get gas with the app- i Re-registered and it works fine now.,False,Tmolesky,2019-10-02 18:56:01,5,Update loses login info- password doesn’t work- revised
489,"{'id': 11042825, 'body': ""Hi Class Tax, thanks for taking the time to leave a review. We're sorry for the frustration caused after the update. We have had other reports of the same issue.  We are working on a fix so we can get you back to fueling with BPme. – The BPme Team "", 'modified': '2019-10-03T16:14:17Z'}","You rolled out this app before it was ready, what a shame. The rewards do not work if the GPS does not locate you at the gas station, and it has the gas station locations all wrong on the map, so you get no rewards when filling up. And The pumps do not recognize your rewards account when entering your number manually. Next time make sure your data is accurate before changing things. No need to stop at a BP until this is completely fixed.",False,Class Tax,2019-10-02 22:15:20,1,Poor App Launch
490,"{'id': 11042815, 'body': ""Hi Bullwinny, we're sorry for the trouble in getting your account logged in after the update. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team"", 'modified': '2019-10-03T16:13:08Z'}","After automatically upgraded to latest version 1.58.2 2 days ago, the app requires to login again; however it kept rejecting the credentials; then I chosen to forgot password option, but I haven’t yet to received the password reset instructions email.
Very frustrated and annoyed by this latest patch.

Anyone encountered this experience?",False,Bullwinny,2019-10-03 00:27:44,2,Can’t login after patching
491,"{'id': 11042807, 'body': ""Hi SargAl, we're sorry for the frustration and trouble you're having getting logged into your account. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team"", 'modified': '2019-10-03T16:12:40Z'}","After this update the app is broken. Tried to purchase fuel today, but the app kept telling me wrong password and also would not let me reset. IF IT AINT BROKE DON’T FIX IT.",False,SargAl,2019-10-03 00:31:40,1,Broken
492,"{'id': 11042803, 'body': 'Hi Raddp, we are sorry you are having an issue with your getting your card added.  If you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025.  Let’s see if we can get this resolved and get you back to fueling with BPme.  Thanks, The BPme Team', 'modified': '2019-10-03T16:11:56Z'}","Something went wrong, please try adding the card again.

Got this 10 times. Gave up.",False,Raddp,2019-10-03 02:40:46,2,"There was a problem adding your card, please try agan"
493,"{'id': 11107747, 'body': 'Hi there, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks! BPme', 'modified': '2019-10-07T19:17:07Z'}",Can’t use app because password manager can’t fill in password on app.,False,Z17347,2019-10-03 11:54:06,1,Doesn’t allow password manager to fill in password
494,"{'id': 11107755, 'body': 'Hi TV in ChicagoLand, Thank you for taking time to leave feedback. We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, the BPme Team', 'modified': '2019-10-07T19:18:05Z'}","I have been using the BP rewards program using their card, for years now. I fill up weekly due to my long commute and I averaged about $40 per fill up. 
BP discontinued the card program forcing us to use the BPme app instead. Well I used the app and I am not a fan for many reasons:
1. It takes a lot longer to start the transaction. You have to connect to the station’s Wi-Fi and select the pump you’re on. Some stations connections are very slow. This takes a lot longer compared to swiping the card. Not good in my book especially if you’re in a rush
2. I used BPme in 2 different stations. Both of them charged me a $1 “convenience” fee!  This of course negates the gas savings by using the rewards system

Needless to say BP has lost me as a client. I don’t understand why they could not keep both the card and app rewards system as many of their competitors are doing",False,TV in ChicagoLand,2019-10-03 14:15:32,1,BPme instead of the Rewards Card - bad choice by BP
495,"{'id': 11107759, 'body': 'Hi there, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:18:17Z'}","Can’t reset password.  No reset email received.  No problem,  though I prefer BP, that’s why I am set up with Shell Rewards too. Shell is a half mile down the street.",False,Wasted an hour already,2019-10-03 14:19:59,1,Can’t log in
496,"{'id': 11107762, 'body': ""Hi Bass_Murillo, we're glad you're loving it as much as we do! -The BPme Team"", 'modified': '2019-10-07T19:18:37Z'}",I love the fact I can pay at the pumpn,False,Bass_Murillo,2019-10-03 16:12:16,5,Wow
497,"{'id': 11107770, 'body': 'Hello ButterflyViolet, thanks for your review. We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved. In the meantime, we apologize for the inconvenience. - The BPme team', 'modified': '2019-10-07T19:19:10Z'}","I’ll pull up to a location and it’s saying the nearest one is next to the actual location. When I pull up to the pump it disappears and I can’t use my rewards. I was 20 cents I can’t use now 🙄.... I think their gps location is off. But even on the map it shows bp, but next to it also so BP... its the same place and address! Please fix. This app has so much potential",False,ButterflyViolet,2019-10-03 17:26:14,2,Won’t recognize my BP station location
498,"{'id': 11107773, 'body': 'Hi greconcg, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:19:26Z'}",Can’t log in when I try it just send me back to the main screen and I am registered - useless app,False,greconcg,2019-10-03 17:45:33,1,Impossible to log in
499,"{'id': 11107776, 'body': 'Hi lovelylachele, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:19:40Z'}",Ever since this new version has come out I can’t even log in and the system won’t even start up.,False,lovelylachele,2019-10-03 17:50:00,1,Constantly Crashing
500,"{'id': 11107782, 'body': 'Hi Jay5142, we are sorry you are having an issue with your card.  If you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025.  Let’s see if we can get this resolved and get you back to fueling with BPme.  Thanks, The BPme Team', 'modified': '2019-10-07T19:19:56Z'}","BPme app Error: “There was a problem adding your card, please try again”.",False,Jay5142,2019-10-03 17:51:19,1,Can’t add a credit card to the app
501,"{'id': 10892493, 'body': 'Hey NavigateCTA, thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience.  – The BPme Team', 'modified': '2019-09-25T16:47:20Z'}",After the update to the new program I had to reregister and now it refuses to log me in.,True,NavigateCTA,2019-10-03 17:54:20,1,Will not log me in
502,"{'id': 11107791, 'body': 'Hi ColtonWG, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:20:28Z'}","I registered my email then tried to login, buy Everytime I try to login it just sends me straight back to the login screen",False,ColtonWG,2019-10-03 18:25:26,1,Login fail
503,"{'id': 11107796, 'body': 'Hey maribelguzman1308, thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience.  – The BPme Team', 'modified': '2019-10-07T19:20:45Z'}","Downloaded and re-downloaded the app about 3 times because I really use these points and it doesnt let me go through the logging in stage. Bp, fix your app asap please.",False,maribelguzman1308,2019-10-03 18:56:03,1,Doesn’t work
504,"{'id': 11107803, 'body': ""Hi EmsFireCorr, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. We've had others report the same issue. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team"", 'modified': '2019-10-07T19:21:06Z'}",I have tried multiple times to log in and it always takes me back to the main log in page. Very disappointed. The new rewards system sounded amazing!,False,EmsFireCorr,2019-10-03 20:02:55,1,"Great Concept, Many Flaws"
505,"{'id': 11107812, 'body': ""Hi Babsteach, thanks for the review. We have had others report the same issue. If you could contact us at 877-852-3025, we'd be happy to help you through. Thanks, the BPme Team"", 'modified': '2019-10-07T19:21:41Z'}",I’m having the same login issues others have mentioned. Tried yesterday and today. Still haven’t received reset email. Very disappointed in an app I have recommended to people in the past.,False,Babsteach,2019-10-03 20:40:59,1,Update the update
506,"{'id': 11107816, 'body': 'Hey PatM97, Unfortunately, the BPme app doesn’t accept debit as a form of payment quite yet. If you add a debit card into the app today it will process as credit. We are working to make enhancements to the app and this is one of them. Thank you for your feedback!', 'modified': '2019-10-07T19:22:04Z'}","While the app may work correctly, make sure you read the terms and conditions. I used to use my debit card or pay cash when using my BP Pump Rewards card. That afforded me the lower, cash price for gas. Now this app clearly states that it processes ALL transactions as credit, which would force me to pay the higher credit price at the pump. I will skip using the app unless the cash/credit prices are the same at that station.",False,PatM97,2019-10-03 20:47:17,1,All payments are processed as CREDIT
507,"{'id': 9618873, 'body': ""Hi tms9055, Sorry you're having issues. That does sound frustrating!  We are aware of an issue that is impacting some users and are working hard to rectify this.  Please drop our team a line at https://www.mybpstation.com/contact-us and they'll be able to help. Thanks, The BPme Team"", 'modified': '2019-07-11T19:33:20Z'}","Looks like I’m not the only one unable to re-register.  I wasted more than half my lunch break trying to get this working, no luck.  App always was slow and even more so now, wouldn’t load at all this time.  Why they decided to do change the rewards program in the first place is beyond me, bad/foolish move BP.  My closest BP is almost always higher than everyone else anyway, so I’ll just go elsewhere.",True,tms9055,2019-10-03 21:29:30,1,New rewards program DOA 💀
508,"{'id': 11107828, 'body': 'Hi Don in Va., thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience. .  If you wish to speak with someone, give us a call 1-877-852-3025.    – The BPme Team', 'modified': '2019-10-07T19:22:50Z'}",I’ve had problems with this app . Couldn’t log in because it said my password was invalid and got the same message when I tried to reset my password .,False,Don in Va.,2019-10-03 21:39:10,1,App problems
509,"{'id': 11107987, 'body': 'Hey Mati2019,  Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:35:00Z'}","I was elated that BP had an app for gas. When I first started, it worked GREAT! Then I tried to use again. And  tried. And tried. My account is no longer recognized. I cannot reset my password. No one answers the phone.

Very disappointed. Not recommending.

I really wanted it to work. :(",False,Mati2019,2019-10-03 22:16:17,1,App
510,"{'id': 11107990, 'body': 'Hey Sseld, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, BPme', 'modified': '2019-10-07T19:35:14Z'}",New app stinks.  Why can’t I just put in my number and pump my gas?   Most likely switching to shell or using Get Upside.,False,Sseld,2019-10-03 22:25:34,1,Stinks
511,"{'id': 11108001, 'body': ""Hi msludie, thanks for the review. We are continually reviewing user suggestions and will evaluate them for future app releases. If you'd like to speak with someone regarding setting up your account, please contact us at 877-852-3025. Thanks! The BPme Team"", 'modified': '2019-10-07T19:36:06Z'}","I was kinda excited about the new app since I mainly use BP gas. I downloaded the app, signed up & NOTHING! Every time I try to log in it acts like it’s gonna log in then goes back to the log in screen. I’ve deleted it & reinstalled and same thing. I quite frankly liked the old way & would like to go back to that. I’m gonna try it in a few days to see if it’s got its life together. If not, guess I’ll try something else",False,msludie,2019-10-03 22:36:47,1,Doesn’t work
512,"{'id': 11108010, 'body': ""Hi Demi_Bryars, thanks for the review. We've had several other reports of the same issue and we are working hard on a resolution. In the meantime, please drop our team a line at https://www.mybpstation.com/contact-us and they'll be able to help. Thanks, The BPme Team"", 'modified': '2019-10-07T19:36:53Z'}","I was able to register my account and verify the address. Once all that was done, I have been unable to login. I have uninstalled and reinstalled the app and still no luck. Can we have this issue resolved immediately?",False,Demi_Bryars,2019-10-03 23:02:01,1,Unable to login
513,"{'id': 11108020, 'body': 'Hey StephSH, thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience.  – The BPme Team', 'modified': '2019-10-07T19:37:37Z'}",App will not allow me to sign in and just cycles back to the sign in screen.,False,StephSH,2019-10-04 00:14:58,5,App wont let me sign on
514,"{'id': 11108029, 'body': 'Hi Bast830, thanks for your review. We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved. In the meantime, we apologize for the inconvenience. - The BPme team', 'modified': '2019-10-07T19:38:29Z'}","Registered, verified account and cannot log in.  Deleted and re-downloaded same problem.  Cannot use app at all at this time. Please fix this issue",False,Bast830,2019-10-04 00:35:44,1,Doesn’t work
515,"{'id': 11108037, 'body': ""Hi there, thanks for your review. We've had others report similar instances. We are working hard on a fix and apologize for the inconvenience. Thanks, BP"", 'modified': '2019-10-07T19:39:33Z'}","Don’t waste your time if you have an account with BP because it won’t recognize it and then tell you that the account is already registered.  

Waste of time.",False,Rand49668,2019-10-04 01:33:38,1,Crap
516,"{'id': 11108043, 'body': 'Hi P911TT, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, BPme Team', 'modified': '2019-10-07T19:40:09Z'}","They took a simple, effective and easy to use rewards program and made it excessively complicated. Now you’re forced to fumble around with your phone after you pull up and hopefully find the pump # clearly marked. And this all assumes you have a strong cell signal. The whole process is slow and tiresome. Come on BP-there was nothing wrong with the prior system. Bring it back!",False,P911TT,2019-10-04 02:04:13,1,Terrible
517,"{'id': 11109012, 'body': ""Hi cheeryinmay, thank you for your review. We're sorry you're having issues logging into your account after registration. We've had a few others report the same issue and we are working on a fix. If you could give us a call at 877-852-3025, we would be happy to help you through. You can also drop our team a line at https://www.mybpstation.com/contact-us. Thanks! BPme Team"", 'modified': '2019-10-07T20:56:01Z'}","BP has redesigned the rewards program and named it BPme, so I downloaded the new version of the app and tried to register a new account. But after I clicked the verify link in the email, and set the password, the webpage said that I have no access to any app! I went back to the app and tried to log in anyways, it didn’t say anything wrong after about 10 seconds of “logging in” procedure but just brought me back to the loggin/register page. I tried closing the app and open again, it repeated what has happened. If I put a wrong password, it rejects me immediately, which means that it did recognize my credentials when I put in the right password. Obviously, the app has some bug. I called the 800 number at 6:05 pm EDT on Monday 10/3/19, which is 4:05 CST, but what I heard is: “We are currently closed; our business hours are Mon-Fri, 6 am-7 pm CST.” Yes, I called again to make sure that I heard it right. That means I called during the so-called business hours but they were closed. I feel BP just doesn’t want my business.",False,cheeryinmay,2019-10-04 02:19:40,1,Doesn’t work! Doesn’t do business!
518,"{'id': 11108998, 'body': 'Hi Carol, Thank you for taking time to leave feedback regarding the updated rewards program. We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, BPme Team', 'modified': '2019-10-07T20:54:32Z'}","I loved the last program. I’m a senior with a VW. I will never use $100 a month for additional discounts. The previous discount really helped me! Not only could I fill my car but I could fill my two gas cans for the mower or generator. On a fixed budget that really helped. Thanks for the memories, it was great while it lasted.",False,Carol Jo at 127,2019-10-04 10:42:18,4,Disappointed with the new app discount
519,"{'id': 11109022, 'body': 'Hi JoePilot31, thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience.  – The BPme Team', 'modified': '2019-10-07T20:57:27Z'}","I attempted to use the pay at pump feature this morning but the app couldn’t locate the BP station I was at in Aberdeen, NJ. I did, however, obtain the discount by using the Visa tied to my account.",False,JoePilot31,2019-10-04 11:02:50,4,App unable to locate my local BP
520,"{'id': 11108958, 'body': 'Hi CTQ44, thanks for your review. We are aware of an issue that is impacting some users and are working hard to rectify this. If you could contact us at 877-852-3025, we would be happy to help you through. Thanks, The BPme Team', 'modified': '2019-10-07T20:51:12Z'}",Every time I go through the login process I’m returned to the login screen.,False,CTQ44,2019-10-04 11:04:11,1,Can’t log in
521,"{'id': 11108949, 'body': 'Hi taylorize, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T20:50:26Z'}",The update has locked me out and won’t email me password reset 👎👎👎👎,False,taylorize,2019-10-04 12:08:46,1,Trash
522,"{'id': 11108944, 'body': ""hi okjayajayy, we're so glad you're loving the app! Thanks, the BPme Team"", 'modified': '2019-10-07T20:50:12Z'}",Great App. Very easy to use. Set is easy as well. I have my whole family on this !!!,False,okjayajayy,2019-10-04 13:41:27,5,Regular user
523,"{'id': 11109042, 'body': ""Hi Nikolay118, thanks for your review. Sorry to hear you are having trouble logging in. We've had others report the same issue. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team"", 'modified': '2019-10-07T21:00:14Z'}",App is trash! It doesn’t even let me log in...putting my pass and name and just loading and going back to main page...tried everything and still doesn’t work !,False,Nikolay118,2019-10-04 14:29:44,1,Terrible cannot even log in..
524,"{'id': 11109049, 'body': ""Hi BishopWcHackworth, we're glad you're loving the app! Thanks for the review. -The BPme Team"", 'modified': '2019-10-07T21:00:50Z'}",This new way of paying is awesome. I know many can use technology to harm others. So please BP work very hard to safe Guard your Progress.,False,BishopWcHackworth,2019-10-04 15:01:41,5,Bishop WCH
525,"{'id': 11109129, 'body': 'Hmm yea, that doesn’t sound right. Thanks for letting us know, the team will have a look.  If you wish to speak with someone, give us a call 1-877-852-3025.  Any additional information we can get about the problem will be helpful!  Thanks, ^FD', 'modified': '2019-10-07T21:09:21Z'}",I registered with my email and verified it. This app still asked for my cell phone number when for login in.,False,yu7972,2019-10-04 16:38:22,1,I hate BPme asked my number for verification
526,"{'id': 11109128, 'body': 'Hi vmeanr, thanks for your review. We are sorry you are having an issue with your card.  If you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025.  Let’s see if we can get this resolved and get you back to fueling with BPme.  Thanks, The BPme Team', 'modified': '2019-10-07T21:09:11Z'}",Downloaded this app yesterday and have tried numerous times to add cards and cannot add cards. Keeps telling me an error has occurred. Then my bank called twice from the fraud Dept and asked what was going on and then I tried to use one of the cards at the grocery store and it was declined cuz the bank put a hold on it cuz of this app. I guess I wont be using the app since I can’t get the discounts.  I’ll stop using BP gas. Previous rewards program worked great! Should have left it alone.,False,vmeanr,2019-10-04 16:41:37,1,Bad app!!!!
527,"{'id': 11109193, 'body': 'Hi sulh88, Thanks for the review. Is it working with the latest update? After downloading the newest version of BPme, you will need to re-register your account information in order to login. If you are still having trouble, please contact us at 877-852-3025 and we would be happy to help you through. Thanks, the BPme Team', 'modified': '2019-10-07T21:14:04Z'}","Can’t go far than login screen. Typing my username and password nothing is happening, stays right there on that login page. Until it gets fixed it’s only 1 star worthy app and service.",False,sulh88,2019-10-04 17:02:15,1,Until update or getting fixed 1 star
528,"{'id': 9977262, 'body': ""Hi Eugef66, oh no! Thanks for letting us know.  We have had other reports of the same issue and we are working hard on a fix.  We're sorry for the inconvenience!  – The BPme Team"", 'modified': '2019-08-02T13:14:52Z'}","I keep adding PayPal as a payment method and selecting as a default, but every time I log out and log in back it disappears and I need to renter it again. I didn’t use app for few days and got an email asking to add payment. I opened an app and again my PayPal link gone.",True,Eugef66,2019-10-04 17:04:44,2,Linked payment disappears
529,"{'id': 11109090, 'body': 'Hi tkbryant, thanks for your review. We are aware of an issue that is impacting some users and are working hard on a fix. If you wish to speak to someone, please give us a call at 877-852-3025. Thanks! the BPme Team', 'modified': '2019-10-07T21:05:54Z'}","I have an iPhone XR updated to the most recent firmware, app fails to load past the log in screen. Setup the account online with username & password, but when entering the information in the app it starts loading & then crashes back to the log-in screen.",False,tkbryant,2019-10-04 17:47:47,1,Fails to Open
530,"{'id': 11109078, 'body': 'Hi jamesleeblank, we apologize for the frustration and would love to get you fueling with BPme. Can you please give us a call at 877-852-3025 or drop us a line at https://www.mybpstation.com/contact-us. Thanks! The BPme Team', 'modified': '2019-10-07T21:04:47Z'}","With this new update, I was looking forward to the new rewards system. However, I cannot get past the log in/register screen. I have made my account and verified my email. Each time I log in in the app it takes my right back to that first screen. So frustrating!",False,jamesleeblank,2019-10-04 18:53:22,1,Can’t get past log in screen
531,"{'id': 11109069, 'body': 'Hey there, thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience! We are continually reviewing user suggestions and feedback for future app releases. Thanks, The BPme Team', 'modified': '2019-10-07T21:03:51Z'}",After having a lot of success with the old app This new version Is completely worthless. It does not save your password and takes longer than three minutes to load. I think this really needs to be faxed before I will use it again,False,New Version is too slow!,2019-10-04 20:23:32,1,Worthless
532,"{'id': 11107968, 'body': 'Hello jproano1,  thanks for your review. We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved. In the meantime, we apologize for the inconvenience. - The BPme team', 'modified': '2019-10-07T19:33:05Z'}",I would rather have kept the old version. It worked. I can’t log in to the new BPme version,False,Layla-P,2019-10-04 21:14:02,1,Unable to login
533,"{'id': 11107929, 'body': 'Hello RealMenDIY, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:30:42Z'}",Like many others I cannot get past the login screen no matter what I do.,False,RealMenDIY,2019-10-05 02:12:28,1,Can’t get past login screen
534,"{'id': 11107925, 'body': ""Hi Astrofyziky,  thanks for letting us know.  We have had other reports of the same issue.  We are working on a fix.  Sorry for the inconvenience. In the meantime,  please drop our team a line at https://www.mybpstation.com/contact-us and they'll be able to help. Thanks, The BPme Team"", 'modified': '2019-10-07T19:30:31Z'}","The app doesn’t work. I can’t get past the verification of the phone number. I’m sent a text message with a verification code and the code doesn’t work. I have the app resend me the code, and have done this several times, and the code sent me is the exact same code as all the previous one’s, and it still doesn’t work.",False,Astrofyziky,2019-10-05 02:46:42,1,Doesn’t Work
535,"{'id': 11107902, 'body': 'Hi cojohhn, unfortunately, Apple Pay is not an available form of payment for the BPme app. We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks for taking the time to leave a review! -The BPme Team', 'modified': '2019-10-07T19:28:36Z'}","I just activated my account, but did not see Apple Pay as a payment option. Was that oversight which will be addressed at a later time?

I hope to use this app as soon as Apple Pay is available as a payment method.",False,cojohhn,2019-10-05 03:04:08,3,No Apple Pay in App
536,"{'id': 11107882, 'body': 'Hi moorjon, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team ', 'modified': '2019-10-07T19:26:30Z'}",After new update I can no longer login.,False,moorjon,2019-10-05 11:00:59,1,New update
537,"{'id': 11107878, 'body': 'Hi Jacktow, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:26:16Z'}","Registered successfully, but keep asking SMS message for verification and not working!",False,JackTow,2019-10-05 13:37:43,1,SMS verification code not working
538,"{'id': 11107866, 'body': 'Hello, thanks for your review. We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved. In the meantime, we apologize for the inconvenience. - The BPme team', 'modified': '2019-10-07T19:25:25Z'}",Can’t get this Ap to work. Can’t get help on line or by phone. I’ve been a rewards member for years and now it is gone. Hate it!!!,False,bpsux,2019-10-05 15:13:12,1,Absolutely horrible
539,"{'id': 11107850, 'body': ""Hi RDCUSA, thanks for taking the time to leave a review. We are aware of some issues that are impacting some users and are still working hard to rectify this. Please drop our team a line at https://www.mybpstation.com/contact-us and they'll be able to help. Thanks, The BPme Team"", 'modified': '2019-10-07T19:24:24Z'}",Hasn’t been working for 3 days now any update on status?,False,RDCUSA,2019-10-05 18:19:54,5,App is Down
540,"{'id': 11107835, 'body': 'Hi Semag102, Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. Thanks, BP', 'modified': '2019-10-07T19:23:30Z'}","Too bad it isn’t as good as the previous app. I had no problems with it. This one doesn’t keep my login, I have to manually login every time. It also didn’t  store my linked BP card. Wish the other app was still available.",False,Semag102,2019-10-05 18:28:07,2,Frustrating
541,"{'id': 11107726, 'body': ""Hi Kerman, tell your friends! We think it's pretty awesome, too. Thanks, the BPme Team"", 'modified': '2019-10-07T19:15:49Z'}",This is so cool. Better than before.,False,Kerman ojoe,2019-10-06 16:12:32,5,Unbelievable
542,"{'id': 11107722, 'body': ""Hi there, we're sorry to hear about your experience and the frustration you felt. We are aware of an issue impacting some users and are working hard to resolve it. If you'd like to contact us at 1-877-852-3025, we’d be happy to help you through getting your account set up.  Thanks from the BPme team"", 'modified': '2019-10-07T19:15:31Z'}","I have been a loyal BP customer and getting this app setup is difficult for no reason.  I was sent an email to verify and when I clicked on the link to verify, I was asked for a verification code that was never sent to me (requested one several times). I wasted 30 minutes sitting a the pump trying to get registered so I could use the app.  I contacted the rewards customer service and I was transferred to a department that was not open.  This experience has made me decide to start getting gas from Shell from now on.  I’m not going to be jumping through hoops while trying to spend my money with no company.",False,Ex-consumer,2019-10-06 17:18:19,1,The worst rewards app
543,"{'id': 11107698, 'body': ""Hi JKammerer, we're sorry to hear that! We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved and hope that you try to fuel up with us again. Thanks! -the BPme Team"", 'modified': '2019-10-07T19:13:40Z'}","I deleted this app. The registration and log-in process is tedious. I have been a BP customer for years and was a BP rewards member, but I’m not a fan of the new program or app.",False,JKammerer,2019-10-06 17:20:25,1,"Sorry, but no thanks!"
544,"{'id': 11107690, 'body': 'Hi bigbosscross, Thanks for your review. Sorry to hear you are having trouble getting your account set-up. If you can contact us at 1-877-852-3025, we’d be happy to help you through.  Thanks from the BPme team', 'modified': '2019-10-07T19:13:07Z'}",Can’t set up the app    Sends me 4 digit code that doesn’t work,False,bigbosscross,2019-10-06 19:45:35,1,Code
