,isEdited,userName,review,developerResponse,title,rating,date
117,False,Vicki peaches,Great idea but I was in my car at the station and took ages to find the petrol station then pick the pump then failed twice to unlock pump. After filling up it froze and I had to go into the station to see if the payment had gone through..,"{'id': 2336090, 'body': ""Hi Vicki peaches, we're sorry to hear about your experience. Our app developers are constantly working behind the scenes to ensure our customers have the best user experience. If you send an email to aucustcare@bp.com with details about what’s not working, we’ll help get it fixed. Cheers."", 'modified': '2018-01-18T12:08:31Z'}",Takes too long to work,1,2018-01-18 03:49:18
118,False,CharbonBlue,I got the app but then find it doesn’t support linking to Velocity rewards.  I won’t be using BPme until Velocity is linked.,"{'id': 2342560, 'body': 'Hi there, for our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP until further notice. Cheers.', 'modified': '2018-01-19T07:28:00Z'}",No Velocity points?  Won’t be used,2,2018-01-18 08:02:37
119,False,Firey05,No stores with BPme - one BP near me doesn’t even show on your store finder at all.,"{'id': 2342645, 'body': ""Hi Firey05,\nThanks for your feedback and interest in BPme. The app is available at over 600 (and rising) BP stations across the country, and likely to grow to 700+ stations in 2018. To check your nearest BPme enabled station, open the Station Finder and apply the 'BPme enabled' filter.\nCheers"", 'modified': '2018-01-19T07:39:09Z'}",No stores,2,2018-01-19 00:30:38
120,False,Sp_kl,"Was so excited by this app. Was easy to set up. But been to a number of different BPs now, including a very new station and every single one doesn’t have the facilities to use the app... what a waste of my time! Way to get people into BP! Offer a product that doesn’t actually exist.","{'id': 2353492, 'body': ""Hi Sp_kl, we're sorry to hear about your experience. The app is available at over 600 (and rising) BP stations across the country, and likely to build to 700+ stations in 2018. To check your nearest BPme enabled station, simply download the app and find the nearest BP participating station in the Station Finder. Thanks for your interest in BPme. Cheers"", 'modified': '2018-01-20T22:24:52Z'}",Do any BPs actually have the facilities to use the app?!,1,2018-01-19 21:34:14
121,False,Melant,"Excellent creativity on BPs behalf creating an app such as this. I have been waiting for fuel stations to design an app to streamline what can be a painful process in filling up, especially when you’ve forgotten, the tank is low, and you need to be somewhere in a hurry.
Unfortunately the app is far too slow and not at enough BP stations as of yet, and it is almost just as easy to pay in store. Sitting in the car watching the screen load is frustrating when I could be out there putting fuel in my car. I am using an iPhone X so the phone shouldn’t be the issue.
Also the lack of velocity support is weird as that has been a big advertising push by BP over the past year or so.
Hopefully I have just had a couple of average experiences so far and will continue to use and re review when and if they add velocity support","{'id': 2353503, 'body': ""Hi Melant, thanks for your interest in BPme and we're sorry to hear about your experience. We are looking into this further to understand what caused this. Our app developers are constantly working behind the scenes to ensure our customers have the best user experience and we will pass this on to the developers. For the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new features in the future. BPme is now available at over 600 BP stations across the country, and is likely to grow to over 700 stations in the new year. You can check your nearest nearest BP participating station in the Station Finder in the app. Thanks."", 'modified': '2018-01-20T22:37:28Z'}","Great idea, poor execution",2,2018-01-20 07:06:20
122,False,luketurton,"Downloaded the app and discovered there was no option to link your Velocity card to claim points. Considering you plugged the hell out of this association with Virgin at all your stations and advertising wise, it’s ridiculous you couldn’t hire some devs worth their weight to integrate it before rolling out the app. 
So you get one star because I assume the app does what it’s meant to. I didn’t bother trying once I saw the lack of a Velocity feature. You get a second star for being easy to navigate and understand. You would have got 4 if this linked Velocity feature was in. 
For now, I’ll walk in and take 2 extra minutes out of my day to walk in store and pay and claim my points. I’ll probably never check for an update as I’m now deleting it. So much for technology lol","{'id': 2353516, 'body': 'Hi luketurton, thanks for your feedback and we hope that you receive this response. For the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. When new functionality is available we will communicate with BPme users via the app and also our website and social media. Thanks.', 'modified': '2018-01-20T22:45:03Z'}",Uhhhhh Velocity?,2,2018-01-20 08:06:00
123,False,Luciegoose,"Managed to complete registration in around 5 minutes at home on wifi. Wasn’t slow as others have written. The only problem I encountered was that once at the station it only listed around half of the pumps and then one I was at (8) wasn’t listed. Went inside to pay, attendant said it’s been happening and they’re hoping it will be fixed soon so that all pumps are detected.
Update - have since encountered “incorrect pin” problem when logging in. Despite my resetting pin it keeps saying pin is incorrect.","{'id': 2401495, 'body': ""Hi Lucie, thanks for letting us know that the app works for you now. With regards to pump 8 not being listed, it could be that the pump could have AdBlue as an option. There are regulations selling AdBlue that prevents us from offering it on BPme just yet. We will keep you updated if anything changes. If that's not the case, could you tell us which store you were at so we can ring the store and help them out. Cheers. Response to update - We're sorry to hear you had this experience. If you send a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted."", 'modified': '2018-01-25T11:06:26Z'}",Needs work,5,2018-01-20 22:44:22
124,False,3rdLion,Pointless without,"{'id': 2358797, 'body': 'Hi Lion, thanks for taking the time to review BPme. Your Velocity card cannot be used when paying via BPme. You can however continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.\nCheers', 'modified': '2018-01-22T02:57:45Z'}",Needs velocity,1,2018-01-21 02:13:04
125,False,Kinng091,It’s good we can pay using the app but what about about velocity points? App should be able to link to velocity as well so we can still get points.,"{'id': 2383060, 'body': 'Hi there, for our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP until further notice.', 'modified': '2018-01-24T00:49:04Z'}",Velocity points,2,2018-01-23 12:04:48
126,False,Dendostal,"Great concept but needs work, firstly it’s very slow to “unlock the pump”. I also had an issue with the app not switching from the “pump now” screen to the payment confirmation. I closed the app in the multitasking menu which seemed to make this happen, the only reason I knew payment went though was because my credit card sent me a push notification of a recent payment to BP. Maybe you should consider enabling a push notification as an indicator that it has gone through and you’re fine to force off? It all felt too slow and clunky, would have spent the same time walking into store and laying at one of the self serve kiosks. Also find it very ridiculous that the app doesn’t support velocity, and a reason I won’t be using the app moving forward considering I am only loyal to BP for Velocity Points...","{'id': 2394530, 'body': 'Hi Dennis, many thanks for your feedback and suggested improvement to the app, we have forwarded your push notification idea to our developers. With regards to Velocity and app optimisations, the app developers are constantly working behind the scenes to ensure our customers have the best user experience. Thank you for remaining loyal during this time.', 'modified': '2018-01-24T22:44:29Z'}",Dennis,2,2018-01-24 12:04:34
127,False,Prashanthradhakrishnan,Thanks BP for developing this app. This allows me to fuel and pay from car and not wait in long queues during peak hours.. that’s just so cool. The app works well for everything except a slight delay in the payment processing. Please improve on that and I will give 5 star 😀,"{'id': 2398817, 'body': ""Hi Prashanthradhakrishnan, thank you for the feedback, we're so happy to hear that! BPme has been developed to make everyday life for Aussies a little bit easier, so we're glad you can enjoy the benefits. Cheers."", 'modified': '2018-01-25T07:41:02Z'}",Bpme - Fuelling easy as a breeze now,4,2018-01-24 23:16:26
128,False,benny11.,"Honestly just a paywave box at each terminal would have been 100%

Spent so much on advertising for this app when the money could have been gone to making it actually work.

No velocity, some buttons don’t work, no keychain integration, time consuming at the pump would cause congestion.

Honestly just being able to open app choose pump and fingerprint Apple Pay bang done. Or just paywave/pass terminal so you can tap and go would be much better... was the most frustrating thing getting this setup so hence the review","{'id': 2424377, 'body': 'Hi benny, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum and we’re exploring new innovations to bring to market this year. With regards to your last suggestion, there are more artifacts to take into consideration with implementing paywave/paypass functionality to our pumps.', 'modified': '2018-01-28T22:43:47Z'}",Takes longer than waking inside,2,2018-01-26 11:46:24
129,False,mickinmena,Set up while tedious worked. When I first trialed the app it had difficulty finding a station. No such troubles now. Works as expected. Quick and efficient. I’ll give it five stars when you can link your velocity card to your account.,"{'id': 2420737, 'body': ""Hi mickinmena, thanks again for your feedback and we're glad to hear that! For the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Cheers."", 'modified': '2018-01-27T23:14:48Z'}",Works as expected,4,2018-01-27 11:28:14
130,False,nickimc13,"I wish I could give this 0 stars.

After going through the lengthy sign up process I thought I was all set. I went out of my way to find a BP to use the app as I had a newborn and 18 month old, I check the app is connecting to the station, fill her up and then go to checkout...wait wait wait nothing happens but the lady at the register obviously could tell I was trying to do it and runs out to tell me the app isn't working there. Well that would have been nice to know BEFORE I started filling my car up. So now I have to get both sleeping children out of the car and put them in a pram so I can go and pay. I definitely wouldn't have even bothered going to a BP if it wasn't for the promise of this app, as let's be honest, they are always 5-10c dearer than every where else.","{'id': 2424375, 'body': 'Hi Nick, our apologies for the experience you received whilst using our app; if you could please provide more information such as the specific station, time and date of the transaction we will be able to investigate further. With regards to your last issue, like any business we review prices of products day by day based on a variety of factors. If you’d like more info on petrol pricing in Australia please go to http://www.aip.com.au/facts-about-prices.', 'modified': '2018-01-28T22:36:25Z'}",Waste of time,1,2018-01-28 11:30:24
131,False,MHG-1985,I set up an account for BPme but have never used it because it stops me from getting Velocity points for my purchase. BP have been plugging Velocity for a year now only to release a payment app that excludes Velocity - seems to be an incredibly strange move.,"{'id': 2444720, 'body': 'Hi MHG-1985, \nThanks for your feedback. For the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Cheers.', 'modified': '2018-01-30T11:56:38Z'}",No Velocity integration,1,2018-01-30 04:04:09
132,False,weemankai,Won’t be using until I can redeem Velocity,"{'id': 2461264, 'body': 'Hi there, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Keep an eye out for new BPme features in the future.', 'modified': '2018-01-31T22:19:57Z'}",Easy set up but,3,2018-01-31 07:08:51
133,False,jules111111111111,Poor support from bp,"{'id': 2463622, 'body': ""Hi Jules, thank you for your feedback. If you could please provide more information with what isn't working we will be able to provide more specific help. Cheers"", 'modified': '2018-02-01T04:47:36Z'}",I’m sure it’s nice if I could use it,1,2018-01-31 21:12:01
134,False,patat2567,Great App but I just don’t use it because I can’t get Velocity points,"{'id': 2465035, 'body': ""Hi patat2567, thanks for your feedback and we're glad to hear that! BPme has been developed to make everyday life for Aussies a little bit easier, so we're glad you can enjoy the benefits. New features and functionality will be available in the future. When new functionality is available we will communicate with BPme users via the app and also our website and social media. Cheers."", 'modified': '2018-02-01T07:37:13Z'}",What about Velocity points?,4,2018-01-31 23:51:16
135,True,dsnineteen,"Does what it says on the tin but disappointing none the less. Email receipts are handy but assumed that Velocity would be included as a baseline feature, sadly I was disappointed - should have read the reviews first.

The most recent patch added nothing but the option to volunteer for extra marketing emails. If I was the developer responsible I'd be ashamed of myself.

Would recommend anybody who deletes the app, also email the customer care centre to have your account closed so your credit card details aren't in the wild once the inevitable security breach occurs.","{'id': 2022569, 'body': ""Hello, thank you for your positive feedback on email receipts and we're sorry to hear you're disappointed overall. We take all feedback on board and are committed to evolving and improving our unique new offer over time. New features and functionality for BPme will be made available in the future and we hope you can enjoy the benefits."", 'modified': '2017-12-13T23:54:48Z'}","No Velocity, no deal",2,2018-02-01 07:48:30
136,False,Zubairismail,"Just letting you know there is no benefit of this app if there is no collecting for points 

That what I think","{'id': 2474893, 'body': 'Hi Zubair, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Unfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.', 'modified': '2018-02-02T05:40:47Z'}",Hi,5,2018-02-01 19:45:18
137,False,Mmrahmani,"If the feature of collecting Velocity Points added to the app, there would be nothing to expect more from this handy app.","{'id': 2475873, 'body': ""Hi Mmrahmani, thank you for the feedback, we're so happy to hear that! BPme has been developed to make everyday life for Aussies a little bit easier, so we're glad you can enjoy the benefits. New features and functionality will be available in the future. When new functionality is available we will communicate with BPme users via the app and also our website and social media. Cheers."", 'modified': '2018-02-02T07:41:28Z'}",Velocity Points,5,2018-02-01 22:16:22
138,False,KIMP SYD,The app takes forever to open and authenticate on an iPhone X,"{'id': 2475909, 'body': ""Hi KIMP SYD, we're sorry to hear you had this experience and thank you for letting us know. We are looking into this further to understand what caused this. Cheers."", 'modified': '2018-02-02T07:44:52Z'}",Painfully slow,1,2018-02-01 23:24:28
139,False,My notso Expert Opinion,Never actually works when you’re at the pump. Always technical issues. It’s a no from me. Just made me dislike BP where before there was no feelings of dislike. Lol. Bye.,"{'id': 2482548, 'body': ""Hi My notso Expert Opinion, we're sorry to hear that and we really want it to work for you! If you drop a note to aucustcare@bp.com with details about what’s not working, we’ll ask our BPme team to lend a hand. Cheers."", 'modified': '2018-02-02T22:09:42Z'}",Not good,1,2018-02-02 09:06:39
140,False,Hodgkie,No velocity no play,"{'id': 2487942, 'body': 'Hi Hodgkie, thanks for your feedback. For the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers in 2018 and beyond to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Keep an eye out for new BPme features in the future. Cheers.', 'modified': '2018-02-03T22:13:26Z'}",Velocity link,1,2018-02-02 22:10:04
141,False,craigbro159,"I went to use the app for the first time today after setting up the app about a week ago.
Logged in with my PIN once I got to the servo, told it what pump I was at and it said I was good to go!
Put fuel in my car and drove away! Then the app said “there was an issue, keep driving and we will contact you later”
Ahhhhh did I just drive away without paying?? Got a txt about 10 minutes later asking to tap the link and to pay for the fuel. Which I did (with the same card that didn’t work in the app). Thought I would go in and check the card details which I couldn’t do so I just deleted the card details and went to re-enter them. Now the app doesn’t want to take my card details. 

What a waste of time!","{'id': 2526227, 'body': 'Hi Craig, what you did in that instance is correct, if the connection to the payment service drops it will attempt to reconnect whilst you are on your way and the text that you received will be sent if the app cannot reconnect to take payment. With regards to you not being able to re-add your card details, we are looking into this further to understand what caused it.', 'modified': '2018-02-07T22:22:20Z'}",Looks great but doesn’t work!,1,2018-02-07 01:14:39
142,False,Avgjhbhjbkjnjnj,I love the idea of this app and have used it a few times but the app is very slow and it’s actually quicker to go inside & pay.,"{'id': 2522170, 'body': 'Hi Avgjhbhjbkjnjnj, thanks for your review and interest in BPme. We are also sorry to hear you had this experience and thank you for letting us know. We are looking into this further to understand what caused this. Our app developers are constantly working behind the scenes to ensure our customers have the best user experience and we will pass this on to the developers. Cheers.', 'modified': '2018-02-07T11:43:46Z'}",Good core functionality but very slow,4,2018-02-07 02:19:47
143,False,dub head aotearoa kai te pai,"Thought I’d check it out.

Yes easy to use, but when checked my statement, $1 for POS was also charged.

Now there will be a small print to say this, but throughout the sign up process this was not easily noticed. So sneaky sneaky BP!

So effectively, Petrol will be more expensive using this app.

Will now shop elsewhere due to this experience.","{'id': 2539702, 'body': 'Hi dub head aotearoa kai te pai, thanks for your review. BPme is free to download, however as with many mobile payment apps, there is a $1 pre authorisation hold by your financial provider to ensure the method is valid. This will be released by your financial provider. The time it takes will vary depending on the card issuer or bank. We suggest you contact your bank directly if you have further questions. Cheers.', 'modified': '2018-02-09T07:18:18Z'}",Hidden charges,1,2018-02-08 21:19:44
144,False,AxeIsForChop,Have used it several times now without an issue. By the time I put on the fuel cap and get back in the car it has already processed the payment. No more waiting in store for people buying coffee etc. and especially good when getting fuel after hours.,"{'id': 2546299, 'body': ""Hi Lickaburn, thank you for the feedback, we're so happy to hear that! BPme has been developed to make everyday life for Aussies a little bit easier, so we're glad you can enjoy the benefits. Cheers."", 'modified': '2018-02-09T23:48:21Z'}","Works well, love the convenience and not having to wait",5,2018-02-09 16:24:05
145,False,CosmicFTW,"My first time using the app on way to work to save time. Unlocked the pump quick. Filled up car, sat waiting for confirmation, eventually a pop up told me delay in sending email receipt and I could leave station.  Thought I better go in and check. Guy was frantically going between two terminals and told me he couldn’t get it to go through.  Eventually paid on card after he assured me I wouldn’t be charged twice.  Was late for work as it took twice as long as normal.  Was soo hoping this app would be a good timesaver but I’m apprehensive to try it again.  It really needs to be a cloud system rather than needing an operator in store to manually process it, defeats the purpose imo.","{'id': 2554804, 'body': ""Hi Cosmic, sorry for the inconvenience. It sounds as though this particular BP is independently owned and operated. This means that payment methods may differ from other BP service stations. If you can advise of the stations name we'll pass your feedback on to the owner."", 'modified': '2018-02-11T22:09:52Z'}","Told me to leave station, lucky I didn’t.",2,2018-02-10 19:39:25
146,False,bdavid100,No option to add Velocity card so have to go I store anyway 🤔 🤨,"{'id': 2554801, 'body': 'Hi there, for our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP until further notice.', 'modified': '2018-02-11T22:08:29Z'}",Handy but...,4,2018-02-10 20:19:06
147,False,Adam Avery,Decent application almost complete! If I could use my velocity with this app it would be perfect and I would use it but sadly it’s been months and still nothing. Sounds like this is echoed with other users.,"{'id': 2566134, 'body': 'Hi Adam, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is always evolving and we are planning to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. \n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.', 'modified': '2018-02-12T23:43:27Z'}",Decent app. Needs Velocity integration!,2,2018-02-12 12:46:41
148,False,Deka75,I was pleasantly surprised that this worked so seamlessly. It’s about time someone came up with a better way to line bust at petrol stations. Cafes have been doing it for years,"{'id': 2579694, 'body': ""Hi Deka75, thanks for the feedback, we're so pleased to hear that! BPme has been developed to make everyday life for Aussies a little bit easier, so we're glad you can enjoy the benefits. Cheers."", 'modified': '2018-02-14T08:28:11Z'}",Time saver,5,2018-02-14 01:09:10
149,False,Gtee45,"Haven’t started using the app yet, but going through the setup atm. 

From looking through the system I’m wondering if it’s doable to set up a pre pay option, I use gift cards to manage my budgeting, etc. which is fine, however you have to keep track of your remaining balance etc as you can’t easily check your balance. 

If you could charge your bp me account it could be handy. 

Also velocity needs to be added to make this useful","{'id': 2596592, 'body': 'Hi there, unfortunately the functionality you require; in relation to gift cards, is not available through the app. With regards to Velocity, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Unfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points. Thanks', 'modified': '2018-02-16T00:24:47Z'}",Suggestions,3,2018-02-15 06:07:27
150,False,Huddo2010,"Sadly not linked to velocity or highlighted anyway.
Pity","{'id': 2611385, 'body': 'Hi there, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. \n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.', 'modified': '2018-02-18T23:08:58Z'}",No virgin velocity interface,3,2018-02-18 08:46:40
151,False,Nov16-,Support Velocity Rewards please,"{'id': 2611382, 'body': 'Hi Rex, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. \n\nUnfortunately Velocity Frequent Flyer isn’t able to award points retrospectively if you have used the app to accumulate points.', 'modified': '2018-02-18T23:08:43Z'}",Support Velocity Card Please,5,2018-02-18 11:35:04
152,False,Nathanh29,"Since I still have to go in to swipe my velocity card, this app is redundant. Great idea and I want to use it, but in its current form it’s a waste of space. 

Also I’ve read the other reviews and the developer replies; Yes I know I can use velocity in store but that defeats the purpose of this app. What a strange and dismissive response to customer feedback.","{'id': 2622356, 'body': 'Hi Nathan, were sorry to hear that you feel our responses are not ideal. We use these blanket responses to respond to the user and try to educate others in the process. Our developers are working to implement a loyalty scheme soon. Many thanks', 'modified': '2018-02-19T23:49:46Z'}",Non-starter - no rewards,1,2018-02-18 22:19:31
153,False,Cazafitz,Only set it up to get a $10 deduction from using Amex went through the setup process and enabled the pump through the app. Filled up the car. Then get a Authentication error and have to pay in the store.  No discount and a lot of time wasted to pay more at BP. Won’t be using BP or  be app in future as they are never cheaper anyway.,"{'id': 2622215, 'body': ""Hi there, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum. If it's possible or if you decide to use the app again and/or come across this error again can you provide a screen grab to aucustcare@bp.com?"", 'modified': '2018-02-19T23:09:14Z'}",Deleted,1,2018-02-19 07:49:12
154,False,Sambuffdude,I’m sure it works but I use a password vault and the password field doesn’t allow pasting passwords. No problem I’ll switch between apps and type it manually. Nope the bp app resets the login fields every time I switch back.,"{'id': 2622126, 'body': 'Hi Sam, thank you for your feedback which we have fed back to our developer team. We’re continuously working with our developers to ensure the user experience is optimum.', 'modified': '2018-02-19T22:46:45Z'}",Can’t login,1,2018-02-19 11:45:07
155,False,Beware! 😡,"The app is a waste of time because it does not allow customers to earn Virgin Velocity Points. This seems really strange given how easy it would be to include this functionality, and the fact that BP have spent so much time, effort and money promoting the Virgin Velocity relationship.","{'id': 2633052, 'body': 'Hi there, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning to implement a loyalty scheme soon. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.', 'modified': '2018-02-20T22:51:04Z'}",No Velocity Points,1,2018-02-20 11:47:10
156,False,Spyderdsn,After successfully registration and setting up the account via PayPal I’m unable to login. The app accepts my login details but after loading trows me back to the login screen without an error. Tried to close the app and restart whole process without look. Good idea but this app feels not ready...,"{'id': 2646353, 'body': ""Hi there, we're sorry to hear you had this experience and thank you for letting us know. We are looking into this further to understand what caused this."", 'modified': '2018-02-22T05:04:28Z'}",Unable to login,1,2018-02-21 08:42:49
157,False,Donut152,Downloaded it and set it up. But won’t be using it until such time they implement having your velocity number used in the app. Thanks,"{'id': 2646340, 'body': 'Hi there, for the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2018-02-22T04:59:39Z'}",No Velocity,1,2018-02-21 10:18:06
158,False,Mino Berry,"The app is beautiful- well done for the user interface and setup but i share the opinion of many here, where this app should not have rolled out without the integration of the Virgin Velocity reward point scheme -It’s a big reason we shop at BP. Until this enhancement rolled out, i won’t be using the app to pay for my fuel and therefore 1 star for this app as it’s next to useless for now. A suggested enhancement - the app should tell you the price of fuel at each store location, so you don’t have to use a third party app for this information.","{'id': 2650173, 'body': 'Hi Mino, thanks for your feedback. For the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers this year and beyond to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Thank you also for sharing this suggestion with us. At this stage we have no plans to integrate fuel pricing into the app. Thanks.', 'modified': '2018-02-22T11:01:53Z'}",Needs  work,1,2018-02-22 01:24:52
159,False,Thisismegainoz,I incorrectly typed the wrong pump number. There is no facility to cancel :(,"{'id': 2673908, 'body': 'Hi there, we have advised the developers that this functionality has been requested and once it is added to the app users will be informed.', 'modified': '2018-02-25T23:35:32Z'}",Doesn’t allow mistakes,1,2018-02-24 04:59:02
160,False,Thisappisawaste63738,"Register
Set password
Then log in.  Goes back to main screen asking you to register or login","{'id': 2691049, 'body': ""Hi Thisappisawaste63738, thanks for letting us know and we're sorry to hear that. We really want it to work for you! If you drop a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted. Cheers."", 'modified': '2018-02-27T10:02:04Z'}",Doesn’t work,1,2018-02-26 08:31:12
161,False,Shez8180,"So not having to go into the store to pay was fantastic but I don’t like that I’m charged $1 EVERYTIME I use bpme!

Great idea but stupid to make people pay for it because the app already cost $1 
We are already giving you our money with buying your fuel 

I love bp fuel because my VW and my fiancé’s 3 VW’s run the best with it so we will continue to fill up at bp.","{'id': 2697197, 'body': 'Hi Shez, BPme is free to download, however  as with many mobile payment apps, there is a $1 pre authorisation hold by your financial provider to ensure the method is valid every time you authorise a payment (regardless of its success or failure). This will be released by your financial provider. Your financial provider will be able to give you more information on how long it will take to be released, but generally for financial cards like VISA, AMEX and MasterCard, the pre authorisation hold will be released from the account within 3-10 days. With all PayPal transactions, your account will show the $1 pre authorisation hold for 29 days and will feature as a pending payment in your account.\n\nWe suggest you contact your bank if you have further questions.', 'modified': '2018-02-27T22:37:07Z'}",Just Used BPme for the first time!,4,2018-02-27 09:45:48
162,False,Iphoner82,"It works well, when it works. But be prepared to get SMSes, emails and even having the attendant tell you that you haven’t paid despite using the app.","{'id': 2724016, 'body': 'Hi Iphoner82, thank you for your review and feedback about what you experienced- it is not the customer service experience we aim for at our BP stations. If you could please provide more information such as the specific station, time and date of the transaction I will be able to pass it onto the relevant team to investigate further. Also, if you drop a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted. Cheers.', 'modified': '2018-03-02T10:42:44Z'}",Too much room for error,1,2018-03-01 23:29:58
163,False,Danny.R,"Saw the app advertised, immediately downloaded and installed the app. Then went to set up payment method but discovered it's not possible to add BP fleet cards as a payment method.","{'id': 2737150, 'body': 'Hi Danny, BP has a dedicated app for BP Plus card holders, called ‘ BP Plus Fuel Card - BPme’ which has unique features and benefits for our BP Plus card customers to save time and easily manage your fuel expenses. We are currently working very hard to get BPme for BP Plus running with all BP Plus cards.\n\nAt present, we are updating our offering to include all BP Plus cards (including cards with limits and those from third party companies).  This is expected early this year.', 'modified': '2018-03-04T22:52:22Z'}",Great idea!,3,2018-03-03 11:23:42
164,False,Eddy 'Boss' Vision,"Second time I use BPme. 
Pulled up at pump. Opened the app. 
Wife: ‘How is this faster?’
Waiting for app to load. 
It asks me to log in. 
Wife: ‘How is this faster?’
Type in username. 
Type in password.
Wife: ‘How is this faster?’
Loading. 
Mother’s maiden name?
Wife: ‘How is this faster?’
Me: ‘It’s not!!’
Got out, filled, paid attendant.","{'id': 2733075, 'body': 'Hi lyons86, thanks for your feedback. BPme has been developed to make your life a little bit easier, but we still want to ensure your personal details are safe and correct, which is why there are a few steps to registering for BPme. Make sure you have the app downloaded to your smartphone and your payment details added to make refuelling faster on the go. Cheers.', 'modified': '2018-03-03T22:46:48Z'}",‘How is this faster?!’,1,2018-03-03 11:39:37
