,reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
384,gp:AOqpTOFzauyl22K9Z-5GP0Qcqxo2QXIakf1p-vufG8AzgzxdQuU33Og10Zk8a2FQFBvFiANCj8OyUnebknWA,Gamer 387,Rip off - Charged £84.00 authorisation fee on £15.00 of fuel. Now have to wait up to 10 days to get this back. What a joke. Avoid this app.,1,0,1.34.0,2018-10-20 19:49:15,Hi there. It sounds like something might have gone wrong. Please drop our support team a line at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW,2018-10-26 18:09:24
385,gp:AOqpTOFnIFbNjDAu5tuAi8JjQSIvpKa0YYnC96r7BmawTZybLinFAxH59JD1FNXS54gTKEP8JiO0eKiJAAMb,A Google user,Thought it would be more difficult than it was. The app is quite intuitive.,5,1,1.34.0,2018-10-21 00:52:29,Great to hear! Thank you for the feedback. Enjoy the app. ^AW,2018-10-26 18:10:09
386,gp:AOqpTOEj5Xi8URa08HSLaUurXZfcjkB-thpwnZI0Ak30dak-jiPCFEnJSrpTHHARQaXIQ2nDTLmcl8XSCQHi,Shahin GN,"Everything seemed fine until I pulled up & tried to select the pump number... At which point I was told of an error, and then the app refused to open again. Nice if it had worked as I would have avoided having to leave our 1 year old in the car, and saved £5 through a HSBC Visa offer. Won't bother trying again",1,2,1.34.0,2018-10-21 03:50:05,Hi Shahin. Sorry you had an issue using the app. If you'd like to drop our support team a line at bpmeuk@bp.com they'll take a look into it for you to stop it happening again. Thanks ^AW,2018-10-26 18:12:08
387,gp:AOqpTOFfoU7EyfgAXWq2VwcScEwZbtpXn6bCXVJE9nzq3ku311WK5KyFIanY7dPwtYnQXovY-SbIlU63mAJS,Gareth Mercer,"Simply doesn't work. Staff literally just ""grunted"" when queried (despite the app being advertised on every pump!). Deleted.",1,1,1.34.0,2018-10-22 04:26:58,Hi Gareth. Sorry you had some issues using the app. Our support team may be able to help if you'd like to drop them an email at bpmeuk@bp.com Thanks ^AW,2018-10-26 18:15:33
388,gp:AOqpTOGJlLN7i1LDZ4bTGZLImlqakcYKqFAJCBVaAhyaBnnaq-JE_uPAYfBpgbNxtFXLnBIO7wwRLYDeb8uA,Samran Hussain,Brilliant I like it,5,0,1.34.0,2018-10-23 20:11:52,"Thanks Samran, we like your review! Enjoy the app. ^AW",2018-10-26 18:16:21
389,gp:AOqpTOG7WhvOD5R6W-fSSJbMbqd0MWsl_0Ffl4ihxtGVCGdzKzBv0VFN2YmT0MtAxuNULXifQDYp_O5hD11W,David Jeffery,"Worked great, then all of a sudden I get errors, cannot log in, pin number is incorrect and so on. Told to uninstall, re install, change pin etc and it's just made things worse. Can login but no pin numbers work.",1,2,1.34.0,2018-10-25 01:38:13,Hi David. Sorry you're having issues logging in. If you drop our support team a quick email at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-10-26 18:26:45
390,gp:AOqpTOG0E-gYS9wjc7Ym5qUvP72qeLtmldoQwxcCtagKzLsePqUmTRurFd2ftrPMy-y6EU2Rs8lhPBBv4_Uw,A Google user,"Out of 5 attempts at 4 different stations to use the app, only one worked. Either the pump doesn't unlock, or the transaction aborts while filling, so have to go inside to pay. Can the staff cancel a transaction unilaterally? Smells of sabotage... I'll give it one more try, but if it fails again, it'll be deleted.",2,1,1.34.0,2018-10-25 01:57:22,"Hi. Sorry you've been having some trouble. Hopefully it will work for you this time, but if you're still struggling, please drop our support team a line at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW",2018-10-26 18:28:27
391,gp:AOqpTOGrsDDQRKwKY_ZTvLu-Nnh-wWbecgwcOUWhKJGPecoZ_NybBAMCasKEwzZEZXPSKGZufTqRK6MHRRKg,Emma Burnell,DO NOT USE THIS APP!!! I was charged via the app for petrol (the worng amount) and asked 5o pay the correct amount in-store!!! 15 days later and no one is interested in refunding the £51.85. Disgusting service!!,1,1,1.34.0,2018-10-25 20:31:28,Hi Emma. We're really sorry to hear about this. Please can you contact our support team at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW,2018-10-26 18:32:24
392,gp:AOqpTOGSGK784hbmXNe1uuENTNWuxUeA-Rkf-IDfRnhyEDoj-VQVBDaX6qDiiZPh542qAF7Pf6Sj0aprdsts,Luke Grant,"*UPDATE. has not been working for the last month evertime i try to use the app i get a message about something going wrong and makes me start again, was great for the short period it worked but the app is now useless. Whoever came up with this app your a genius, being disabled and unable to go in and pay for fuel i can finally buy petrol myself, no longer do i have to rely on others to do it for me. Its a little bit of independence gained but makes a huge difference so thankyou. To all those people moaning that it stops 50p short im not sure what the problem is, yes it slows 50p short but doesn't stop until you reach the amount you want.",1,3,1.34.0,2018-10-27 00:38:23,"Hi Luke, thanks so much for taking the time to review the BPme app. We are really glad that this has helped to make a difference to your day-to-day independence. will be sure to pass your comments on to the team. If you have any suggestions for further improvements then please let us know on bpmeuk@bp.com. Thanks again from the BPme team",2018-02-23 21:58:49
393,gp:AOqpTOHuLziyShU2ujmtIEqPdwZHjS0n13-Wru5fsIKuP-6r5xDIJNoMVsd8YqTfo1SlPtfD4f2h-nk1nF9f,Miklós Pető,Useless rubbish!,1,1,1.34.0,2018-10-29 16:39:25,Hi Miklós. Sorry you had some issues with the app. Please email our support team at bpmeuk@bp.com and they'll help. Thanks ^AW,2018-11-02 00:14:06
394,gp:AOqpTOHAbNyp5haRyIBJmrZNpwC5AMnwMR8DSug7ZFP13JDgtBHjPvPrGhmGy0pdqVzzckFmEKLW8PzvrwtU,StratzTn1 Radio,Glitchy and hardly usable,2,0,1.34.0,2018-10-29 23:57:16,Hi. Sorry you've been having some issues. Our support team can help if you'd like to drop them an email at bpmeuk@bp.com Thanks ^AW,2018-11-02 00:15:21
395,gp:AOqpTOHfTAB9HeA6pbdrAyp4YGHvfD5egZVFRiGUJn2cA6mtxdrCi7XzSybmSo8WMznKipa7wHrwVQiCbXLv,cooper pup,"Was good, really good but seems to crash or just not start up most of the time now",1,0,1.34.0,2018-10-30 14:58:06,Hi there. It sounds like something is up. If you drop our support team a line at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-11-02 00:18:20
396,gp:AOqpTOG8yJSvNpJmlOkg24P_r4OcwZv9XMJmFHcM5zItUokM_EjSadlgJNLd2mDwwwxGlHm5ibMSu95CaZ1j,A Google user,"First visit to BP it worked fine, last two visits it kept coming up with technical issues which wouldn't allow me to select a pump to pay for it via the app.. I didnt bother buying fuel in the end... Sort out these 'technical' issues and it would be a good app.. Update.... Still with technical issues a week on from my previous attempt... That's 3 occasions.. Not worth using the app anymore",2,0,1.34.0,2018-10-30 19:29:19,"Don't give up just yet! If you drop our support team an email at bpmeuk@bp.com with the details, they'll take a look int it for you. Thanks ^AW",2018-11-02 00:19:43
397,gp:AOqpTOHkqVx7FS3do9rHN4145qY1b7KxeIJe-WH5C57IAag_8egy7pK3cI-acmCVyk8K3pA60voieOPyEUQt,A Google user,Glitchy as hell. Slow. Crashes a lot. Doesn't let you fill up the full amount you need. Nuke it and start again.,1,1,1.34.0,2018-10-30 22:07:57,"Hi there. Sorry you've been having issues. If you drop our support team a quick email with the details, they'll take a look into it for you. Their email address is bpmeuk@bp.com Thanks ^AW",2018-11-02 00:21:12
398,gp:AOqpTOF2_zxL_FHPQkwtDcOV_4t6ZoNi_o3RvBiHO7uRJrrRIu5w7iBGR6JIYVzr01Gf10tTAAT0zl3QrE2Z,A Google user,"Created an account, kicked me out by telling me incorrect password , reset it, kicked out again, reset again and so on. Useless.",1,1,,2018-10-31 04:20:24,"Hi there. Please make sure you have the latest version of the app installed. If you do and you're still having trouble, drop our support team a line at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW",2018-11-02 00:22:35
399,gp:AOqpTOHmm7A9Jo4ZKBWtDg5_BdcFhY8S7ajR7xmQIfd6_PRqfDr8i0QoXQ4uJd3nS7BENYRIWF2aCbJEIX78,Steven Feasey,"Unable to add a payment card. Doesn't even let me try. Just says no payment added. The Esso app on the past was just as bad. Don't use any of these fuel apps at the moment, as there is nothing more frustrating than fiddling with your phone on a petrol forecourt - when paying by card is so easy. Please test your apps fully before using the public as testers.",1,1,1.34.0,2018-10-31 14:59:27,Hi Steven. Sorry you're having trouble adding a card. Our support team can help if you'd like to drop them a quick email at bpmeuk@bp.com Thanks ^AW,2018-11-02 00:24:10
400,gp:AOqpTOHXSSSbCoJrrzaq0VAYmI9dTYzJHhEV7mZSDIcl-Zun5RDMdSEUqrnh4brXV6Kw_LzXkWT_t2FU7Iyq,Paul Missen,App was great on Google pixel phone but won't open on Google pixel 2,3,0,1.34.0,2018-10-31 20:02:25,Hi Paul. Please drop our support team a line at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^AW,2018-11-02 00:25:10
401,gp:AOqpTOFl-cD7Atyl4iBy4FMj_0G4zliaatO3iiRT8YNXvX4khS8zdx6a3zEFcg1i7vE1yeaADVIi5S2yIG9s,A Google user,I can not open a thing or move anywhere after I log in Worst app ever And it suppose to make BP customers life easier So disappoint!!!,1,1,,2018-11-01 21:49:53,Hi. Sorry you're having trouble with the app. Our support team can help if you'd like to email them with the details at bpmeuk@bp.com Thanks ^AW,2018-11-02 00:26:42
402,gp:AOqpTOFW0BB9V5pU7rb8Wxj4t45OLdwH5yHnD4xlJPueKKZVJZmaBMGCIJQ0sHxPFMJ8OY4rkQC8036REsyq,E P,Amazing app very convenient,5,1,1.34.0,2018-11-02 19:53:10,Thanks Etienne. Really glad you like the app. ^AW,2018-11-08 21:34:20
403,gp:AOqpTOHLxjmj7aFH6u_5PFAzoyTgIfF_M4odmpxW2-Rt2gB0o9ZWqCd5a0Aw683PrjlUvnUjUYdC7VNLYThu,Bernard Fox,Same issue as previous comment. Now App doesn't open!,1,1,1.34.0,2018-11-03 03:34:48,Hi Bernard. Please drop our support team an email at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW,2018-11-08 21:35:23
404,gp:AOqpTOFZazxUMUEP7ACsUV08ak4qyp86bAKh7bMxOZYY6SqRhD64YPH3smXOdLt-L2F7RTHCVi3MpeXQ2rMQ,Andrew Camp,Such an easy way to pay no queues and easy App to use,5,1,1.34.0,2018-11-03 20:03:01,Welcome to the future of filling up Andrew! ^AW,2018-11-08 21:36:10
405,gp:AOqpTOGLAntP4ZAHmuYtsbXt1qHsoxTSnSfomy45jyXUBAqmFwJ8imRyo2-yuVx2XqNwg07VQRqA3qRRveXf,txwow Channel,the best,5,0,,2018-11-03 20:28:13,Thanks Awaw! ^AW,2018-11-08 21:36:54
406,gp:AOqpTOEEooJydDHLFX8tnEtw5M1-fhuJxoWAn20dLfHndjAue6ZHiOgHFn9At2li1bWW1Orq-uLwgPMp8LTI,abdelali rohmat,Just managed to register my email. The app wouldn't go anywhere tried several times just won't work,1,1,1.34.0,2018-11-04 08:59:55,Sorry you're having trouble logging in Abdelali. Please send our support team an email at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW,2018-11-08 21:38:23
407,gp:AOqpTOEbc-c1Zvqgzlwsh4eDD3StpOA-_oZJl2DYE-Xr4qa3FMod8BqfhIP-c7BL4qD3FPglAcqZcBWSaRLF,Mike Wright,"The app works fine and is really useful when filling up. The only thing that I would like to see is the ability to save the current mileage. I, like many others I suspect, record my mileage and fuel purchased to calculate mpg figures. As it is I have to remember to write down the mileage when I fill up. If the app could (optionally? ) ask me the mileage that would be great.",4,10,1.34.1,2018-11-05 18:13:26,"Thank you for the review Mike. We're always looking for ways to improve the app and make it more useful to customers, so we'll take your thoughts about the mileage and fuel tracker on board. Thanks again. ^AW",2018-11-08 21:41:08
408,gp:AOqpTOFWrzrVhyTgXcOsZp8DC_y97EEtropTc1IPJzAePLHcvtfl7avh3QL6mMWa3t4TfbYpBquw_1ss_Kn9,Tim Cossins,Brilliant app for paying for fuel,5,0,1.34.1,2018-11-05 20:53:53,Really glad you like it Tim. Thanks for the review. ^AW,2018-11-08 21:41:53
409,gp:AOqpTOHrd9vnC5YSciCVN1J8slLYYz1pdMnlKKWCV7WdR2ByOBTlv6cU_7livJNQxjl6CSapHMV3BoNeJKfJ,A Google user,absolute rubbish doesnt even open says i have no internet connectio which is rubbish all my other app work fine,1,1,,2018-11-05 21:21:53,Sorry you're having issues with the app. Please send our support team an email to bpmeuk@bp.com and they'll help. Thanks ^AW,2018-11-08 21:42:57
410,gp:AOqpTOHOsTU3oVtUF7Y31ABWUNR4VWpWUTyhGjXr5vtAKQ1qrk5g2jtcEv2eY5Fd90uAJvXDIpqZ1cAw8kjG,Daniel W,Very simple to use and confirms after use,5,1,1.34.1,2018-11-05 23:41:16,Great to hear it's nice and easy to use Daniel. Thank you for your review. ^AW,2018-11-08 21:43:44
411,gp:AOqpTOExs7p1y3fvEFiMw1Mvtlp9EqQs6RgrSs_fs1Cpmhd65OHEmoR7vEdOa7ZDB4_5_bxBgnfD6VyVHNK6,A Google user,Like the idea of it but would be better if you could choose to do it via how much litres of fuel you want instead of just price.,1,4,1.34.1,2018-11-06 01:56:15,"Thank you for your feedback. We're always working to improve the app for the future, so will take your thoughts on board. Thanks ^AW",2018-11-08 21:45:21
412,gp:AOqpTOFfPeAvRFPDt7JDscBa3tdPrwjtc6GuLXxVRN0Mmi9VZIIY9t0PjH2JiSjyIrFkx9TDyWszwuh6qV5W,Philip Hales,"Found station but, couldn't select pump so couldn't use.",1,1,1.34.1,2018-11-07 16:43:36,Hi Philip. Sorry you had some issues selecting the pump. Please drop our support team a quick email at bpmeuk@bp.com and they'll look into it. Thanks ^AW,2018-11-08 21:46:53
413,gp:AOqpTOFE-YdaOTKeI86gbJi1l1asZmQXfGLxDYMKMOwZ-6olx-1fTRP4hT7IWHMttA4yfWogHvVB9l7Oz0YT,Janos Kari,Great app.,5,1,1.34.0,2018-11-08 16:07:53,"Thanks Janos, really glad you like it! ^AW",2018-11-08 21:47:49
414,gp:AOqpTOGqOgBlos3Sac9YoL-oirNcR8xJD-pJxTW0ZEKtAzdiMbSj9xPuo3gTS0UPV-Ncg5PRt3XHvV0ogWvC,s s rami,When entering my pin it constantly loads! Tried with full 4G signal and WiFi.,1,0,1.34.1,2018-11-09 00:33:03,Sorry you're having trouble logging in. If you email our support team at bpmeuk@bp.com they'll help you out. Thanks ^AW,2018-11-16 20:06:48
415,gp:AOqpTOHTi0kTVqqPzFwbRHcZzUEyBXPDgHoc1wnkggrWbnJrkkc_V3XK4KDZCEvY6xPsyBxo3jaA-rRb1BLA,A Google user,"No more queuing to pay for petrol, far and safe. Don't even need my wallet.",5,0,1.34.1,2018-11-09 06:43:34,Really glad to hear it's helping you fuel up faster! Thanks ^AW,2018-11-16 20:07:44
416,gp:AOqpTOHgj60Ku80QHUXxjZcbpYyaMwcqx5yvidAHJTtPaVlukD9KJ9aPkWacBcfwrkMSvf6J1G8qiCf6kI0s,Its Llew,"Awesome app. Speeds things up no end, unless it's in a 4g deadzone (maybe look at putting customer WiFi in at your forecourts). Been using for over a month and no technical faults. However, there has been the odd human fault. Like some of the more elderly customers not understanding the app, and trying to stop me from ""leaving without paying""... ...but, I digress. Awesome app!",5,21,1.36.1,2018-11-10 01:17:33,Thank you for the review. We're really glad you like the app and it's helping to speed things up at the pump! ^AW,2018-11-16 20:10:39
417,gp:AOqpTOF7N2eP7-irxK5pdN3k91UAf1hh5PRny9rNpAVtRIdi0UhLajIOXgA4_lTFIEZjEuEdeoRRRUu8BAq2,Adrian Calderwood,Super lazy but wonderful,5,0,1.36.1,2018-11-10 02:26:07,"Not lazy Adrian, just saving you a bit of time that you can spend elsewhere ;) Thanks for the review, we're really glad you like the app. ^AW",2018-11-16 20:11:51
418,gp:AOqpTOFu7FP876Wsi12bOgISsQZwzJ5vEtUBag9k86AN8tHOigc1by2ls9-Edbcu0WOud4cSK-_9SN4Q5Sqi,Mark Dickinson,"Blocks payment card EVERY time I use the app. Uninstalling now, easier to pay in store.",1,3,1.36.1,2018-11-10 04:36:19,"Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:15:31
419,gp:AOqpTOFxBonsmK3HgIdaFhjI7awysY7wAV_GUtL_E6vP9C0KiwRkBUcrfOaMbHWBHZHwek6ySf9hY0Lr-fhA,Alan Jolly,Says Nectar card password is incorrect even though it is definitely correct. Won't be fueling with this app and missing out on points. Emailed customer support as advised. They couldn't help and in the end didn't bother to reply,1,4,1.36.1,2018-11-11 14:44:23,Hi Alan. Sorry to hear you've been having issues linking your Nectar card. Please can you drop our support team a line at bpmeuk@bp.com and they'll help. Thanks ^AW,2018-10-05 19:24:11
420,gp:AOqpTOHOBkvH-XZb6cQMyPSGWZ0fpI8csrRqPtC4vZAGDWcCGXqm2xNlA1SjGG-I-rFOMHyL7YhRvTArCRLF,Chris Hammond,"Installed and set it up, not a problem, went to use it, no chance, put pin in and the icon in the middle spins and spins and spins!",1,1,1.36.1,2018-11-13 01:23:55,Hi Chris. Sorry you've been having issues logging in. Please drop our support team a line at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^AW,2018-11-16 20:13:47
421,gp:AOqpTOEuOALqhxigfZw1yPXaTk9DHlZfL-Wpsq3-SCljddxCXToFflny1UZnPZB1Du7JwkBXfArg3d4YQeVv,Pea Abrahams,"App won't find my local BP station, just freezes everytime I try to locate it",1,1,1.36.1,2018-11-14 00:26:48,Sorry you're having trouble locating your nearest station. If you drop our support team an email at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-11-16 20:15:46
422,gp:AOqpTOEzVszlCFMszm1Mj3hXAMJFXNC0uPNTbOtmc_JAlYDUSLehtNu7r7fGCqHSTBjeIH5JBNsBz5rHCVKM,Stewart Lawrence,Spinning circle after pin Bored now uninstalled it,1,0,1.36.1,2018-11-14 04:16:10,Sorry you're having trouble logging in Stewart. If you email our support team at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-11-16 20:18:20
423,gp:AOqpTOEPLjXI11cMyNi9ahIPp0yTw1YWE3AFwVpncgnHsEocN4hcD8xfGzSwEa_J_fchkgCR2VcF33ZmvjyA,Neil Wruk,Waste of time downloading the app. Couldn't even get thru the login stages with creating an account. App won't accept passwords and emails with links to click on also don't open.,1,9,1.36.1,2018-11-14 04:27:10,Hi Neil. Sorry you've had trouble setting up the app. If you email our support team at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-11-16 20:31:48
424,gp:AOqpTOHX44_v5pHp_o0El4Fiv3MgPyL63bqzo71viGMMYar18F21KTVl4RM02S738jKVSvS24_qfbK8XiMM6,bruce johnstone,"I went to get fuel at local station, the app froze i thought payment had gone through....no sign of payment on bank account and app will not sign in since leaving!!!!! After a few hours contacted the station who said payment had not gone through, and they were sending a letter.they are unable to take payment over the phone!!!!!! When offered😡😡 I now have the embarrassment of AND inconvenience having to go in station to make the payment🤬🤬🤬🤬🤬 Will be deleting the app App is a complete waste of time",1,4,1.36.1,2018-11-16 20:22:31,Hi Bruce. We're really sorry to hear this happened. Please contact our support team at bpmeuk@bp.com and they'll look into what happened. Thanks ^AW,2018-11-22 20:37:28
425,gp:AOqpTOFM72B9-tqmPEf-bLXsE8a_GKpGnPHdyGaSOSoZ1aa0eZNWcW4K2sE2gQgKVAARSP5XJl_tCOMy4ydb,Mike Early,"Plenty of bugs still. On registering it asks you to complete a password, then opens up a blank screen, it's only if you come out and go back in that you realise the password worked. On linking Nectar, it said nectar password was wrong, but it wasn't so then I've had to change nectar password again to link up. In trying to find stations, it says there are none near, yet I have 4 all within 2 miles, which are at least shown on the map. Hope it is easier to pay at pump",2,3,1.36.1,2018-11-17 20:13:37,Hi Mike. Sorry you're still experiencing some issues with the app. If you drop our support team a quick line at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-11-22 20:45:42
426,gp:AOqpTOFuTFskKIoU1GgK-hQbjX923xoN8XK5nVRt8oI3KgLgX5E0tV7cXNs51XJqkCACevCuO5kY-VDxChYr,Paul Robertshaw,Used twice. No issues and easy to use.,5,1,1.36.1,2018-11-19 04:49:50,Here's to many more uses Paul! Thanks for the review. ^AW,2018-11-22 20:55:32
427,gp:AOqpTOHIc5lSUgTiI61SR3KC0aRbBjGHzVwalISc0cwDrZXgesu1LNj9IKyc2HWzGsUuj9Tlecc4asdq1tSz,Martin Bass,"Failed at first use, recognised petrol station and then crashed when asked to select pump. Error message said fill up and pay inside petrol station !",1,3,1.36.1,2018-11-20 02:12:18,Hi Martin. Sorry you had some issues using the app. If you drop our support team an email at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-11-22 20:56:55
428,gp:AOqpTOEolaGleBaV0JqSDkqQDg3STja7QnBDWQo9LSVGA6M9jJz3J2dwq6YqW1VrK7_1rWf8rsBuxyU2SUPq,Eric Percival,"Failed twice in a row - Giving up on this. The concept is fine but having had to wait while it attempted to unlock the pump, wouldn't let me cancel until it eventually timed out, I would have been quicker doing it manually. Uninstalling.",2,9,1.36.1,2018-11-20 16:41:58,Hi Eric. Sorry you've been having trouble using the app. Please email our support team at bpmeuk@bp.com and they'll be happy to help. Thanks ^AW,2018-11-22 21:00:52
429,gp:AOqpTOElYQ5MhDR96QulkMW3GG4tlmosJba_3YMagWl_2vMm858TkfKTfZb8RcSLHBjY6wwejLdcf-W2HM5F,A Google user,Are you planning to introduce WearOS application?,5,2,1.36.1,2018-11-20 18:14:55,"Hi there. At the moment we don't have any plans for a WearOS release soon, but we're always looking into new developments for the future. Thanks ^AW",2018-11-22 21:36:02
430,gp:AOqpTOGMHfANlNgKIv57RNthTCTycDa7Re3HiOHUGjfXvNKmhgJrpBzqA2Cd3hbusr_sWuwuKnQ0PNgiuY11,Ian Smith,"Actually I didn't even bother using it, as on first attempted use it advised me they were going to take £100 out of my account simply for the pleasure of using the app.  Who knows how long it would take before they refunded it,. So I just paid at the kisok.",1,3,1.36.1,2018-11-20 18:53:52,Hi Ian. There are options to select lesser amounts on the app. The £100 reserve is on the 'fill your tank' option to cover variation in fuel tank sizes. Thanks ^AW,2018-11-22 21:29:01
431,gp:AOqpTOEbP4VF8DH76nYrbMBD7SsXTMffAeElnhtC-dIiDV1ALuV5H9w6WfENfr9IyGE2qwQpmFjRNoCWDkfq,sachin patel,"9 times out of 10 this app does not start. The one time it does, it's convenient to pay rather than queue in store. I have pixel3",2,2,1.36.1,2018-11-21 02:28:19,Hi Sachin. Please drop our support team a line at bpmeuk@bp.com and they'll look into what's been going wrong. Thanks ^AW,2018-11-22 21:30:17
432,gp:AOqpTOH3JOgFo4vBh3Z0YZlSkc11sV-yKH0fbliM-T1N2APRlvzFYU0VqJcJF-FuUM_XAKz-n3FDqSLeG2KQ,A Google user,Loop registering. Sort your #)'-_£ out BP,1,0,1.36.1,2018-11-21 14:32:18,Hi there. Please drop our support team a line at bpmeuk@bp.com and they'll take a look into the issue for you. Thanks ^AW,2018-11-22 21:31:30
433,gp:AOqpTOGWLyLzpKycl4BLMxLhUz8fMJ2rcmMFWKv7NxUG58SqegrnAkf5LiFeZRocbzl8EGt6M18xV3gPuNdN,Sara-Jane Perera,First time tried to use it today....crashed the pump,1,0,1.36.1,2018-11-21 22:40:28,Hi Sara-Jane. Sorry the app crashed. Please email our support team at bpmeuk@bp.com and they'll look into what went wrong. Thanks ^AW,2018-11-22 21:32:51
434,gp:AOqpTOFIyzuC96BaMXUybZJVXYJ5r5MSeKyKRusx6J0t_cLTzEtZkaJI83xBlm087lHoJluPdflBf430ktOj,Bart Szlezak,"Tried few times with no luck. Registered account and when login asking me about memorable word and pin, after passing this stage taking me back to login screen with error (this user is already registered please login - I'm really try to login :/)",1,0,,2018-11-22 15:19:41,Hi Bartłomiej. Sorry you've been having issues logging in. Please drop our support team a line at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^AW,2018-11-22 21:34:22
435,gp:AOqpTOF9CstLRpfuUgtUvy5Sa9lHf5oET2jQKC8B4nnpX2kNNyI_dNfWTD0P9RqzB-KSTK9mDx548AGGe8D7,A Google user,Very helpful whem in a rush no waiting in queue.,5,1,1.36.1,2018-11-23 17:46:11,Really glad you like the app and it's helping you out when you're in a rush! Thanks ^AW,2018-11-30 20:27:56
436,gp:AOqpTOFZYiw30RJoa7kZLPEzvrJ1sigesCCwaf8ttDuC2bEEk9qUoSTVWWJ_71U_eXnpaAK6usoVODiBIWeE,sandy m,"Very patchy, fails more than it works. At various stages gives technical fault error. Pity, it is a good idea and up until the point it fails, easy to use.",1,2,1.36.1,2018-11-26 07:08:43,Hi Sandy. Sorry you've been getting an error message. Please can you email our support team with the details and they'll take a look into what's going wrong. Their email address is bpmeuk@bp.com Thanks ^AW,2018-11-30 20:29:51
437,gp:AOqpTOGpVF-0H5TFKWjTiLglCIAHoh4-5s9qJhV2dRcE_4lTyC1PutODYV2nWJ-6mK4fOKMPAcIP-GYTr4GY,Bob Dobbalina,Doesn't work. I'm at a station which is BPme enabled according to the listing. Google maps knows that I am sat on the forecourt. BPme app says I'm not near a BP station. I've allowed the app access to my location and GPS is turned on.,1,0,1.36.1,2018-11-28 00:40:32,Hi Bob. Sorry you had trouble locating the station. Please drop our support team a line at bpmeuk@bp.com and they'll take a look into it for you. Thanks ^AW,2018-11-30 20:34:29
438,gp:AOqpTOEAuG3_rDLDukvKVYCfXOV3aALrkdn1ELkJAwPyCffSQiQlWMiVhtUeOwHBqFc-S1cXVCGFK-WJPwgu,Stephen Beckett,Couldn't get app to work. Tried adding card manually and by scanning it and got error but think it added in the end. At the petrol station got an error and it wouldn't work ended up just paying the normal way.,1,1,1.36.1,2018-11-28 04:55:37,Hi Stephen. Sorry you had trouble using the app. Please send our support team a quick email and they'll take a look into it for you. Their email address is bpmeuk@bp.com Thanks ^AW,2018-11-30 20:43:10
439,gp:AOqpTOEo6mq0Cov39CQPbTvDNBgVqQ1aRyLTAlpCgOrds-cgJueNbmMOTwdUdFEb0Q-ni6sC75vOvZXbcMPu,James Neill,Station finder shows the locations. But doesn't display fuel prices.,3,0,1.36.1,2018-11-28 11:46:23,Hi James. We're always looking for ways to improve the app and will take on board your feedback about including prices. Thanks ^AW,2018-11-30 20:47:53
440,gp:AOqpTOFnyKwwjdNiiNhl_Yd4dYDzEgYejPl1krCTSBvzlSnUShF7B7cIzdihrGyq1cuW3LuZY2I_opPi-kb4,Nisha pandey,"I tried to use this app, everytime I tried to log on asks Security settings even though I've already done it, never been usefull the worse app I've ever experienced",1,0,1.36.1,2018-11-28 20:53:27,Hi Nisha. Sorry you keep getting the same issue. Please email our support team at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW,2018-11-30 20:49:40
441,gp:AOqpTOHIGJO4mloYExyZ6qVVZbcdqdYOd-pVUGQ0rnfHRHSdYCb6HZsyku-sTrCZiAPL2eAiXB2Fn6k-J6TQ,John Burgess,"Failed the first time I tried it. Error after filling up telling me to go to till. £100 charge on my card for £51 of fuel. Staff had no clue about the app, and were not even aware that you can pay this way! Won't bother again. Can't believe that BP have not fully briefed their staff.",1,11,1.36.1,2018-11-28 22:00:02,Hi John. Sorry you had these issues using the app. If you drop our support team a quick email at bpmeuk@bp.com they'll take a look into it for you. Thanks ^AW,2018-11-30 20:53:45
442,gp:AOqpTOEjETubMmh31UC5aqdziiVe9rtKhMDpS0lXVoLq5gewTNxwJG5Pj1gMA3e_F3ErLDA-VxXgPfBcIVtz,Ruth Muncaster,"Simply the worst app I've ever tried to use, even staff at BP didn't know. Horrible, horrible app.",1,1,1.36.1,2018-11-28 22:56:08,"Hi Ruth. Sorry you've had some issues with the app. Our support team will be happy to look into it for you, if you'd like to drop them an email at bpmeuk@bp.com Thanks ^AW",2018-11-30 20:55:03
