,userName,isEdited,title,rating,review,date,developerResponse
139,olisw15,False,Can’t add card,1,It doesn’t allow me to enter card details despite multiple attempts and no indication as to why not. Have given up.,2018-05-15 10:39:30,"{'id': 3970831, 'body': ""Hi there. We've recently released an update that has fixed issues people have been having, so please make sure you have the most recent version of the app downloaded. If you're still struggling then please email our support team on bpmeuk@bp.com Thanks ^AW"", 'modified': '2018-06-25T14:47:24Z'}"
140,Jason greenfield,False,Bunker stations,3,I need the option to be able to filter the bunker stations only,2018-05-15 21:07:22,
141,polothesamoyed,False,Works!!,5,"I’m sorry but I don’t get all the negativity about this app, downloaded it for the first time yesterday registered set up payment, drove to pump followed instructions and it worked like a dream! Will definitely be using this every time I fill up saves queuing to pay for fuel at a very busy garage.",2018-05-16 07:51:57,"{'id': 3971048, 'body': ""Thank you for the great feedback! Glad you like the app and it's helping you save time. ^AW"", 'modified': '2018-06-25T15:03:04Z'}"
142,CaptainBlack7,False,It’s not all so bad!,4,"Reading the reviews here, people are being a bit harsh. Lovely interface, simple to use and it does work. 

Most definitely a novelty as by the time you mess about on your phone, you could be in and out of the shop but if your filling station is constantly busy you’ll save time.

Only thing I don’t like is the £100 pre authorisation which sticks on your account as a pending transaction for longer than I’d like, however in future I’ll just pre select however much I want to spend.",2018-05-17 10:17:28,"{'id': 3971281, 'body': ""Thank you for your feedback, we're glad you like the app. We're constantly working to improve usability as well as working closely with banks to speed up the process of removing the reserve amount. Hope you're enjoying the future of filling up! Thanks ^AW"", 'modified': '2018-06-25T15:22:57Z'}"
143,Masterton240,False,Useless,1,This app is totally useless. Tried to use it on 3 separate occasions in the last month and has never worked. Ended up taking twice as long and having to queue and pay in the kiosk anyway.,2018-05-17 14:30:40,"{'id': 3971894, 'body': ""Hi there. Sorry you had some issues with the app. We've recently updated it to fix some problems people were experiencing, so please make sure you have the latest version and give it a try. Thanks ^AW"", 'modified': '2018-06-25T16:20:52Z'}"
144,HoHo1404,False,Total rubbish,1,"I was persuaded to download this app by BP and nectar, I went out of my way to a BP station only to find the app wasn’t working and it said to go into the shop to pay for the fuel! Great first experience, think I will stick to pay at pump...",2018-05-18 14:53:31,"{'id': 3971936, 'body': ""Sorry you had a bad first experience. We've been working hard to improve the app and have recently updated it. If you'd like to give it another go, please make sure you have the latest version installed. Thanks ^AW"", 'modified': '2018-06-25T16:24:22Z'}"
145,Androidrulezz,False,This is pointless,1,"App only allows you to purchase £5, £10, £15 etc up to £100. Does not allow you to purchase £8 or £23 etc so moped or motorcycle users don’t bother. This app also has a 50p buffer which only allows you to put £4.50 of fuel if you want £5.00. The full fiver leaves your account for it to come back within a period of time which the app lacks to tell you. The app is also pointless. It’s only been useful to get the 500 extra points on my nectar card for a one time use. Also the nectar points don’t refresh like the nectar app does. Useless app that doesn’t add any substance towards the entire process of purchasing petrol. Maybe a few pence off per litre for long term users would have been a good idea. But BP don’t give me the impression their really fussed about the app. So why should I be?",2018-05-21 11:28:26,"{'id': 3972016, 'body': ""Hi there, \n\nWe're sorry you had a few issues. Hopefully we can help explain.\n\nWhen you fill up you are only charged for the amount you spend, the app just has to reserve an amount to cover the cost of the fuel. For example of you need £8, select £10 and just fill up to £8, you'll only be charged for what you use. The buffer is in place to make sure that you don't go over the amount you want to spend. However, please note that you can only use the app on your phone from inside a closed stationary vehicle, not out in the open on the forecourt. \n\nWe've been working hard to improve the app and have recently released an update that solves some issues people having been having, so if you'd like to give it another go, please make sure you have the latest version installed.\n\nThanks,\n\n^AW"", 'modified': '2018-06-25T16:33:27Z'}"
146,iamnotgivingyoumyname,False,Useless,1,"Useless. Doesn’t explain how to use it. I filled a special fuel can with 15 litres costing £20.89 i think. Told it the pump number, then what? It said full tank or £15. Well, neither! If you can’t make it self-explanatory I can’t be bothered to use it",2018-05-22 14:40:29,"{'id': 4059977, 'body': ""Hi there. You are able to select other amounts on the app. We've recently updated it to make it even easier to use, so it's worth giving it another go. Thanks, ^AW"", 'modified': '2018-07-02T15:12:36Z'}"
147,LondonTownBaby,False,Awful. App error had store put me as a drive off & accused me of not paying,1,"I used the BPme app to fill up fuel in my car. I followed the app instructions and got the confirmation it was ready to fuel and good to go. It stated my email confirmation will be emailed.  

However, I shortly got accused an hour later, around the corner, that I had driven off without paying for fuel. When I advised the member of staff I had paid via the app and took it out to show him, I was presented an error message that stated an error occurred and I should ‘try again’ or ‘call us’. 

At no point in your FAQ’s or instructions of how the app works, does it state I should go into the app after fuelling to ensure the transaction has gone through. If there is an error, the app should not unlock the pump and advise I am ready to go and will receive an email later. The error message should come through as a notification to my phone, nor should I be allowed to proceed if there is this risk. 

It is extremely unacceptable to be accused of theft and to be told I would have been reported to the police as a drive off, due to your app’s incompetence. If your app is not robust to complete transactions accurately or notify an individual timely of errors then it should not be in use. 

This experience has been completely unsettling and I want to ensure everyone is made aware to steer clear of this app.",2018-05-22 19:59:49,"{'id': 4060011, 'body': ""Hi there. We're extremely sorry this happened to you and can assure you it is a rare occurrence. Hopefully this was all resolved and we've taken into account your feedback. If you need to speak to anyone about it, please contact our BPme Team at bpmeuk@bp.com Thanks ^AW"", 'modified': '2018-07-02T15:18:47Z'}"
148,MihayG,False,Please fix the face id for iphone x,5,"Everything went perfect until in settings i press for the touch id,in idea that will work also with face id on iPhone x,but since then i can’t open the app anymore,please fix the issue,i love the app.",2018-05-23 09:00:19,"{'id': 3758035, 'body': ""Hi there. Sorry you've been having problems with the app. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:42:02Z'}"
149,Garf2013,False,It doesn’t take BP’s own fuel card?,1,A payment method that doesn’t work with your own fuel cards??! What is the point of that?,2018-05-23 10:41:31,"{'id': 4060058, 'body': ""Hi there. We've been working hard to improve the app since launch and are happy to let you know that fuel cards will be added soon! Just keep an eye out for the update. Thanks, ^AW"", 'modified': '2018-07-02T15:24:51Z'}"
150,Spangle spoo,False,Was looking forward to this,1,Downloaded alpp while I was at the petrol station. Added all the personal details required however it could not find my nearest station. 12 hours later it still can’t find it,2018-05-23 12:04:26,"{'id': 4060070, 'body': ""Hi there. We've been busy rolling out BPme across the UK. It's currently at over 500 sites and we're continuing to add to that, so hopefully it will be available in your nearest station soon if it isn't already. Thanks, ^AW"", 'modified': '2018-07-02T15:26:35Z'}"
151,Intelligent Reviews,False,Insufficient info,2,"There are two problems as far as I’m concerned. First the app gives static opening times for stations but doesn’t show at a glance which of those on the map are actually open nor anything to alert about closing say in next 30 mins which both of these would be good features.

Second, there are no prices shown against the stations on the map. BP should not get carried away thinking users are insensitive to price. No, with much better fuels these days at the discounters BP needs to work harder on being price competitive. The app should show the prices.

Finally, a disappointment which I thought was rather cheeky is why does fuel cost more if using the App? Fuel should be less for using the App as one hasn’t had to use staff service at the station.

These are three ways BPMe could be improved. BP shouldn’t believe that loyalty is assured just because of the App because it isn’t. BP must earn the loyalty: the ultimate fuels aren’t the sole reason one will buy from BP nice as they are.",2018-05-24 07:58:18,"{'id': 4060120, 'body': ""Hi there. Thank you for the feedback, you've made some good points that we'll take on board as we continue to develop the app. The fuel should not be more expensive when using the app though. Are you able to send more details of where you experienced this to our Customer Careline Team at careline@bp.com so someone can investigate it please? Thanks, ^AW"", 'modified': '2018-07-02T15:33:43Z'}"
152,fuel_card,True,Fuel card,5,When can we use fuel cards please?,2018-05-24 09:17:16,"{'id': 2524521, 'body': 'Hello fuel_card, the team are busy working on getting the BP Plus cards ready for use in BPme. We will be making this service available later on this year and will be communicating this out in due course to our fleet customers. Thanks from the BPme team.', 'modified': '2018-02-07T16:13:07Z'}"
153,bagelschmagel,False,Tried it - didn’t work,1,I just love beta testing for massive companies.,2018-05-24 10:13:37,
154,G1977R,False,Find a location doesn’t work,1,"Pointless app, the find a garage feature doesn’t work , didn’t on the older version either - just get a message saying no network connection (when there is, and location services are enabled).  RUBBISH!",2018-05-24 10:57:52,"{'id': 4060195, 'body': ""Hi there. We've recently released an update that has improved the app and fixed some issues people have been having if you'd like to give BPme another go. Just make sure you have the latest version of the app installed. Thanks ^AW"", 'modified': '2018-07-02T15:41:05Z'}"
155,dghedia,False,Poor first experience,1,"Installed on iPhone X, iOS 11.3.1 and the app doesn’t start and crashes after the initial load screen.",2018-05-24 21:01:19,"{'id': 3758030, 'body': ""Hi there. Sorry you've had a bad experience with the app so far. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:41:16Z'}"
156,Aaban,False,App crashes,5,"App crashes as soon as launched
Reinstalled twice but no use
Waste of time",2018-05-26 12:45:55,"{'id': 4060207, 'body': ""Hi. We've recently released an update that should have fixed this if you'd like to give it another try? Thanks ^AW"", 'modified': '2018-07-02T15:41:52Z'}"
157,wilesy1986,False,Great idea but doesn’t work,1,"This app is a great idea to save time etc. However, first time using it after setting up my account, told to fill up via my phone which I start to do only for an error to come up on the app saying ‘there was a problem something went wrong’. So I tried again with the same outcome. In the end went and paid the old fashion way. Would love the app to work as I’m all for the tech revolution. However the developers need to sort it out before I attempt to use again.",2018-05-26 13:15:17,"{'id': 4060233, 'body': ""Hi there. We're sorry you had some issues first time around. We've recently released an update that has fixed the bugs people were experiencing, if you'd like to give it another try? Just make sure you have the latest version installed and you should be fine. Thanks, ^AW"", 'modified': '2018-07-02T15:44:10Z'}"
158,Consilio3der,False,"Bad app, bad bp staff.",1,"On the 22nd May 2018, I went to the Bp on Luton Road Dunstable LU5 4LW, eager to try bp.me and get the 500 bonus points on offer. After fill £25.31 worth on unleaded I my tank, I went in to explain I was using BPme and try to pay. But the app only allows pounds to be entered and you can’t put in a decimal for pence. I tried using the Fixed option and entering the amount, £25. It failed saying it couldn’t unlock the pump. I tried £26 and the same thing happened. I then looked into the full tank option, but the small print says they will reserve £100from my account, and with so many other customers being charged £100 for nothing, my confidence in BPme went down the toilet. To top it off, I went to the bp staff and explained I had problems using BPme and could they help me. All the woman did was sit there gawping with her man mouth open like she at the dentist and then muttered a pathetic “uh hu.” Followed by a “ can you use Apple Pay?” Excuse me but what it the point of bp staff recommending Apple Pay when thier app should be their priority!!!! I used a normal chip and pin, with my nectar card of course, and promptly got out of there. I may never use BP petrol again, double points or not. I certainly won’t use the app. I hope bp retrain or fire this terrible person I mentioned. Good luck to those who have spent with BPme.",2018-05-26 18:42:38,"{'id': 4060277, 'body': ""Hi. We're sorry you had a bad experience. We've been working hard to improve the app and have recently released an update that has fixed the issues people have found, if you'd like to give it another go? Also, we're sorry our staff member wasn't able to help you. If you'd like to speak to someone about it further, please drop our team a line at careline@bp.com Thanks, ^AW"", 'modified': '2018-07-02T15:50:37Z'}"
159,Dicky3056,False,R,1,Stupid as you have to specify amounts before filling,2018-05-27 10:27:25,"{'id': 4060551, 'body': ""Hi. You are able to choose 'fill your tank' so you don't have to specify an amount and can just fill up with the app. Hope that helps. Thanks, ^AW"", 'modified': '2018-07-02T16:22:10Z'}"
160,Butler39-1,False,Useful but not quite there,4,Having seen this advertised on the TV and at my local garage I decided to give it a go. Having downloaded and set up my account no problem I went to use the system for the third time yesterday. I have come to the conclusion that the app is a good idea and BP are onto something but personally I would prefer that I prepaid into like a wallet within the app and then had the monies deducted automatically rather than having £100 frozen on my account. Would also be quite good if you could integrate it into your ANPR cameras at the forecourts so the app deducted monies automatically from you wallet like the congestion charge system in London and send an email when your wallet is getting low. Other than that I think this is a good way and with a bit of work could be faultless and the new way to fill up,2018-05-27 16:01:27,"{'id': 4060612, 'body': ""Hi there. Thank you for your feedback, we're really glad you like the app. You've given us some great ideas - we're constantly working to improve the app and will take them into account. Welcome to the future of filling up! ^AW"", 'modified': '2018-07-02T16:32:28Z'}"
161,BS2Guy,False,Crashes and won’t run at all,1,"After having successfully setup the app with all my details including payment card I quit the app. 

Now apart from the title screen the app won’t run and crashes before I even get the chance to try and log in. 

Now you have my payment card details and I can’t get in to delete the details!

Not impressed!",2018-05-27 20:02:26,"{'id': 4060632, 'body': ""Hi there. We're sorry you've been having issues. We've recently updated the app to fix the crashing some people have experienced, so please make sure you have the latest version installed and try again. If you're still having trouble, please drop our team a line at bpmeuk@bp.com Thanks, ^AW"", 'modified': '2018-07-02T16:34:59Z'}"
162,sri985,False,Not finding nearest station,1,Not finding nearest station since yesterday,2018-05-28 09:12:35,"{'id': 4180600, 'body': ""Hi there. Hopefully the app is all sorted now, but if not please make sure you have the latest version installed and if you're still struggling, drop our team a line at bpmeuk@bp.com Thanks ^AW"", 'modified': '2018-07-10T15:44:09Z'}"
163,GeorgieRutland,False,Beware,1,I used this for the first time and spent £37. However my bank statement says they have charged me £100.  Will not be using it again. Also need to try to get the money back.,2018-05-28 13:23:18,"{'id': 4192666, 'body': ""Hi there. Hopefully it's all sorted now, but just to explain, when you fill up with the app it reserves an amount to cover the cost of the fuel you need. Once the transaction is processed, the reserve is removed and you're only charged for the amount you spent on fuel. Thanks ^AW"", 'modified': '2018-07-11T11:03:52Z'}"
164,churchill0669,False,Can’t use this App iPhone X,1,"iPhone X will not run this app. Crashes on start up every time. The only way I can get it to work is to un install and then re install. Works for the first time, then crashes every time I open the app after that. Useless app. Don’t bother downloading. Only giving it one star as I can’t give it none.",2018-05-28 16:49:22,"{'id': 3758013, 'body': ""Hi there. Sorry you've had a bad experience with the app so far. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:40:27Z'}"
165,dpr 1761,False,Wow just wow,5,"What a fantastic app, take your time to set it up properly and it works it just works.",2018-05-28 20:10:44,"{'id': 4192683, 'body': ""Thank you. We're really glad you like the app. Welcome to the future of filling up! ^AW"", 'modified': '2018-07-11T11:04:51Z'}"
166,cgf003,False,Crashing app on iPhone X,5,"I have completed registration but after it initially working the app keeps crashing. Downloaded the app 3 times and still the same poor performance.

Update: I reloaded the app and this time I didn’t enable Face ID. Not it seams to be working.",2018-05-29 19:45:49,"{'id': 3757993, 'body': ""Hi there. Sorry you've had a bad experience with the app so far. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:39:16Z'}"
167,naqi324,False,Kash,1,Keeps on crashing,2018-05-30 18:25:20,"{'id': 4192725, 'body': ""Hi there. We've recently released an update that should have fixed this bug. Please make sure you have the latest version installed and give it another go. Thanks, ^AW"", 'modified': '2018-07-11T11:08:42Z'}"
168,ldc ldc,False,Good app,5,It’s really good app but it doesn’t have option to print or download the receipt other then that it’s good,2018-05-31 21:55:53,"{'id': 4192735, 'body': ""Hi there. We're glad you like the app. Thank you for the feedback about the receipt, we're constantly working to improve the app and will take it into account. Thanks ^AW"", 'modified': '2018-07-11T11:09:47Z'}"
169,Kato4612,False,Unusable app,1,I had downloaded app including all my details for payments etc attended at garage tapped the app and nothing tried several times goes to start front end page then blank screen I have deleted and re entered app it worked for a day went to use at garage nothing again very frustrated does work on my iPhone X,2018-06-01 08:05:10,"{'id': 3757987, 'body': ""Hi there. Sorry you've been having trouble with the app. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:38:45Z'}"
170,Hi5672939,False,Crashing,1,"The App constantly crashes before it even opens fully, can’t get past the loading screen.
Doesn’t deserve a star if honest.",2018-06-01 23:38:58,"{'id': 4192835, 'body': ""Hi there. Sorry you've been having some issues with the app. We've recently released an update that should have fixed this, so please make sure you have the latest version installed and give it a try. Thanks, ^AW"", 'modified': '2018-07-11T11:16:25Z'}"
171,Arasharasharash,False,No amex!!!!,1,"Developer says we have sort it out but is not still working so what they say is rubbish
AND I READ THE COMMENTS NOW IVE SHIFTING IN PANTS TO USE IT FREEZING £100???? His is bad why they can't produce something it does work properly I was in Italy over there technology is great 😡💩",2018-06-02 08:39:56,
172,JonB1980,False,Crashes on every launch,1,Registration process works well enough but then upon logging in to the app it immediately kicks me back to the home screen every time. Full restart of the phone makes no difference,2018-06-02 12:04:09,
173,Sgd1,False,Useless,1,"Everything works until you try to get it to email a receipt which I need for work to claim back my petrol. Tried to change email address but the app does not allow me. Emailed their customer services and they didn’t bother to reply, USELESS",2018-06-02 17:03:32,
174,BoomerKC,False,Constantly crashes,1,"Poor app, has potential but after signing up and putting payment details in, as soon as I open, it bombs out every time on my iPhoneX. Whoever developed this needs firing. Probably not tested on platforms.",2018-06-03 04:53:07,"{'id': 3758037, 'body': ""Hi there. Sorry you've had a bad experience with the app so far. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:42:29Z'}"
175,shepbayer,False,Crashes every time I start it,5,I deleted and reinstalled but just crashes every single time I try and open it. Amazing such a large company with billions can’t even make a simple app!!,2018-06-03 08:30:15,
176,Add in Cornwall,False,Won’t let me log in,1,"It won’t let me log in. Verified my password and email but when I log in it asks security questions and pin then I type it in then it comes up saying this email address is already being used, even though I’m logging in?",2018-06-03 10:02:46,
177,Bongo-Pete,False,Good App,4,"Good, easy to use app but I’d like there to be an option to download PDF receipts. Or send an email with a PDF receipt. This would help save time with business expenses.",2018-06-03 15:44:01,
178,Great Whyte,False,Bp me app,5,"The app keeps crashing I have to delete and reload before I can use again
 once I’ve used it I can’t reopen the app",2018-06-03 20:50:03,
179,t1695,False,Won’t register my card,1,"I have ASDA master card and it won’t let me register it, tried several times. 
Looking at the reviews, a lot of people are having a problem with it. Really bad of such big company to launch an app that doesn’t work. A real disappointment",2018-06-04 02:24:40,
180,Qualityone,False,Not working for me.,1,Initially App could not find my local station. I had to ‘locate it’ on the stations nearby map. Once that was done the only option it offered me was a route to the petrol station.......400 yards away. Couldn’t ‘find’ the station when I was in the forecourt. Have tried again since filling up but hit the same problem. Think I will be deleting this one,2018-06-04 06:39:40,
181,ghuivcvjfgj,False,Every time I open the app it just closes and this is on iPhone X,1,Every time I open the app it just closes absolute crap or I just don’t wanna give you the 500 points they claim to give you when use it first,2018-06-04 07:22:06,"{'id': 3757948, 'body': ""Hi there. Sorry you've had a bad experience with the app so far. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:36:08Z'}"
182,Al2546789,False,Can’t login,1,"Managed to set up account and validate email, up won’t even login
So many negative scores, BP are obviously having issues 
I will avoid until fixed",2018-06-04 07:59:52,"{'id': 3938443, 'body': ""Hi there, sorry you've been having issues with the app. We've released an update recently, so please update the app to version 1.25.1 and give it a try. Thanks ^AB"", 'modified': '2018-06-22T09:43:33Z'}"
183,DCD83,False,Overcharged,1,"I used this for the first time today. Got to the pump, selected which pump, selected £70 fuel and off I went until the pump stopped at £69. My receipt says £69 but you’ve charged my AMEX £70! I want my money back out of principle!",2018-06-04 11:22:33,"{'id': 3938413, 'body': ""Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If the money hasn't been returned, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB"", 'modified': '2018-06-22T09:42:07Z'}"
184,Titus Chromar,False,Can’t View Petrol Prices,2,Was hoping this would let me view petrol prices at different service stations from my phone. It doesn’t. Massive oversight.,2018-06-05 04:53:07,"{'id': 3938400, 'body': ""Hi there, I'm afraid we don't have plans to introduce this function, but I'll feed this back to the developer team. Thanks, ^AB"", 'modified': '2018-06-22T09:41:22Z'}"
185,Martinhoward,False,Terrible,1,App won’t open keeps crashing waist of time.,2018-06-05 09:01:09,"{'id': 3938383, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:40:39Z'}"
186,BazZa TC,False,Great!!,4,"Great app, no longer queuing up behind the old man paying for his paper with pennies or the builder with his coffee! My only gripe would be it would be even better if it was integrated with Apple CarPlay",2018-06-06 06:38:18,
187,Robcyoung,False,Money not back in account,2,"Purchase of fuel was fine, £100 came out as expected. Few days later the fuel funds went as expected. Now the problem is I am still waiting for the mo why that wasn’t used on fuel to go back into my account!!! £33 stuck is pending! I would like to be able to spend my money please.",2018-06-06 08:03:59,"{'id': 3938369, 'body': ""Hi there, to streamline the payment process, BPme checks with your bank you have available funds for the amount you choose to fill up by (or £100 if you choose to fill your tank)  before authorising the pump. But don't worry, you will only be charged for the total amount of fuel dispensed. The whole payment process can take up to 10 days, depending on your bank. If you're still having problems, lease get in touch at BPmeUK@bp.com or call 0800 402402. Hope that's helpful. Thanks, ^AB"", 'modified': '2018-06-22T09:39:48Z'}"
188,daz123456,False,Terrible!,1,"Can’t even get into the app as it crashes every time 

Sort this out please so I can use it!",2018-06-06 09:59:23,"{'id': 3938358, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:38:59Z'}"
189,Boxer Dog,False,Crash Crash,1,After adding all card details it keeps crashing!! iPhone X recently updated,2018-06-06 17:07:16,"{'id': 3757928, 'body': ""Hi there. Sorry you've been having issues with the app. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:34:39Z'}"
190,Joeonthebus,False,Waste of time,1,"App doesn’t work. Just fuelled and had to pay in the store because the app couldn’t unlock the pump so they had to do it manually!

DO NOT DOWNLOAD OR RELY ON THIS APP",2018-06-07 06:06:24,"{'id': 3938352, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:38:24Z'}"
191,Dondonthepipersson,False,App update 1.25.1,1,"Still don’t work, so annoying “sorry there has been a problem”!! Sent report off to Apple as I am a beta tester on iPhone X. Did work initially despite having contacted the BP help number and having my details deleted still no joy.",2018-06-07 13:05:35,"{'id': 3938344, 'body': ""Hi there. Good news! We've released an update that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AB"", 'modified': '2018-06-22T09:37:56Z'}"
192,Macsync1,False,Login not working,2,"Used the app twice without a problem, tried to use it again a week ago but this time a login was required. Message said “ sorry there was a problem please try again “ 6 days on and still not able to login, very disappointing.",2018-06-07 15:32:58,"{'id': 3938320, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:37:01Z'}"
193,Chrisliles11,False,Very useful app,5,"Works perfect for me and saves waiting in shop to pay, nice touch linking Nectar card into app as well, was a bit nervous first time I used it incase people thought I was driving away without paying.",2018-06-07 16:47:35,
194,Karl,False,Great update —- not !!!,1,Latest update is crap can’t log in anymore,2018-06-07 17:26:31,"{'id': 3938317, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:36:40Z'}"
195,Bcha6704,False,No Santander comparability,1,I would love to use this app but it is not compatible with Santander cards. Pity,2018-06-07 18:57:22,
196,CW12071977,False,Even worse after update,1,"This is surely the worst app ever created by anyone let alone a global multi-billionaire, no resources spared company! Atrocious, unreliable and simply non workable app specially given that Shell is far more reliable and works without any glitches. Guys and gals let’s vote with our phones by taking our business elsewhere. We clearly aren’t that important to BP if they can’t even get an app functioning properly. It only took them decades to perfect it before launching such abysmal app. Disappointing isn’t the word I would use.",2018-06-08 16:42:27,"{'id': 3938307, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:35:32Z'}"
197,nickinnixter,False,Can’t even login,1,“Sorry something went wrong” after I attempt to login; probably wouldn’t trust it to do something more complex like actually get me a tank of fuel based on this...,2018-06-09 11:18:11,"{'id': 3938305, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:35:13Z'}"
198,AygoGummy,False,Not fit for purpose - still.,1,"So bad that I’m writing another review. First off, this app shouldn’t be constantly asking me to log in with email/password and then security questions - as it did tonight, first time I’ve used it after the latest update. Secondly, this new ‘£100’ reserved in the bank... what’s that about? Totally puts me off using the app altogether. Again, I gave up and paid for my fuel in the kiosk. Any response to this feedback, BP?",2018-06-11 20:08:42,"{'id': 3938292, 'body': ""Hi there, to streamline the payment process, BPme checks with your bank you have available funds for the amount you choose to fill up by (or £100 if you choose to fill your tank)  before authorising the pump. But don't worry, you will only be charged for the total amount of fuel dispensed. The whole payment process can take up to 10 days, depending on your bank. Hope that's helpful. Thanks, ^AB"", 'modified': '2018-06-22T09:34:19Z'}"
199,Reetz90,False,Doesn’t work,1,Tried to use it in Scarborough and it didn’t work. People behind tills say they have been waiting for it to be fixed for ages. Now no bonus Nectar points as no other near me.,2018-06-12 04:18:07,"{'id': 3938286, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:33:25Z'}"
200,Hommard,False,Very poor,1,"App set up seemed to go fine. However now every time I try to use it, the app will not let me log in and keeps repeating a stupid little pop up stating “Oops, something went wrong”. I’ve tried all the usual things. So app is about be deleted for good. This type off app is not a new idea. Another fuel provider has an app that works well. Ill be sticking to that one, then.",2018-06-12 21:07:44,"{'id': 3938282, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:33:04Z'}"
201,nesslad69,False,Registered and ‘something went wrong’,1,Have registered and can’t get in to app. ‘Something went wrong’. Thought this was a good idea but can’t even use it!,2018-06-12 21:30:21,"{'id': 3938281, 'body': 'Hi, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB', 'modified': '2018-06-22T09:32:43Z'}"
202,RSG_the_Large_1,True,Now stable!!!,5,I really liked this app until I got an iPhone X and the app kept crashing. But now it’s fixed and all good again!,2018-06-14 21:12:29,"{'id': 3757963, 'body': ""Hi there. Good news! We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:37:12Z'}"
203,Markyman2000,False,Select a specific amount instead of “full tank”,4,"This app is a good idea as I often have my children in the car so not having to go and queue to pay would be a huge benefit saving time getting the children out of the car just to go and pay, however, my car takes less than £40 to fill the tank and having a £100 hold put on my funds until the transaction clears isn’t ideal for me, will choose a specific amount next time instead of the full tank option. 

The 1st time I went to use this app the transaction was declined. My bank contacted me the next day to verify if it was a genuine transaction made by me. Having confirmed this, I gave the app another go. This time I selected to fill up with £40 instead of selecting full tank. No problem, my tank was full just before reaching the £40 and the transaction was swift and painless. There is a funds hold on the amount selected (which is released a few days later and the amount spent at the pump is then taken). All in all a good app and certainly beneficial to me when I have the children",2018-06-15 00:35:54,
